"",A,B,C,D,F,I,S,U,V,W Aver. Total
Accounting - ACCT 2101 ES,7,5,5,1,,,,,,3 3.00 21
Accounting - ACCT 2102 LS,9,5,1,3,,,,,,1 3.11 19
Aerospace Engineering - AE 2010 A,6,3,5,2,,,,,,2.81 16
Aerospace Engineering - AE 2220 A,3,6,1,,,,,,,1 3.20 11
Aerospace Engineering - AE 2698 MAV,,,,,,,,,2,2
Aerospace Engineering - AE 2698 SEI,,,,,,,,,2,2
Aerospace Engineering - AE 2699 GER,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 2699 JOH,,1,,,,,,,,3.00 1
Aerospace Engineering - AE 2699 KOM,3,,,,,,,,,4.00 3
Aerospace Engineering - AE 2699 LIE,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 2699 SAN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 2801 R,19,8,4,,1,,,,,3.38 32
Aerospace Engineering - AE 2802 A,1,1,,,,,,,,3.50 2
Aerospace Engineering - AE 3030 R,21,6,,,,,,,,3.78 27
Aerospace Engineering - AE 3310 A,3,1,,1,,,,,,2 3.20 7
Aerospace Engineering - AE 3330 R,13,7,,,,,,,,3.65 20
Aerospace Engineering - AE 3521 A,15,4,1,1,1,,,,,3.41 22
Aerospace Engineering - AE 4070 R,10,6,2,,,,,,,3.44 18
Aerospace Engineering - AE 4451 R,11,8,4,,,,,,,3.30 23
Aerospace Engineering - AE 4698 GUN,,,,,,,,,1,1
Aerospace Engineering - AE 4698 HOL,,,,,,,,,1,1
Aerospace Engineering - AE 4698 KEN,,,,,,,,,1,1
Aerospace Engineering - AE 4698 MAV,,,,,,,,,3,3
Aerospace Engineering - AE 4698 SCH,,,,,,,,,1,1
Aerospace Engineering - AE 4699 BRA,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 4699 CLA,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 GUN,5,,,,,,,,,4.00 5
Aerospace Engineering - AE 4699 HOL,5,,,,,,,,,4.00 5
Aerospace Engineering - AE 4699 KOM,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 4699 MAV,8,,,,,,,,,4.00 8
Aerospace Engineering - AE 4699 MEN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 RGR,10,,,,,,,,,4.00 10
Aerospace Engineering - AE 4699 RSA,4,2,,,,,,,,3.67 6
Aerospace Engineering - AE 4699 SAL,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 SAN,,,1,,,,,,,2.00 1
Aerospace Engineering - AE 4699 SCH,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 SEI,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 SUN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 4699 WAL,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 4699 ZIN,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 4701 R,12,2,,,,,,,,3.86 14
Aerospace Engineering - AE 6030 Q,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 6050 A,9,13,,,,,,,4,3.41 26
Aerospace Engineering - AE 6050 Q,,3,,,,,,,,1 3.00 4
Aerospace Engineering - AE 6070 Q,18,,,,,,,,,4.00 18
Aerospace Engineering - AE 6701 Q,7,,,,1,,,,,3.50 8
Aerospace Engineering - AE 7000 AHU,,,,,,,1,,,1
Aerospace Engineering - AE 7000 BRA,,,,,,,1,,,1
Aerospace Engineering - AE 7000 COS,,,,,,,2,,,2
Aerospace Engineering - AE 7000 GUN,,,,,,,1,,,1
Aerospace Engineering - AE 7000 JOH,,,,,,,1,,,1
Aerospace Engineering - AE 7000 KEN,,,,,,,2,,,2
Aerospace Engineering - AE 7000 LIE,,,,,,,1,,,1
Aerospace Engineering - AE 7000 LIG,,,,,,,1,,,1
Aerospace Engineering - AE 7000 MAV,,,,,,,20,,,20
Aerospace Engineering - AE 7000 PRA,,,,,,,1,,,1
Aerospace Engineering - AE 7000 PRI,,,,,,,3,,,3
Aerospace Engineering - AE 7000 RIM,,,,,,,2,,,2
Aerospace Engineering - AE 7000 RIM,A,B,C,D,F,I,S,U,V,W Aver. Total
Aerospace Engineering - AE 7000 RUF,,,,,,,1,,,1
Aerospace Engineering - AE 7000 SAN,,,,,,,1,,,1
Aerospace Engineering - AE 7000 SCH,,,,,,,2,,,2
Aerospace Engineering - AE 7000 SEI,,,,,,,2,,,2
Aerospace Engineering - AE 7000 SMI,,,,,,,2,,,2
Aerospace Engineering - AE 7000 TSI,,,,,,,1,,,1
Aerospace Engineering - AE 7000 WAL,,,,,,,1,,,1
Aerospace Engineering - AE 8801 MAV,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 BRA,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 GUN,,,,1,,,,,,1.00 1
Aerospace Engineering - AE 8900 HOL,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 8900 JOH,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 KEN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 LIE,2,,,,,,,,,4.00 2
Aerospace Engineering - AE 8900 MAV,4,,,,,,,,,4.00 4
Aerospace Engineering - AE 8900 MEN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 QSA,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 QSC,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 RUF,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 SAN,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 SEI,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 SMI,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 8900 WAL,1,,,,,,,,,4.00 1
Aerospace Engineering - AE 9000 AHU,,,,,,,3,,,3
Aerospace Engineering - AE 9000 BRA,,,,,,,1,,,1
Aerospace Engineering - AE 9000 COS,,,,,,,2,,,2
Aerospace Engineering - AE 9000 FEI,,,,,,,4,,,4
Aerospace Engineering - AE 9000 GER,,,,,,,6,,,6
Aerospace Engineering - AE 9000 GUN,,,,,,,1,,,1
Aerospace Engineering - AE 9000 HAD,,,,,,,3,,,3
Aerospace Engineering - AE 9000 HOD,,,,,,,2,,,2
Aerospace Engineering - AE 9000 JAG,,,,,,,1,,,1
Aerospace Engineering - AE 9000 JOH,,,,,,,5,,,5
Aerospace Engineering - AE 9000 KEN,,,,,,,1,,,1
Aerospace Engineering - AE 9000 KOM,,,,,,,1,,,1
Aerospace Engineering - AE 9000 LIE,,,,,,,7,,,7
Aerospace Engineering - AE 9000 LIG,,,,,,,1,,,1
Aerospace Engineering - AE 9000 MAV,,,,,,,81,,,81
Aerospace Engineering - AE 9000 MEN,,,,,,,7,,,7
Aerospace Engineering - AE 9000 PRA,,,,,,,1,,,1
Aerospace Engineering - AE 9000 PRI,,,,,,,1,,,1
Aerospace Engineering - AE 9000 QBR,,,,,,,2,,,2
Aerospace Engineering - AE 9000 QWI,,,,,,,2,,,2
Aerospace Engineering - AE 9000 RIM,,,,,,,2,,,2
Aerospace Engineering - AE 9000 RUF,,,,,,,2,,,2
Aerospace Engineering - AE 9000 RUZ,,,,,,,1,,,1
Aerospace Engineering - AE 9000 SCH,,,,,,,3,,,3
Aerospace Engineering - AE 9000 SEI,,,,,,,3,,,3
Aerospace Engineering - AE 9000 SMI,,,,,,,1,,,1
Aerospace Engineering - AE 9000 SPE,,,,,,,1,,,1
Aerospace Engineering - AE 9000 SUN,,,,,,,4,,,4
Aerospace Engineering - AE 9000 THE,,,,,,,6,,,6
Aerospace Engineering - AE 9000 TSI,,,,,,,5,,,5
Aerospace Engineering - AE 9000 WAL,,,,,,,3,,,3
Aerospace Engineering - AE 9000 YAN,,,,,,,7,,,7
Aerospace Engineering - AE 9000 YEU,,,,,,,2,,,2
Aerospace Engineering - AE 9000 ZIN,,,,,,,2,,,2
Applied Physiology - APPH 1040 AD,93,18,10,7,2,,,,,8 3.48 138
Applied Physiology - APPH 1040 AD,A,B,C,D,F,I,S,U,V,W Aver. Total
Applied Physiology - APPH 1040 LH,69,10,2,,,,,,,1 3.83 82
Applied Physiology - APPH 1050 FIT,18,6,1,,,,,,,3.68 25
Applied Physiology - APPH 1050 RUN,19,3,,,,,,,,2 3.86 24
Applied Physiology - APPH 1050 WGT,18,1,3,,,,,,,1 3.68 23
Applied Physiology - APPH 1050 YOG,15,4,1,1,,,,,,2 3.57 23
Applied Physiology - APPH 3500 A,6,4,,,,,,,,3.60 10
Applied Physiology - APPH 3500 QUP,2,3,,,,,3,,,3.40 8
Applied Physiology - APPH 4698 MMS,,,,,,,,,1,1
Applied Physiology - APPH 4698 MS,,,,,,,,,1,1
Applied Physiology - APPH 4698 SS,,,,,,,,,1,1
Applied Physiology - APPH 4698 YC,,,,,,,,,1,1
Applied Physiology - APPH 4699 CH,2,,,,,,,,,4.00 2
Applied Physiology - APPH 4699 MMS,1,,,,,,,,,4.00 1
Applied Physiology - APPH 4699 MS,1,1,,,,,,,,3.50 2
Applied Physiology - APPH 4699 YC,1,,,,,,,,,4.00 1
Applied Physiology - APPH 6214 MMS,1,,,,,,,,,4.00 1
Applied Physiology - APPH 6225 TS,13,1,,,,,,,,3.93 14
Applied Physiology - APPH 8903 LW,1,,,,,,,,,4.00 1
Applied Physiology - APPH 9000 BP,,,,,,,2,,,2
Applied Physiology - APPH 9000 EB,,,,,,,1,,,1
Applied Physiology - APPH 9000 LW,,,,,,,3,,,3
Applied Physiology - APPH 9000 MMS,,,,,,,2,,,2
Applied Physiology - APPH 9000 RN,,,,,,,1,,,1
Applied Physiology - APPH 9000 YC,,,,,,,4,,,4
Applied Systems Engineering - ASE 6002 Q,18,10,2,,,,,,,3.53 30
Applied Systems Engineering - ASE 6104 Q,21,1,,,,,,,,3.95 22
Architecture - ARCH 3135 R,35,,,,,,,,,4.00 35
Architecture - ARCH 4123 R,,,,,,,2,,,2
Architecture - ARCH 4128 R,31,,,,,,,,,4.00 31
Architecture - ARCH 4151 R2,1,1,,,,,,,,3.50 2
Architecture - ARCH 4801 R,1,,,,,,,,,4.00 1
Architecture - ARCH 4803 R,1,,,,,,,,,4.00 1
Architecture - ARCH 4805 R,1,,,,,,,,,4.00 1
Architecture - ARCH 4823 R,1,,,,,,,,,4.00 1
Architecture - ARCH 4833 RV2,3,,,,1,,,,,1 3.00 5
Architecture - ARCH 4833 YB,3,1,,,,,,,,3.75 4
Architecture - ARCH 4843 R,2,,,,,,,,,4.00 2
Architecture - ARCH 4921 R,12,4,2,,,,,,,3.56 18
Architecture - ARCH 4921 R3,2,,,,,,,,,4.00 2
Architecture - ARCH 6153 R,6,,,,,,2,,,4.00 8
Architecture - ARCH 6316 R,7,1,,,,,,,,3.88 8
Architecture - ARCH 8803 R,3,,,,,,,,,4.00 3
Architecture - ARCH 8803 R1,7,,,,,,1,,,4.00 8
Architecture - ARCH 8806 R,3,,,,,,,,,4.00 3
Architecture - ARCH 8823 R,3,,,,,,,,,4.00 3
Architecture - ARCH 8833 RV,5,1,,,,,1,,,3.83 7
Architecture - ARCH 8833 YB,3,2,,,,,,,,3.60 5
Architecture - ARCH 8903 BF,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 ED,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 GA,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 RG,1,,,,,,,,,4.00 1
Architecture - ARCH 8998 EDJ,,,,,,,,,1,1
Biology - BIOL 1510 A,18,8,6,2,,,,,,7 3.24 41
Biology - BIOL 2344 B,6,8,1,,,,,,,1 3.33 16
Biology - BIOL 2695 A,1,,,,,,,,,4.00 1
Biology - BIOL 2698 FAN,,,,,,,,,1,1
Biology - BIOL 2698 LAC,,,,,,,,,1,1
Biology - BIOL 2698 SHI,,,,,,,,,1,1
Biology - BIOL 2698 SHI,A,B,C,D,F,I,S,U,V,W Aver. Total
Biology - BIOL 2698 YEN,,,,,,,,,1,1
Biology - BIOL 2699 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 2699 SHI,2,,,,,,,,,4.00 2
Biology - BIOL 3450 RBT,13,7,2,,,,,,,3.50 22
Biology - BIOL 4401 A,5,8,,,1,,,,,3.14 14
Biology - BIOL 4690 A,1,,,,,,,,,4.00 1
Biology - BIOL 4694 C,,,,,,,,,2,2
Biology - BIOL 4695 A,3,,,,,,,,,4.00 3
Biology - BIOL 4698 CHE,,,,,,,,,1,1
Biology - BIOL 4698 FAN,,,,,,,,,2,2
Biology - BIOL 4698 GAU,,,,,,,,,1,1
Biology - BIOL 4698 GOL,,,,,,,,,1,1
Biology - BIOL 4698 HAM,,,,,,,,,1,1
Biology - BIOL 4698 KUB,,,,,,,,,1,1
Biology - BIOL 4698 LAC,,,,,,,,,1,1
Biology - BIOL 4698 MCG,,,,,,,,,1,1
Biology - BIOL 4698 NIE,,,,,,,,,1,1
Biology - BIOL 4698 SHI,,,,,,,,,1,1
Biology - BIOL 4699 CHE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GOO,,1,,,,,,,,3.00 1
Biology - BIOL 4699 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 4699 JOR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 KOS,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LEA,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 4699 R2,7,,,,,,,,,4.00 7
Biology - BIOL 4699 SHI,2,,,,,,,,,4.00 2
Biology - BIOL 4699 STR,2,,,,,,,,,4.00 2
Biology - BIOL 4803 R,7,3,,,,,,,,3.70 10
Biology - BIOL 4910 A,1,,,,,,,,,4.00 1
Biology - BIOL 7000 JIA,,,,,,,2,,,2
Biology - BIOL 7000 STR,,,,,,,1,,,1
Biology - BIOL 8901 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JOR,1,,,,,,,,,4.00 1
Biology - BIOL 8901 LEE,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 8902 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8902 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 8997 A,,,,,,,,,7,7
Biology - BIOL 8997 B,,,,,,,,,4,4
Biology - BIOL 8998 CHE,,,,,,,,,2,2
Biology - BIOL 8998 CHO,,,,,,,,,1,1
Biology - BIOL 8998 DIX,,,,,,,,,1,1
Biology - BIOL 8998 GAU,,,,,,,,,1,1
Biology - BIOL 8998 GIB,,,,,,,,,1,1
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 GOO,,,,,,,,,1,1
Biology - BIOL 8998 HAM,,,,,,,,,2,2
Biology - BIOL 8998 HAY,,,,,,,,,3,3
Biology - BIOL 8998 JIA,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,3,3
Biology - BIOL 8998 KON,,,,,,,,,3,3
Biology - BIOL 8998 KOS,,,,,,,,,1,1
Biology - BIOL 8998 LAC,,,,,,,,,1,1
Biology - BIOL 8998 LOB,,,,,,,,,1,1
Biology - BIOL 8998 LOB,A,B,C,D,F,I,S,U,V,W Aver. Total
Biology - BIOL 8998 MCD,,,,,,,,,3,3
Biology - BIOL 8998 MCG,,,,,,,,,1,1
Biology - BIOL 8998 MON,,,,,,,,,1,1
Biology - BIOL 8998 RAT,,,,,,,,,2,2
Biology - BIOL 8998 STE,,,,,,,,,2,2
Biology - BIOL 8998 STO,,,,,,,,,2,2
Biology - BIOL 8998 TOR,,,,,,,,,4,4
Biology - BIOL 8998 VAN,,,,,,,,,3,3
Biology - BIOL 8998 WEI,,,,,,,,,2,2
Biology - BIOL 8998 WRI,,,,,,,,,1,1
Biology - BIOL 8998 WTZ,,,,,,,,,1,1
Biology - BIOL 8998 YI,,,,,,,,,1,1
Biology - BIOL 9000 CHE,,,,,,,3,,,3
Biology - BIOL 9000 DIX,,,,,,,1,,,1
Biology - BIOL 9000 FAN,,,,,,,2,,,2
Biology - BIOL 9000 GAU,,,,,,,1,,,1
Biology - BIOL 9000 GIB,,,,,,,3,,,3
Biology - BIOL 9000 GLA,,,,,,,1,,,1
Biology - BIOL 9000 GOO,,,,,,,1,,,1
Biology - BIOL 9000 HAM,,,,,,,2,,,2
Biology - BIOL 9000 HAY,,,,,,,5,,,5
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,3,,,3
Biology - BIOL 9000 KON,,,,,,,4,,,4
Biology - BIOL 9000 KOS,,,,,,,1,,,1
Biology - BIOL 9000 KRE,,,,,,,2,,,2
Biology - BIOL 9000 KUB,,,,,,,1,,,1
Biology - BIOL 9000 LAC,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,2,,,2
Biology - BIOL 9000 MCD,,,,,,,2,,,2
Biology - BIOL 9000 MCG,,,,,,,2,,,2
Biology - BIOL 9000 MON,,,,,,,1,,,1
Biology - BIOL 9000 RAT,,,,,,,3,,,3
Biology - BIOL 9000 SHI,,,,,,,2,,,2
Biology - BIOL 9000 STE,,,,,,,3,,,3
Biology - BIOL 9000 STO,,,,,,,4,,,4
Biology - BIOL 9000 STR,,,,,,,1,,,1
Biology - BIOL 9000 TOR,,,,,,,2,1,,3
Biology - BIOL 9000 VAN,,,,,,,5,,,5
Biology - BIOL 9000 WEI,,,,,,,2,,,2
Biology - BIOL 9000 WRI,,,,,,,,1,,1
Biology - BIOL 9000 WTZ,,,,,,,2,,,2
Biology - BIOL 9000 YI,,,,,,,2,,,2
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,17,17
Biomedical Engineering - BMED 2210 A,18,8,4,3,1,,,,,3.15 34
Biomedical Engineering - BMED 2250 A,10,5,2,,,,,,,3.47 17
Biomedical Engineering - BMED 2310 A,7,3,1,,,,,,,3.55 11
Biomedical Engineering - BMED 2698 YOG,,,,,,,,,1,1
Biomedical Engineering - BMED 2699 BAB,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 DAH,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 ETH,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 LAM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MIT,2,1,,,,,,,,3.67 3
Biomedical Engineering - BMED 3100 A,9,14,,1,,,,,,3 3.29 27
Biomedical Engineering - BMED 3110 A,14,4,,,,,,,,3.78 18
Biomedical Engineering - BMED 3110 B,6,1,,,,,,,,3.86 7
Biomedical Engineering - BMED 3310 A,13,8,8,3,1,,,,,6 2.88 39
Biomedical Engineering - BMED 3400 A,5,7,4,1,1,,,,,1 2.78 19
Biomedical Engineering - BMED 3400 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Biomedical Engineering - BMED 3400 B,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 3520 R,11,22,11,,1,,,,,1 2.93 46
Biomedical Engineering - BMED 3600 A,9,4,,,,,,,,3.69 13
Biomedical Engineering - BMED 3610 A,11,4,,,,,,,,3.73 15
Biomedical Engineering - BMED 4698 BAR,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BRH,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BUT,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 ETH,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 KWO,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MCC,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 ROY,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SAN,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 SUN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 TEM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 TIN,,,,,,,,,1,1
Biomedical Engineering - BMED 4699 ACK,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BAB,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 BEL,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BOT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BUC,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BUT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ETH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 KWO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 LAM,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 LAP,2,1,,,,,,,,3.67 3
Biomedical Engineering - BMED 4699 MIT,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 ROY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SUN,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 TSY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4750 R,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 4751 R,13,13,7,,,,,,,3.18 33
Biomedical Engineering - BMED 4758 R,24,11,,,1,,,,,2 3.58 38
Biomedical Engineering - BMED 4803 R,23,5,,,,,,,,3.82 28
Biomedical Engineering - BMED 4813 R,17,,,,,,,,,4.00 17
Biomedical Engineering - BMED 4900 R,6,4,,1,,,,,,3.36 11
Biomedical Engineering - BMED 6506 B,30,,,,,,,,,4.00 30
Biomedical Engineering - BMED 6507 B,30,,,,,,,,,4.00 30
Biomedical Engineering - BMED 6509 B,30,,,,,,,,,4.00 30
Biomedical Engineering - BMED 7000 AYO,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 SUN,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 AG,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 AHM,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 AYO,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 BAR,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 BAS,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 BBO,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 BOT,,,,,,,6,,,6
Biomedical Engineering - BMED 9000 BVI,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 CFO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 CHO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 CKE,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 CLI,,,,,,,,2,,2
Biomedical Engineering - BMED 9000 CZH,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 DAV,,,,,,,6,,,6
Biomedical Engineering - BMED 9000 DIX,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 DWA,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 EME,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 EME,A,B,C,D,F,I,S,U,V,W Aver. Total
Biomedical Engineering - BMED 9000 ETH,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 EVO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 FEI,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 GAB,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 GLD,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 GRO,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 GST,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 HJO,,,,,,,2,1,,3
Biomedical Engineering - BMED 9000 HLU,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 JBA,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 JOS,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 JTE,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 KEM,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 KEY,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 KIM,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 KWO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 LAM,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 LIU,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 LTI,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 MPL,,,,,,,5,,,1 6
Biomedical Engineering - BMED 9000 MPR,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 PAD,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 QIU,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 RBE,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 RBU,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 RGU,,,,,,,6,,,6
Biomedical Engineering - BMED 9000 ROY,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 SAL,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 SAN,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 SDE,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 SH3,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 SHO,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 SUN,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 THO,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 TMC,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 TNI,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 TSU,,,,,,,3,1,,4
Biomedical Engineering - BMED 9000 TSY,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 WOO,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 WTA,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 XIA,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 YOO,,,,,,,1,,,1
Biomedical Engr/Joint Emory - BMEM 6001.,,,,,,,,,4,4
Building Construction - BC 4600 SA,5,,,,,,,,,4.00 5
Building Construction - BC 4710 RBC,9,,,,,,,,,4.00 9
Building Construction - BC 6025 SY,9,2,,,,,,,,3.82 11
Building Construction - BC 6050 JC,2,,,,,,,,,4.00 2
Building Construction - BC 6125 A,,,,,,,3,,,3
Building Construction - BC 6400 BC,4,,,,,,,,,4.00 4
Building Construction - BC 6910 DP,11,,,,,,,,,4.00 11
Building Construction - BC 6920 DP,13,,,,,,,,,4.00 13
Building Construction - BC 8813 RCB,2,1,,,,,,,,3.67 3
Building Construction - BC 8903 BA,3,,,,,,,,,4.00 3
Building Construction - BC 8903 BB,1,,,,,,,,,4.00 1
Building Construction - BC 8903 EY,2,,,,,,,,,4.00 2
Building Construction - BC 8903 JI,1,,,,,,,,,4.00 1
Building Construction - BC 8903 PP,,1,,,,,,,,3.00 1
Building Construction - BC 8903 RBC,3,,,,,,,,,4.00 3
Building Construction - BC 8903 RBC,A,B,C,D,F,I,S,U,V,W Aver. Total
Building Construction - BC 8997 DC,,,,,,,,,2,2
Building Construction - BC 8998 BA,,,,,,,,,3,3
Building Construction - BC 8998 BB,,,,,,,,,1,1
Building Construction - BC 8998 DC,,,,,,,,,1,1
Building Construction - BC 8998 EY,,,,,,,,,1,1
Building Construction - BC 8998 JI,,,,,,,,,1,1
Building Construction - BC 8998 PP,,,,,,,,,1,1
Building Construction - BC 8998 XS,,,,,,,,,1,1
Building Construction - BC 8999 DC,,,,,,,1,,,1
Building Construction - BC 8999 XS,,,,,,,1,,,1
Building Construction - BC 9000 DC,,,,,,,1,,,1
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,15,,,1 16
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,15,,,15
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,11,,,2 13
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,10,,,10
