"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6151 EDJ,9,8,,,1,,1,,,3.33 19
Architecture - ARCH 6226 AG,17,2,,,,,1,,1,3.89 21
Architecture - ARCH 6229 CR,9,5,,,,,,,,3.64 14
Architecture - ARCH 6242 JB,4,4,,,,,,,,3.50 8
Architecture - ARCH 6251 NC,25,14,5,1,1,,,,,3.33 46
Architecture - ARCH 6271 CZ,6,1,,,,,,,,3.86 7
Architecture - ARCH 6315 SR,16,9,,,,,,,,3.64 25
Architecture - ARCH 6350 LA1,25,17,,,,,,,,3.60 42
Architecture - ARCH 6352 EDJ,2,1,,,,,,,,3.67 3
Architecture - ARCH 6426 RV,14,,,,,,1,,,4.00 15
Architecture - ARCH 6472 CI,17,,,,,,,,,4.00 17
Architecture - ARCH 6503 CE,10,10,,,,,,,,3.50 20
Architecture - ARCH 6506 RG,15,2,,,,,,,,3.88 17
Architecture - ARCH 6507 DB,12,2,,,,,,1,,2 3.86 17
Architecture - ARCH 6508 AE,5,1,1,,,,,,1,3.57 8
Architecture - ARCH 6508 AE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6531 JB,5,7,2,,,,,,,3.21 14
Architecture - ARCH 7000 GA,,,,,,,1,,,1
Architecture - ARCH 7252 GA,6,,,,,,,,,4.00 6
Architecture - ARCH 7471 SB,4,2,,,,,1,,,3.67 7
Architecture - ARCH 8100 PHD,7,3,,,,,,,,3.70 10
Architecture - ARCH 8803 DR,2,2,2,,,,,,,3.00 6
Architecture - ARCH 8803 FP,1,,,,,,,,,4.00 1
Architecture - ARCH 8803 GA,2,3,,,,,1,,,3.40 6
Architecture - ARCH 8803 GJ,1,,,,,,,,,4.00 1
Architecture - ARCH 8803 KW,1,,,,,,,,1,1 4.00 3
Architecture - ARCH 8803 MS,16,,,,,,1,,,4.00 17
Architecture - ARCH 8803 RD,7,,,,,,,,,1 4.00 8
Architecture - ARCH 8803 SLS,7,,,,,,,,,4.00 7
Architecture - ARCH 8833 KK,5,4,1,,,,,,,1 3.40 11
Architecture - ARCH 8833 LD1,2,,,,,,,,,4.00 2
Architecture - ARCH 8833 TA3,7,,,,,,,,,4.00 7
Architecture - ARCH 8843 JS,,2,,,,,,,,1 3.00 3
Architecture - ARCH 8863 SS,3,,,,,,,,,4.00 3
Architecture - ARCH 8903 AE,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 AE2,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 AE3,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 BF1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 DB,3,,,,,,,,,4.00 3
Architecture - ARCH 8903 DS,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 GA1,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 HD,,,,,1,,,,,0.00 1
Architecture - ARCH 8903 JP,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 JS,,,,,,,1,,,1
Architecture - ARCH 8903 JS1,,1,,,,,,,,3.00 1
Architecture - ARCH 8903 RD,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 RG,,,,,,,1,,,1
Architecture - ARCH 8903 TA,,,1,,,,,,,2.00 1
Biology - BIOL 1510 A,120,66,19,3,1,,,,,20 3.44 229
Biology - BIOL 1511 BIO,27,19,4,,,,1,1,,2 3.46 54
Biology - BIOL 1520 L,42,44,17,,,,,,,7 3.24 110
Biology - BIOL 2335 A,16,30,20,,1,,1,,,3 2.90 71
Biology - BIOL 2336 A,2,13,,,,,,,,3.13 15
Biology - BIOL 2336 B,9,2,1,,1,,,,,2 3.38 15
Biology - BIOL 2336 D,13,1,,,,,,,,1 3.93 15
Biology - BIOL 2344 A,19,34,17,2,1,,,,,9 2.93 82
Biology - BIOL 2345 A,5,5,1,,,,,,,1 3.36 12
Biology - BIOL 2345 C,13,6,,,,,,,,1 3.68 20
Biology - BIOL 2354 BIO,18,14,5,1,,,,,,2 3.29 40
Biology - BIOL 2355 A,18,1,,,,,,,,1 3.95 20
Biology - BIOL 2355 B,18,1,,,,,,,,1 3.95 20
Biology - BIOL 2695 Z,,,,,,1,,,,1
Biology - BIOL 2698 FAN,,,,,,,,,1,1
Biology - BIOL 2699 GOO,1,,,,,,,,,4.00 1
Biology - BIOL 2699 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 2699 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MGU,1,,,,,,,,,4.00 1
Biology - BIOL 2699 SHI,2,,,,,,,,,4.00 2
Biology - BIOL 2699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 2699 STO,,1,,,,,,,,3.00 1
Biology - BIOL 2699 WTZ,1,,,,,,,,,4.00 1
Biology - BIOL 3380 A,35,24,8,1,,,,,1,1 3.37 70
Biology - BIOL 3381 A,17,2,1,,,,,,,3.80 20
Biology - BIOL 3450 A,35,41,13,,,,,,,3 3.25 92
Biology - BIOL 3450 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 3600 A,11,21,5,,,,,,,3.16 37
Biology - BIOL 3753 A,9,5,1,1,,,,,,1 3.38 17
Biology - BIOL 4015 A,70,10,2,,,,1,,,1 3.83 84
Biology - BIOL 4150 A,9,1,,,,,,,,1 3.90 11
Biology - BIOL 4225 A,3,1,,,,,,,,3.75 4
Biology - BIOL 4340 A,5,3,1,,,,,,,1 3.44 10
Biology - BIOL 4401 A,19,5,1,,,,,,,1 3.72 26
Biology - BIOL 4401 B,16,9,5,,,,,,,3.37 30
Biology - BIOL 4460 C,19,,,,,,,,,4.00 19
Biology - BIOL 4460 D,15,,,,,,,,,4.00 15
Biology - BIOL 4545 A,31,6,,,1,,,,,3.74 38
Biology - BIOL 4590 A,9,,,,,,,,,4.00 9
Biology - BIOL 4590 C,8,,,,,,,,,4.00 8
Biology - BIOL 4607 A,5,3,1,,,,,,,3.44 9
Biology - BIOL 4650 A,13,7,,,,,,,1,3.65 21
Biology - BIOL 4690 A,11,,,,,,,,,4.00 11
Biology - BIOL 4695 A,3,,1,,,,,,,3.50 4
Biology - BIOL 4695 Z,4,,,,,,,,,4.00 4
Biology - BIOL 4696 A,,,,,,,,,2,2
Biology - BIOL 4697 A,4,1,1,,,,,,,3.50 6
Biology - BIOL 4697 B,5,,,,,,,,,4.00 5
Biology - BIOL 4697 C,4,,,,,,,,,4.00 4
Biology - BIOL 4698 FAN,,,,,,,,,1,1
Biology - BIOL 4698 GAU,,,,,,,,,1,1
Biology - BIOL 4698 GOL,,,,,,,,,1,1
Biology - BIOL 4698 GOO,,,,,,,,,1,1
Biology - BIOL 4698 JIA,,,,,,,,,1,1
Biology - BIOL 4698 KOS,,,,,,,,,2,2
Biology - BIOL 4698 NIE,,,,,,,,,2,2
Biology - BIOL 4698 SHI,,,,,,,,,1,1
Biology - BIOL 4698 YEN,,,,,,,,,1,1
Biology - BIOL 4699 CHE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 FAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GOO,7,1,,,,,,,,3.88 8
Biology - BIOL 4699 HAM,2,,,,,,,,,4.00 2
Biology - BIOL 4699 HU,1,,,,,,,,,4.00 1
Biology - BIOL 4699 KUB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 4699 MON,1,,,,,,,,,1 4.00 2
Biology - BIOL 4699 NIE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 PAA,1,,,,,,,,,4.00 1
Biology - BIOL 4699 SHI,1,,,,,,,,,4.00 1
Biology - BIOL 4699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STO,2,,,,,,,,,1 4.00 3
Biology - BIOL 4699 STR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 YEN,,,,,1,,,,,0.00 1
Biology - BIOL 4746 A,1,2,,,,,,,,3.33 3
Biology - BIOL 4752 A,16,1,,,,,,,,3.94 17
Biology - BIOL 4803 A,8,2,,,,,1,,,1 3.80 12
Biology - BIOL 4803 C,9,2,,,,,,,,3.82 11
Biology - BIOL 4803 G,6,1,,,,,,,,3.86 7
Biology - BIOL 4910 A,4,,,,,,,,,4.00 4
Biology - BIOL 6150 A,41,,,,1,,,,,1 3.90 43
Biology - BIOL 6150 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 6607 A,6,1,,,,,,,,1 3.86 8
Biology - BIOL 6611 A,5,2,,,,,1,,,3.71 8
Biology - BIOL 6756 A,6,3,1,,,,,,,3.50 10
Biology - BIOL 7000 HAM,,,,,,,2,,,2
Biology - BIOL 7000 RAT,,,,,,,1,,,1
Biology - BIOL 7015 A,15,1,1,,,,3,,,2 3.82 22
Biology - BIOL 7111 A,11,,,,,,,,,1 4.00 12
Biology - BIOL 7200 A,36,5,,1,1,,,,,1 3.72 44
Biology - BIOL 7923 A,7,,,,,,1,,,4.00 8
Biology - BIOL 8002 A,,,,,,,35,,,35
Biology - BIOL 8801 B,9,,,,,,,,,4.00 9
Biology - BIOL 8802 B,9,,,,,,,,,4.00 9
Biology - BIOL 8803 A,,,,,,,9,,,9
Biology - BIOL 8803 F,16,,,,,,,,,4.00 16
Biology - BIOL 8803 G,8,2,,,,,,,1,3.80 11
Biology - BIOL 8803 H,14,3,,,,,,,,3.82 17
Biology - BIOL 8804 A,7,4,,,,,,,1,1 3.64 13
Biology - BIOL 8901 BRO,7,,,,,,,,,4.00 7
Biology - BIOL 8901 CHE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 CHO,3,,,,,,,,,4.00 3
Biology - BIOL 8901 FAN,3,,,,,,,,,4.00 3
Biology - BIOL 8901 GIB,4,,,,,,,,,4.00 4
Biology - BIOL 8901 GOO,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAN,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAY,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JOR,4,2,,,,,,,,3.67 6
Biology - BIOL 8901 KON,2,,,,,,,,,4.00 2
Biology - BIOL 8901 KOS,1,,,,,,,,,4.00 1
Biology - BIOL 8901 LAC,2,,,,,,,,,4.00 2
Biology - BIOL 8901 LEE,1,2,,,,,,,,3.33 3
Biology - BIOL 8901 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 8901 MCG,3,,,,,,,,,4.00 3
Biology - BIOL 8901 MON,1,,,,,,,,,4.00 1
Biology - BIOL 8901 NIE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 PAA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 RAT,1,,,,,,,,,4.00 1
Biology - BIOL 8901 ROS,2,,,,,,,,,4.00 2
Biology - BIOL 8901 SKO,,,,,,,,,,1 1
Biology - BIOL 8901 STE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 TOR,2,,,,,,,,,4.00 2
Biology - BIOL 8901 VAN,3,,,,,,,,,4.00 3
Biology - BIOL 8901 WIL,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WTZ,9,,,,,,,,,4.00 9
Biology - BIOL 8901 YI,1,,,,,,,,,4.00 1
Biology - BIOL 8902 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 8902 GAU,1,,,,,,,,,4.00 1
Biology - BIOL 8902 GIB,1,1,,,,,,,,3.50 2
Biology - BIOL 8902 JOR,2,1,,,,,,,,3.67 3
Biology - BIOL 8902 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCD,2,,,,,,,,,4.00 2
Biology - BIOL 8902 MCG,1,,,,,,,,,1 4.00 2
Biology - BIOL 8902 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8902 VAN,4,,,,,,,,,4.00 4
Biology - BIOL 8902 WTZ,2,,,,,,,,,4.00 2
Biology - BIOL 8902 YI,1,,,,,,,,,4.00 1
Biology - BIOL 8997 A,,,,,,,,,26,26
Biology - BIOL 8997 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 8997 B,,,,,,,,,7,7
Biology - BIOL 8997 C,,,,,,,,,4,4
Biology - BIOL 8998 CHE,,,,,,,,,3,3
Biology - BIOL 8998 DIX,,,,,,,,,1,1
Biology - BIOL 8998 FAN,,,,,,,,,2,2
Biology - BIOL 8998 GAU,,,,,,,,,2,2
Biology - BIOL 8998 GIB,,,,,,,,,3,3
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 HAM,,,,,,,,,2,2
Biology - BIOL 8998 HAY,,,,,,,,,2,2
Biology - BIOL 8998 JIA,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,2,2
Biology - BIOL 8998 KON,,,,,,,,,2,2
Biology - BIOL 8998 KOS,,,,,,,,,2,2
Biology - BIOL 8998 KUB,,,,,,,,,1,1
Biology - BIOL 8998 LAC,,,,,,,,,2,2
Biology - BIOL 8998 LEE,,,,,,,,,1,1
Biology - BIOL 8998 MCD,,,,,,,,,3,3
Biology - BIOL 8998 MCG,,,,,,,,,1,1 2
Biology - BIOL 8998 RAT,,,,,,,,,2,2
Biology - BIOL 8998 ROS,,,,,,,,,2,2
Biology - BIOL 8998 STE,,,,,,,,,3,3
Biology - BIOL 8998 STO,,,,,,,,,3,3
Biology - BIOL 8998 TOR,,,,,,,,,3,3
Biology - BIOL 8998 VAN,,,,,,,,,3,3
Biology - BIOL 8998 WRI,,,,,,,,,1,1
Biology - BIOL 8998 WTZ,,,,,,,,,5,5
Biology - BIOL 9000 CHE,,,,,,,4,,,4
Biology - BIOL 9000 DIX,,,,,,,1,,,1
Biology - BIOL 9000 FAN,,,,,,,3,,,3
Biology - BIOL 9000 GAU,,,,,,,1,,,1
Biology - BIOL 9000 GIB,,,,,,,5,,,5
Biology - BIOL 9000 GLA,,,,,,,1,,,1
Biology - BIOL 9000 GOO,,,,,,,1,,,1
Biology - BIOL 9000 HAM,,,,,,,2,,,2
Biology - BIOL 9000 HAY,,,,,,,4,,,4
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,6,,,6
Biology - BIOL 9000 KON,,,,,,,4,1,,5
Biology - BIOL 9000 KOS,,,,,,,2,,,2
Biology - BIOL 9000 KRE,,,,,,,2,,,2
Biology - BIOL 9000 KUB,,,,,,,1,,,1
Biology - BIOL 9000 LAC,,,,,,,2,,,2
Biology - BIOL 9000 LEE,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,2,,,2
Biology - BIOL 9000 MCD,,,,,,,2,,,2
Biology - BIOL 9000 MCG,,,,,,,3,,,3
Biology - BIOL 9000 MON,,,,,,,1,,,1
Biology - BIOL 9000 RAT,,,,,,,2,,,2
Biology - BIOL 9000 SHI,,,,,,,1,,,1
Biology - BIOL 9000 STE,,,,,,,4,,,4
Biology - BIOL 9000 STO,,,,,,,6,,,6
Biology - BIOL 9000 STR,,,,,,,1,,,1
Biology - BIOL 9000 TOR,,,,,,,3,,,3
Biology - BIOL 9000 VAN,,,,,,,3,,,3
Biology - BIOL 9000 WEI,,,,,,,2,,,2
Biology - BIOL 9000 WRI,,,,,,,,1,,1
Biology - BIOL 9000 WTZ,,,,,,,4,,,4
Biology - BIOL 9000 WTZ,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 9000 YI,,,,,,,2,,,2
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,19,19
Biomedical Engineering - BMED 2210 A,4,16,18,,3,,,,,7 2.44 48
Biomedical Engineering - BMED 2210 B,15,17,12,,3,,,,,1 2.87 48
Biomedical Engineering - BMED 2210 C,10,21,12,,4,,,,,2 2.70 49
Biomedical Engineering - BMED 2250 A,36,7,2,,,,,,,3 3.76 48
Biomedical Engineering - BMED 2250 B,38,8,1,,,,,,,1 3.79 48
Biomedical Engineering - BMED 2250 C,40,6,,,,,,,,3.87 46
Biomedical Engineering - BMED 2310 A,13,12,,,,,,,,1 3.52 26
Biomedical Engineering - BMED 2310 B,19,12,1,,,,,,,3.56 32
Biomedical Engineering - BMED 2310 C,9,8,2,,1,,,,,3.20 20
Biomedical Engineering - BMED 2400 A,27,27,13,3,2,,,,,3 3.03 75
Biomedical Engineering - BMED 2699 BAB,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 DAH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 ETH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KEM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KWO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 LAP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MIT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 YOG,1,1,,,,,,,,3.50 2
Biomedical Engineering - BMED 2802 A,9,1,1,,1,,,,,3.42 12
Biomedical Engineering - BMED 3100 A,7,20,15,,4,,,,,6 2.57 52
Biomedical Engineering - BMED 3100 B,26,26,6,,1,,,,,5 3.29 64
Biomedical Engineering - BMED 3110 A,12,8,,,,,,,,3.60 20
Biomedical Engineering - BMED 3110 B,22,,,,,,,,,4.00 22
Biomedical Engineering - BMED 3110 C,10,6,,,,,,,,3.63 16
Biomedical Engineering - BMED 3110 D,11,3,,,,,,,,1 3.79 15
Biomedical Engineering - BMED 3110 E,10,7,,,,,,,,3.59 17
Biomedical Engineering - BMED 3110 F,15,2,2,,,,,,,3.68 19
Biomedical Engineering - BMED 3310 A,11,12,13,6,,,,,,4 2.67 46
Biomedical Engineering - BMED 3310 B,17,11,12,3,1,,,,,4 2.91 48
Biomedical Engineering - BMED 3310 C,9,17,12,6,3,,,,,3 2.49 50
Biomedical Engineering - BMED 3400 A,12,26,16,1,1,,,,,6 2.84 62
Biomedical Engineering - BMED 3400 B,21,26,8,1,,,,,,3 3.20 59
Biomedical Engineering - BMED 3520 A,27,10,4,1,1,,,,,1 3.42 44
Biomedical Engineering - BMED 3520 B,21,16,3,3,,,,,,2 3.28 45
Biomedical Engineering - BMED 3520 C,20,18,2,3,1,,,,,1 3.20 45
Biomedical Engineering - BMED 3600 A,10,20,8,4,,,,,,2 2.86 44
Biomedical Engineering - BMED 3600 B,5,8,4,,,,,,,3.06 17
Biomedical Engineering - BMED 3600 C,10,17,14,3,3,,,,,2 2.60 49
Biomedical Engineering - BMED 3610 A,18,1,,,,,,,,3.95 19
Biomedical Engineering - BMED 3610 B,18,1,,,,,,,,3.95 19
Biomedical Engineering - BMED 3610 C,12,9,,,,,,,,3.57 21
Biomedical Engineering - BMED 3610 D,15,2,,,,,,,,3.88 17
Biomedical Engineering - BMED 3610 E,15,5,,,,,,,,3.75 20
Biomedical Engineering - BMED 3610 F,12,4,1,,,,,,,3.65 17
Biomedical Engineering - BMED 4602 F,13,4,5,,1,,,,,3.22 23
Biomedical Engineering - BMED 4602 G,5,14,2,,,,,,,3.14 21
Biomedical Engineering - BMED 4602 H,13,12,1,,,,,,,3.46 26
Biomedical Engineering - BMED 4698 BAR,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BOR,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 BOT,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 KES,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 KWO,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAM,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 LED,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 MCC,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 MIT,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 4698 ROY,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SAN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SUN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 TIN,,,,,,,,,1,1
Biomedical Engineering - BMED 4699 ACK,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BAB,7,,,,,,,,,4.00 7
Biomedical Engineering - BMED 4699 BEH,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 BEL,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BLO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BOT,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BRD,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DAV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DES,,,,,,,,,,1 1
Biomedical Engineering - BMED 4699 ENG,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ETH,5,1,,,,,,,,3.83 6
Biomedical Engineering - BMED 4699 GLE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 GOC,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 HAI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 HAY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 I2P,10,,,,,,,,,4.00 10
Biomedical Engineering - BMED 4699 JO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 LAM,10,1,,,,,,,,3.91 11
Biomedical Engineering - BMED 4699 LAP,4,2,,,,,,,,3.67 6
Biomedical Engineering - BMED 4699 LED,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 LEE,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 MAY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MIT,15,4,,1,,,,,,3.65 20
Biomedical Engineering - BMED 4699 NCK,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 OSH,,2,,,,,,,,3.00 2
Biomedical Engineering - BMED 4699 PAD,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 PAR,1,1,,,,,,,,3.50 2
Biomedical Engineering - BMED 4699 PLA,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 ROB,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ROY,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 SAN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 SIN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SNT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SUN,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 TEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 TIN,1,1,,,,,,,,3.50 2
Biomedical Engineering - BMED 4699 TRU,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TSY,2,1,,,,,,,,3.67 3
Biomedical Engineering - BMED 4699 VOI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 YOG,10,,,,,,,,,1 4.00 11
Biomedical Engineering - BMED 4699 YOO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4750 A,8,1,2,,,,,,,2 3.55 13
Biomedical Engineering - BMED 4750 B,,,,,,,,,1,1
Biomedical Engineering - BMED 4751 A,12,13,14,5,1,,,,,5 2.67 50
Biomedical Engineering - BMED 4752 A,27,2,1,,,,,,,3.87 30
Biomedical Engineering - BMED 4757 A,18,11,,,,,,,,3.62 29
Biomedical Engineering - BMED 4781 A,5,8,3,,,,,,,2 3.13 18
Biomedical Engineering - BMED 4784 A,23,1,2,,,,,,,2 3.81 28
Biomedical Engineering - BMED 4803 A,3,12,10,,,,,,,1 2.72 26
Biomedical Engineering - BMED 4813 A,35,12,,,1,,,,,2 3.67 50
Biomedical Engineering - BMED 4823 A,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4843 A,26,,,,,,,,,4.00 26
Biomedical Engineering - BMED 4901 EGF,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4901 EGF,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 6042 A,11,6,,,,,,,,3.65 17
Biomedical Engineering - BMED 6501 SA,11,17,,,,,,,,3.39 28
Biomedical Engineering - BMED 6502 JA,28,,,,,,,,,4.00 28
Biomedical Engineering - BMED 6503 B,19,9,,,,,,,,3.68 28
Biomedical Engineering - BMED 6505 B,22,6,,,,,,,,3.79 28
Biomedical Engineering - BMED 6743 A,7,1,,,,,,,,3.88 8
Biomedical Engineering - BMED 6753 A,,1,,,,,,,,3.00 1
Biomedical Engineering - BMED 6782 A,5,5,,,,,,,,3.50 10
Biomedical Engineering - BMED 6789 A,6,2,,,,,,,,3.75 8
Biomedical Engineering - BMED 6799 TSA,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 7000 AYO,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 KEI,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 SUL,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 XIA,,,,,,,1,,,1
Biomedical Engineering - BMED 7001 A,,,,,,,82,3,,85
Biomedical Engineering - BMED 7004 0,,,,,,,31,1,,32
Biomedical Engineering - BMED 7011 A,20,,,,,,,,,4.00 20
Biomedical Engineering - BMED 7013 0,13,,,,,,,,,4.00 13
Biomedical Engineering - BMED 7101 A,6,2,,,,,,,,3.75 8
Biomedical Engineering - BMED 7610 A,21,,,,,,,,,3 4.00 24
Biomedical Engineering - BMED 7785 HC,3,2,1,,,,,,,3.33 6
Biomedical Engineering - BMED 8813 CAR,5,1,,,,,,,,3.83 6
Biomedical Engineering - BMED 8813 IMM,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 8823 ALG,1,1,,,,,,,,3.50 2
Biomedical Engineering - BMED 8901 DAH,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 AGA,,,,,,,8,,,8
Biomedical Engineering - BMED 9000 AHM,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 AYO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 BAS,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 BBO,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 BOT,,,,,,,6,,,6
Biomedical Engineering - BMED 9000 BOU,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 BVI,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 CHO,,,,,,,2,1,,3
Biomedical Engineering - BMED 9000 CKE,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 CLI,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 CZH,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 DGO,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 DIX,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 DWA,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 EME,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 ETH,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 EVO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 FEI,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 FOR,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 GAB,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 GRO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 HJO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 HLU,,,,,,,2,,,2
