"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 2699 P14,,2,,,,,,,,3.00 2
Computer Science - CS 2699 R,1,,,,,,,,,4.00 1
Computer Science - CS 2699 R08,2,,,,,,,,,4.00 2
Computer Science - CS 2699 S04,2,,,,,,,,,4.00 2
Computer Science - CS 2699 S06,2,,,,,,,,,4.00 2
Computer Science - CS 2699 S22,,,,,,,,,,1 1
Computer Science - CS 2699 S23,2,,,,,,,,,1 4.00 3
Computer Science - CS 2699 V05,1,,,,,,,,,4.00 1
Computer Science - CS 2699 V06,2,,,,,,,,,4.00 2
Computer Science - CS 2699 W09,1,,,,,,,,,4.00 1
Computer Science - CS 2803 WDB,12,2,,,,,,,,1 3.86 15
Computer Science - CS 3210 A,17,14,5,,1,,,2,,11 3.24 50
Computer Science - CS 3210 GR1,1,,,,,,,,,1 4.00 2
Computer Science - CS 3220 A,15,10,6,1,4,,,,,10 2.86 46
Computer Science - CS 3251 A,49,38,11,3,4,,,,,18 3.19 123
Computer Science - CS 3311 JDA,42,5,,,,,,,,3.89 47
Computer Science - CS 3311 JDB,40,12,,,,,,,,1 3.77 53
Computer Science - CS 3311 JDC,43,7,,,,,,,,3.86 50
Computer Science - CS 3311 JDD,36,12,,,,,,,,3.75 48
Computer Science - CS 3312 JIA,39,6,,,,,,,,3.87 45
Computer Science - CS 3312 JIB,47,4,,,,,,,,3.92 51
Computer Science - CS 3312 JIC,38,13,,,,,,,,3.75 51
Computer Science - CS 3312 JID,47,,1,,,,,,,3.96 48
Computer Science - CS 3451 A,38,36,12,3,5,,1,1,1,2 3.05 99
Computer Science - CS 3510 A,49,24,11,,,,2,,,8 3.45 94
Computer Science - CS 3510 B,35,24,13,1,1,,1,,,4 3.23 79
Computer Science - CS 3510 C,26,18,12,1,3,,,1,1,12 3.05 74
Computer Science - CS 3510 C,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 3511 A,33,6,,,,,,,,1 3.85 40
Computer Science - CS 3600 A,96,66,34,6,4,,5,,1,25 3.18 237
Computer Science - CS 3630 A,107,52,5,,1,,,,,5 3.60 170
Computer Science - CS 3651 A,19,6,2,,2,,,,,3.38 29
Computer Science - CS 3750 A,20,31,7,,,,2,,,3.22 60
Computer Science - CS 3750 B,48,3,1,1,1,,2,,,3 3.78 59
Computer Science - CS 4001 A,11,20,8,3,1,,,,,4 2.86 47
Computer Science - CS 4001 B,26,14,4,,1,,,,,2 3.42 47
Computer Science - CS 4001 C,42,3,,,,,,,,1 3.93 46
Computer Science - CS 4001 D,12,17,6,2,,,,,,6 3.05 43
Computer Science - CS 4002 A,27,10,2,,,,,,,3.64 39
Computer Science - CS 4057 TM,5,,,,,,,,,4.00 5
Computer Science - CS 4210 A,5,1,,,1,,1,,,1 3.29 9
Computer Science - CS 4235 A,20,26,11,1,1,,,,,3 3.07 62
Computer Science - CS 4240 A,20,8,3,2,2,,1,,,1 3.20 37
Computer Science - CS 4261 A,37,9,2,,,,1,,,1 3.73 50
Computer Science - CS 4261 R,5,,,,,,,,,4.00 5
Computer Science - CS 4290 B,16,9,2,,3,,,,,9 3.17 39
Computer Science - CS 4400 A,36,60,29,2,2,,3,,,4 2.98 136
Computer Science - CS 4400 B,49,53,15,1,1,,1,,,5 3.24 125
Computer Science - CS 4400 C,33,44,11,2,,,1,,,6 3.20 97
Computer Science - CS 4420 A,15,8,,,,,,,,1 3.65 24
Computer Science - CS 4460 A,30,35,15,1,,,,,1,3 3.16 85
Computer Science - CS 4464 A,13,11,2,2,2,,,,,6 3.03 36
Computer Science - CS 4472 A,14,12,1,1,1,,1,,,1 3.28 31
Computer Science - CS 4475 A,20,20,5,,4,,,,,2 3.06 51
Computer Science - CS 4496 A,27,16,7,3,,,1,,,1 3.26 55
Computer Science - CS 4510 A,45,26,24,,,,,,,3.22 95
Computer Science - CS 4540 A,,3,,,,,,,,3.00 3
Computer Science - CS 4605 A,27,3,,,,,1,,,1 3.90 32
Computer Science - CS 4641 A,143,83,12,4,,,2,1,2,42 3.51 289
Computer Science - CS 4660 A,27,5,1,,,,,,,3.79 33
Computer Science - CS 4675 A,9,,,,,,,,,4.00 9
Computer Science - CS 4698 B17,,,,,,,,,1,1
Computer Science - CS 4698 C07,,,,,,,,,1,1
Computer Science - CS 4698 C11,,,,,,,,,1,1
Computer Science - CS 4698 E09,,,,,,,,,1,1
Computer Science - CS 4698 G08,,,,,,,,,1,1
Computer Science - CS 4698 I01,,,,,,,,,1,1
Computer Science - CS 4698 M03,,,,,,,,,1,1
Computer Science - CS 4698 P02,,,,,,,,,1,1
Computer Science - CS 4698 R02,,,,,,,,,1,1
Computer Science - CS 4698 V06,,,,,,,,,1,1
Computer Science - CS 4699 A08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 B16,1,,,,,,,,,4.00 1
Computer Science - CS 4699 C04,2,,,,,,1,,,4.00 3
Computer Science - CS 4699 C09,1,,,,,,,,,4.00 1
Computer Science - CS 4699 C12,1,,,,,,,,,4.00 1
Computer Science - CS 4699 D04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 E03,5,,,,,,,,,4.00 5
Computer Science - CS 4699 E08,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G02,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 G10,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G11,2,,,,,,,,,4.00 2
Computer Science - CS 4699 I01,3,,,,,,,,,4.00 3
Computer Science - CS 4699 K06,1,,,,,,,,,4.00 1
Computer Science - CS 4699 L05,2,,,,,,,,,4.00 2
Computer Science - CS 4699 L05,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 4699 O02,2,,,,,,,,,4.00 2
Computer Science - CS 4699 P02,1,,,,,,,,,4.00 1
Computer Science - CS 4699 R04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 R05,2,,,,,,,,,4.00 2
Computer Science - CS 4699 R08,3,,,,,,,,,4.00 3
Computer Science - CS 4699 S04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 S06,7,,,,,,,,,4.00 7
Computer Science - CS 4699 S20,1,,,,,,,,,4.00 1
Computer Science - CS 4699 S23,1,,,,,,,,,4.00 1
Computer Science - CS 4699 V02,1,,,,,,,,,4.00 1
Computer Science - CS 4699 V05,1,,,,,,,,,1 4.00 2
Computer Science - CS 4699 W01,1,,,,,,,,,4.00 1
Computer Science - CS 4725 A,3,4,1,,,,,,,3.25 8
Computer Science - CS 4731 A,44,18,12,3,1,,,,,3 3.29 81
Computer Science - CS 4742 TM,4,,,,,,,,,4.00 4
Computer Science - CS 4803 CC,2,,,,,,1,,,1 4.00 4
Computer Science - CS 4803 HP2,8,,,,,,,,,4.00 8
Computer Science - CS 4803 IBI,2,,,,,,,,,1 4.00 3
Computer Science - CS 4803 TD,,1,,,,,,,,3.00 1
Computer Science - CS 4901 KR,6,,,,,,,,,4.00 6
Computer Science - CS 4903 CI,9,,,,,,,,,4.00 9
Computer Science - CS 4903 D12,1,,,,,,,,,4.00 1
Computer Science - CS 4903 M08,1,1,,,,,,,,3.50 2
Computer Science - CS 4903 R12,1,,,,,,,,,4.00 1
Computer Science - CS 4903 UTA,46,,,,,,,,,4.00 46
Computer Science - CS 4911 A1,12,4,1,,,,,,,3.65 17
Computer Science - CS 4912 A1,29,2,,,,,,,,1 3.94 32
Computer Science - CS 4980 B02,1,,,,,,,,,4.00 1
Computer Science - CS 4980 B16,1,,,,,,,,,4.00 1
Computer Science - CS 4980 C10,1,,,,,,,,,4.00 1
Computer Science - CS 4980 D10,1,,,,,,,,,4.00 1
Computer Science - CS 4980 D11,1,,,,,,,,,4.00 1
Computer Science - CS 4980 E09,1,,,,,,,,,4.00 1
Computer Science - CS 4980 G02,1,,,,,,,,,4.00 1
Computer Science - CS 4980 H06,,1,,,,,,,,3.00 1
Computer Science - CS 4980 H08,3,,,,,,,,,4.00 3
Computer Science - CS 4980 V05,1,,,,,,,,,4.00 1
Computer Science - CS 6035 A,14,6,,1,,,,,,3.57 21
Computer Science - CS 6035 O01,235,66,6,7,,,,,,28 3.68 342
Computer Science - CS 6210 A,60,5,1,,,,3,,1,4 3.89 74
Computer Science - CS 6210 O01,34,17,3,2,5,,,,,50 3.20 111
Computer Science - CS 6241 A,11,9,,,,,1,,,2 3.55 23
Computer Science - CS 6250 A,67,3,,,,,,,,3.96 70
Computer Science - CS 6250 O01,125,133,20,6,7,,,,,65 3.25 356
Computer Science - CS 6250 R,7,4,,,,,,,,3.64 11
Computer Science - CS 6262 A,38,6,,,,,,,1,1 3.86 46
Computer Science - CS 6266 A,2,,,,,,,,,4.00 2
Computer Science - CS 6266 O01,1,,,,,,,,,4.00 1
Computer Science - CS 6290 B,3,3,1,,1,,,1,1,1 2.88 11
Computer Science - CS 6290 O01,16,17,6,2,6,,,,,29 2.74 76
Computer Science - CS 6300 O01,213,91,16,5,,,,,,34 3.58 359
Computer Science - CS 6310 O01,99,16,3,3,3,,,,,92 3.65 216
Computer Science - CS 6340 A,21,8,3,,,,1,,,5 3.56 38
Computer Science - CS 6340 O01,84,64,21,,,,,,,31 3.37 200
Computer Science - CS 6400 O01,95,114,22,6,4,,1,,,23 3.20 265
Computer Science - CS 6402 QSA,32,3,,,,,,,,3.91 35
Computer Science - CS 6422 A,15,3,,,,,3,1,,3.83 22
Computer Science - CS 6440 A,42,3,,,,,,,,1 3.93 46
Computer Science - CS 6440 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 6440 O01,175,2,,,1,,,,,8 3.97 186
Computer Science - CS 6460 O01,108,6,1,1,1,,,,,9 3.87 126
Computer Science - CS 6465 A,7,3,,,,,,,,1 3.70 11
Computer Science - CS 6470 A,27,1,,,,,1,,1,2 3.96 32
Computer Science - CS 6475 A,18,7,1,,,,,,,3.65 26
Computer Science - CS 6475 O01,66,56,10,3,3,,,,,18 3.30 156
Computer Science - CS 6476 O01,85,39,9,3,6,,,,,62 3.37 204
Computer Science - CS 6476 R,6,,,,,,,,,1 4.00 7
Computer Science - CS 6505 A,21,23,3,,,,6,,2,9 3.38 64
Computer Science - CS 6505 O01,32,65,64,,9,,,,,132 2.65 302
Computer Science - CS 6550 A,13,1,,,,,,,1,2 3.93 17
Computer Science - CS 6601 O01,100,49,,4,,,,,,54 3.60 207
Computer Science - CS 6675 A,58,4,,,,,2,,,2 3.94 66
Computer Science - CS 6725 A,11,6,1,,,,1,,,1 3.56 20
Computer Science - CS 6750 A,26,6,,,1,,,,,1 3.70 34
Computer Science - CS 6770 A,19,1,,,,,,,,3.95 20
Computer Science - CS 6998 A01,2,3,,,,,,,,3.40 5
Computer Science - CS 6998 A08,1,,,,,,,,,4.00 1
Computer Science - CS 6998 B02,1,,,,,,,,,4.00 1
Computer Science - CS 6998 C04,,,,1,,,,,,1.00 1
Computer Science - CS 6998 D10,3,,,,,,,,,4.00 3
Computer Science - CS 6998 D12,3,,,,,,,,,4.00 3
Computer Science - CS 6998 E10,3,,,,,,,,,4.00 3
Computer Science - CS 6998 G03,1,,,,,,,,,4.00 1
Computer Science - CS 6998 H10,,,1,,,,,,,2.00 1
Computer Science - CS 6998 M06,1,,,,,,,,,4.00 1
Computer Science - CS 6998 M08,1,,,,,,,,,4.00 1
Computer Science - CS 6998 S04,1,,,,,,,,,4.00 1
Computer Science - CS 6998 S06,2,,,,,,,,,4.00 2
Computer Science - CS 6998 W01,3,,,,,,,,,4.00 3
Computer Science - CS 6998 W09,1,,,,,,,,,4.00 1
Computer Science - CS 6999 B02,,1,,,,,,,,3.00 1
Computer Science - CS 6999 D04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 D12,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E08,2,,,,,,,,,4.00 2
Computer Science - CS 6999 E09,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E10,2,,,,,,,,,4.00 2
Computer Science - CS 6999 F02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 G02,3,,,,,,,,,4.00 3
Computer Science - CS 6999 G08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 G11,6,,,,,,,,,4.00 6
Computer Science - CS 6999 H08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 L03,2,,,,,,,,,4.00 2
Computer Science - CS 6999 L10,1,,,,,,,,,4.00 1
Computer Science - CS 6999 M06,1,,,,,,,,,4.00 1
Computer Science - CS 6999 N01,1,,,,,,,,,4.00 1
Computer Science - CS 6999 N05,1,,,,,,,,,4.00 1
Computer Science - CS 6999 P05,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R12,2,,,,,,,,,4.00 2
Computer Science - CS 6999 S04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 S06,2,,,,,,,,,4.00 2
Computer Science - CS 6999 S21,,,,,,,,,,1 1
Computer Science - CS 6999 V06,1,,,,,,,,,4.00 1
Computer Science - CS 7000 C07,,,,,,,1,,,1
Computer Science - CS 7000 C11,,,,,,,1,,,1
Computer Science - CS 7000 H08,,,,,,,1,,,1
Computer Science - CS 7000 H08,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 7000 N05,,,,,,,1,,,1
Computer Science - CS 7000 Y01,,,,,,,1,,,1
Computer Science - CS 7260 A,18,2,1,1,,,,,,3.68 22
Computer Science - CS 7455 A,10,,,,,,,,,4.00 10
Computer Science - CS 7470 A,18,1,,,,,,,,3.95 19
Computer Science - CS 7476 A,17,5,,,,,,,6,1 3.77 29
Computer Science - CS 7490 A,20,1,1,,,,,,,3.86 22
Computer Science - CS 7616 A,47,5,1,2,1,,2,1,1,12 3.70 72
Computer Science - CS 7630 R,6,,,,,,,,,4.00 6
Computer Science - CS 7632 A,23,1,,,,,2,,,3.96 26
Computer Science - CS 7637 O01,170,42,13,3,10,,,,,64 3.51 302
Computer Science - CS 7641 O3,7,1,,1,,,,,,3.56 9
Computer Science - CS 7641 O01,147,54,15,4,2,,,,,136 3.53 358
Computer Science - CS 7646 O3,5,1,1,,,,,,,3.57 7
Computer Science - CS 7646 O01,221,80,20,5,9,,,1,,40 3.49 376
Computer Science - CS 7999 PHD,,,,,,,39,,,1 40
Computer Science - CS 8001 AHS,,,,,,,5,1,,1 7
Computer Science - CS 8001 CA1,,,,,,,7,,,7
Computer Science - CS 8001 COS,,,,,,,6,,,6
Computer Science - CS 8001 GVU,,,,,,,11,,,11
Computer Science - CS 8001 INF,,,,,,,9,,,9
Computer Science - CS 8001 LST,,,,,,,4,,,4
Computer Science - CS 8001 PHD,,,,,,,20,1,1,3 25
Computer Science - CS 8001 SC,,,,,,,7,,,7
Computer Science - CS 8001 SYS,,,,,,,10,,,10
Computer Science - CS 8001 VDE,,,,,,,15,,,2 17
Computer Science - CS 8001 VIS,,,,,,,10,,,1 11
Computer Science - CS 8750 A,,,,,,,,,,1 1
Computer Science - CS 8803 ACT,11,,,,,,,,,4.00 11
Computer Science - CS 8803 ATT,14,,,,,,,,4,1 4.00 19
Computer Science - CS 8803 CC,22,1,,,,,1,,2,1 3.96 27
Computer Science - CS 8803 DL,35,12,,2,,,3,,3,2 3.63 57
Computer Science - CS 8803 IBI,19,,,,,,,,2,4.00 21
Computer Science - CS 8803 ICN,4,,,,,,,,4,1 4.00 9
Computer Science - CS 8803 MAS,42,4,2,,,,,,1,3.83 49
Computer Science - CS 8803 O01,74,54,13,6,5,,,,,7 3.22 159
Computer Science - CS 8803 O02,93,42,5,4,2,,1,,,75 3.51 222
Computer Science - CS 8803 O03,55,10,1,,,,,,,20 3.82 86
Computer Science - CS 8803 O04,23,8,2,2,,,,,,24 3.49 59
Computer Science - CS 8803 PCB,10,,,,,,,,,4.00 10
Computer Science - CS 8803 QSA,28,5,2,,,,,,,3.74 35
Computer Science - CS 8803 R,8,6,,,,,,,,3.57 14
Computer Science - CS 8803 SAH,10,4,,,,,,,4,3 3.71 21
Computer Science - CS 8803 SRD,10,,,,,,,,,4.00 10
Computer Science - CS 8803 STR,26,,,,,,1,,1,1 4.00 29
Computer Science - CS 8803 TD,17,6,,,,,,,,3.74 23
Computer Science - CS 8903 A01,1,,,,,,1,,,4.00 2
Computer Science - CS 8903 A02,2,,,,,,,,,4.00 2
Computer Science - CS 8903 A08,1,,,,,,,,,4.00 1
Computer Science - CS 8903 A13,2,,,,,,,,,4.00 2
Computer Science - CS 8903 B02,2,1,,,,,1,,,3.67 4
Computer Science - CS 8903 B05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B17,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B20,1,,,,,,,,,4.00 1
Computer Science - CS 8903 C04,4,,,,,,,,,4.00 4
Computer Science - CS 8903 C07,1,,,,,,,,,4.00 1
Computer Science - CS 8903 C11,3,,,,,,,,,4.00 3
Computer Science - CS 8903 C11,A3,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota3
Computer Science - CS 8903 C12,2,,,,,,,,,4.00 2
Computer Science - CS 8903 D08,1,,,,,,,,,4.00 1
Computer Science - CS 8903 D10,3,,,,,,,,,4.00 3
Computer Science - CS 8903 D12,3,,,,1,,,,,3.00 4
Computer Science - CS 8903 E03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 E05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 E08,3,,,,,,,,,4.00 3
Computer Science - CS 8903 E10,6,,,,,,,,,4.00 6
Computer Science - CS 8903 F04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G02,7,1,,,,,,,,3.88 8
Computer Science - CS 8903 G03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G08,3,,,,,,,,,4.00 3
Computer Science - CS 8903 G10,3,,,,,,,,,4.00 3
Computer Science - CS 8903 G11,3,,,,,,,,,4.00 3
Computer Science - CS 8903 H11,1,,,,,,,,,4.00 1
Computer Science - CS 8903 I01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 K12,4,,,,,,,,,4.00 4
Computer Science - CS 8903 K13,1,,,,,,,,,4.00 1
Computer Science - CS 8903 L03,5,,,,,,,,,4.00 5
Computer Science - CS 8903 L04,1,,,,,,,,,1 4.00 2
Computer Science - CS 8903 L05,2,,,,,,1,,,4.00 3
Computer Science - CS 8903 L10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M08,3,,,,,,1,,,4.00 4
Computer Science - CS 8903 M16,2,,,,,,1,,,4.00 3
Computer Science - CS 8903 N05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 O02,2,,,,,,,,,4.00 2
Computer Science - CS 8903 ODJ,2,,,,,,,,,4.00 2
Computer Science - CS 8903 ODW,4,,,,,,,,,4.00 4
Computer Science - CS 8903 OE3,1,,,,,,,,,4.00 1
Computer Science - CS 8903 OLM,1,,,,,,,,,4.00 1
Computer Science - CS 8903 OMB,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P02,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P14,5,,,,,,,,,4.00 5
Computer Science - CS 8903 P15,2,,,,,,,,,4.00 2
Computer Science - CS 8903 R02,2,,,,,,,,,4.00 2
Computer Science - CS 8903 R08,3,,,,,,,,,4.00 3
Computer Science - CS 8903 R12,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S04,4,,1,,,,,,,3.60 5
Computer Science - CS 8903 S06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S20,2,,,,,,,,,4.00 2
Computer Science - CS 8903 S23,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S25,1,,,,,,,,,4.00 1
Computer Science - CS 8903 V01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 V03,,,,,,,1,,,1
Computer Science - CS 8903 V05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 W09,2,,,,,,,,,4.00 2
Computer Science - CS 8903 X01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 Z01,3,,,,,,,,,4.00 3
Computer Science - CS 8997 GTA,,,,,,,,,130,130
Computer Science - CS 8998 GRA,,,,,,,,,126,126
Computer Science - CS 8999 A01,,,,,,,1,,,1
Computer Science - CS 8999 A02,,,,,,,1,,,1
Computer Science - CS 8999 A04,,,,,,,1,,,1
Computer Science - CS 8999 A11,,,,,,,1,,,1
Computer Science - CS 8999 A11,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 8999 B02,,,,,,,1,,,1
Computer Science - CS 8999 B06,,,,,,,2,,,2
Computer Science - CS 8999 B17,,,,,,,4,,,4
Computer Science - CS 8999 C07,,,,,,,2,,,2
Computer Science - CS 8999 C09,,,,,,,2,,,2
Computer Science - CS 8999 C12,,,,,,,1,,,1
Computer Science - CS 8999 D04,,,,,,,3,,,3
Computer Science - CS 8999 D07,,,,,,,4,,,4
Computer Science - CS 8999 D11,,,,,,,1,,,1
Computer Science - CS 8999 D12,,,,,,,1,,,1
Computer Science - CS 8999 E03,,,,,,,4,,,4
Computer Science - CS 8999 E07,,,,,,,1,,,1
Computer Science - CS 8999 E09,,,,,,,2,,,2
Computer Science - CS 8999 E10,,,,,,,2,,,2
Computer Science - CS 8999 G02,,,,,,,1,,,1
Computer Science - CS 8999 G03,,,,,,,2,,,2
Computer Science - CS 8999 G08,,,,,,,3,,,3
Computer Science - CS 8999 G11,,,,,,,1,,,1
Computer Science - CS 8999 H08,,,,,,,1,,,1
Computer Science - CS 8999 H11,,,,,,,1,,,1
Computer Science - CS 8999 I01,,,,,,,1,,,1
Computer Science - CS 8999 K06,,,,,,,1,,,1
Computer Science - CS 8999 K12,,,,,,,3,,,3
Computer Science - CS 8999 K13,,,,,,,1,,,1
Computer Science - CS 8999 L03,,,,,,,1,,,1
Computer Science - CS 8999 L05,,,,,,,5,,,5
Computer Science - CS 8999 L10,,,,,,,2,,,2
Computer Science - CS 8999 M07,,,,,,,1,,,1
Computer Science - CS 8999 M08,,,,,,,2,,,2
Computer Science - CS 8999 N05,,,,,,,2,,,2
Computer Science - CS 8999 O02,,,,,,,2,,,2
Computer Science - CS 8999 P02,,,,,,,1,,,1
Computer Science - CS 8999 P05,,,,,,,4,,,4
Computer Science - CS 8999 P07,,,,,,,2,,,2
Computer Science - CS 8999 P10,,,,,,,1,,,1
Computer Science - CS 8999 P14,,,,,,,1,,,1
Computer Science - CS 8999 R02,,,,,,,2,,,2
Computer Science - CS 8999 R04,,,,,,,2,,,2
Computer Science - CS 8999 R08,,,,,,,1,,,1
Computer Science - CS 8999 R12,,,,,,,1,,,1
Computer Science - CS 8999 S06,,,,,,,1,,,1
Computer Science - CS 8999 T05,,,,,,,3,,,3
Computer Science - CS 8999 W01,,,,,,,1,,,1
Computer Science - CS 8999 W05,,,,,,,4,,,4
Computer Science - CS 8999 W09,,,,,,,2,,,2
Computer Science - CS 8999 X01,,,,,,,1,,,1
Computer Science - CS 8999 Y01,,,,,,,1,,,1
Computer Science - CS 8999 Z01,,,,,,,1,,,1
Computer Science - CS 9000 A01,,,,,,,4,,,4
Computer Science - CS 9000 A02,,,,,,,2,,,2
Computer Science - CS 9000 A06,,,,,,,1,,,1
Computer Science - CS 9000 A13,,,,,,,2,,,2
Computer Science - CS 9000 B04,,,,,,,1,,,1
Computer Science - CS 9000 B16,,,,,,,1,,,1
Computer Science - CS 9000 C07,,,,,,,4,,,4
Computer Science - CS 9000 C11,,,,,,,1,,,1
Computer Science - CS 9000 D07,,,,,,,1,,,1
Computer Science - CS 9000 D10,,,,,,,3,,,3
Computer Science - CS 9000 D10,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 9000 E05,,,,,,,1,,,1
Computer Science - CS 9000 E07,,,,,,,1,,,1
Computer Science - CS 9000 E08,,,,,,,3,,,3
Computer Science - CS 9000 F04,,,,,,,1,,,1
Computer Science - CS 9000 F07,,,,,,,2,,,2
Computer Science - CS 9000 F08,,,,,,,1,,,1
Computer Science - CS 9000 G02,,,,,,,1,,,1
Computer Science - CS 9000 G03,,,,,,,1,,,1
Computer Science - CS 9000 G08,,,,,,,4,,,4
Computer Science - CS 9000 G11,,,,,,,4,,,4
Computer Science - CS 9000 I01,,,,,,,5,,,5
Computer Science - CS 9000 K06,,,,,,,4,,,4
Computer Science - CS 9000 K09,,,,,,,1,,,1
Computer Science - CS 9000 L03,,,,,,,2,,,2
Computer Science - CS 9000 L05,,,,,,,6,,,6
Computer Science - CS 9000 M05,,,,,,,3,,,3
Computer Science - CS 9000 M06,,,,,,,2,,,2
Computer Science - CS 9000 M08,,,,,,,1,,,1
Computer Science - CS 9000 M16,,,,,,,2,,,2
Computer Science - CS 9000 N01,,,,,,,1,,,1
Computer Science - CS 9000 N05,,,,,,,2,,,2
Computer Science - CS 9000 O02,,,,,,,2,,,2
Computer Science - CS 9000 P02,,,,,,,5,,,5
Computer Science - CS 9000 P07,,,,,,,2,,,2
Computer Science - CS 9000 P14,,,,,,,1,,,1
Computer Science - CS 9000 Q01,,,,,,,1,,,1
Computer Science - CS 9000 R02,,,,,,,1,,,1
Computer Science - CS 9000 R04,,,,,,,1,,,1
Computer Science - CS 9000 R06,,,,,,,2,,,2
Computer Science - CS 9000 R08,,,,,,,5,,,5
Computer Science - CS 9000 R12,,,,,,,2,,,2
Computer Science - CS 9000 S04,,,,,,,4,,,4
Computer Science - CS 9000 S06,,,,,,,1,,,1
Computer Science - CS 9000 T05,,,,,,,2,,,2
Computer Science - CS 9000 T06,,,,,,,1,,,1
Computer Science - CS 9000 V01,,,,,,,1,,,1
Computer Science - CS 9000 V02,,,,,,,1,,,1
Computer Science - CS 9000 V05,,,,,,,1,,,1
Computer Science - CS 9000 W01,,,,,,,2,,,2
Computer Science - CS 9000 W05,,,,,,,3,,,3
Computer Science - CS 9000 Z01,,,,,,,1,,,1
Cooperative Work Assignment - COOP 2000.,,,,,,,,,9,9
Cooperative Work Assignment - COOP 2000.,,,,,,,,,9,9
Cooperative Work Assignment - COOP 2000.,,,,,,,,,29,29
Cooperative Work Assignment - COOP 2000.,,,,,,,,,7,7
Cooperative Work Assignment - COOP 2000.,,,,,,,,,13,13
Cooperative Work Assignment - COOP 2000.,,,,,,,,,29,29
Cooperative Work Assignment - COOP 2000.,,,,,,,,,1,1
Cooperative Work Assignment - COOP 4000.,,,,,,,,,28,28
Cooperative Work Assignment - COOP 4000.,,,,,,,,,39,39
Cooperative Work Assignment - COOP 4000.,,,,,,,,,118,118
Cooperative Work Assignment - COOP 4000.,,,,,,,,,75,75
Cooperative Work Assignment - COOP 4000.,,,,,,,,,60,60
Cooperative Work Assignment - COOP 4000.,,,,,,,,,125,125
Cooperative Work Assignment - COOP 4000.,,,,,,,,,24,24
Cooperative Work Assignment - COOP 6003.,,,,,,,,,8,8
Cooperative Work Assignment - COOP 6006.,,,,,,,,,3,3
Cooperative Work Assignment - COOP 6009.,,,,,,,,,47,47
Cooperative Work Assignment - COOP 6009.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Cooperative Work Assignment - COOP 6009.,,,,,,,,,2,2
Cooperative Work Assignment - COOP 6012.,,,,,,,,,47,47
Cooperative Work Assignment - COOP 6012.,,,,,,,,,10,10
Cooperative Work Assignment - COOP 6012.,,,,,,,,,37,37
Cooperative Work Assignment - COOP 6012.,,,,,,,,,1,1
Earth and Atmospheric Sciences - EAS 160.,126,66,13,1,,,7,,,3 3.54 216
Earth and Atmospheric Sciences - EAS 160.,96,71,12,5,2,,,,,8 3.37 194
