"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6070 MC,12,,,,,,,,,4.00 12
Architecture - ARCH 6070 SB,10,,,,,,,,,4.00 10
Architecture - ARCH 6072 JP,1,,,,,,,,,4.00 1
Architecture - ARCH 6072 KK,1,,,,,,,,,4.00 1
Architecture - ARCH 6072 LS,5,3,,,,,,,,3.63 8
Architecture - ARCH 6072 MG,4,5,,,,,,,,1 3.44 10
Architecture - ARCH 6072 MS,8,,,,,,,,,4.00 8
Architecture - ARCH 6072 PY,4,,,,,,,,,4.00 4
Architecture - ARCH 6072 RD,1,,,,,,,,,4.00 1
Architecture - ARCH 6106 BF,15,,1,,,,,,,3.88 16
Architecture - ARCH 6230 MS,30,,,,,,,,,1 4.00 31
Architecture - ARCH 6241 GA,9,5,,,,,,,,1 3.64 15
Architecture - ARCH 6243 CZ,5,,1,,,,,,,2 3.67 8
Architecture - ARCH 6252 RG,13,31,1,,,,,,,1 3.27 46
Architecture - ARCH 6303 MD,3,,,,,,,,,4.00 3
Architecture - ARCH 6312 SR,5,,,,,,,,,4.00 5
Architecture - ARCH 6312 SR,A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6350 EDJ,1,,,,,,,,,4.00 1
Architecture - ARCH 6352 EDJ,,3,,,,,,,,3.00 3
Architecture - ARCH 6352 LA,13,,,,,,1,,,4.00 14
Architecture - ARCH 6352 LS,8,2,,,,,,,,3.80 10
Architecture - ARCH 6352 MC,11,,,,,,,,,1 4.00 12
Architecture - ARCH 6426 RV,11,1,,,,,,,,3.92 12
Architecture - ARCH 6447 PY1,1,,,,,,,,,4.00 1
Architecture - ARCH 6447 PY2,3,1,,,,,,,,3.75 4
Architecture - ARCH 6474 C,13,2,,,,,,,,1 3.87 16
Architecture - ARCH 6502 MS,8,5,4,1,,,,,1,3.11 19
Architecture - ARCH 6532 JB,22,11,3,,,,,,,3.53 36
Architecture - ARCH 7000 GA,,,,,,,1,,,1
Architecture - ARCH 8101 PHD,8,3,,,,,,,,3.73 11
Architecture - ARCH 8801 DB,1,,,,,,,,,4.00 1
Architecture - ARCH 8803 BF,9,,,,,,,,,4.00 9
Architecture - ARCH 8803 JB,9,1,,,,,1,,,3.90 11
Architecture - ARCH 8803 JP1,8,1,,,,,,,,3.89 9
Architecture - ARCH 8803 LH,2,1,1,,,,,,,3.25 4
Architecture - ARCH 8803 LS1,2,,,,,,,,,4.00 2
Architecture - ARCH 8803 TA,13,,,,,,,,,4.00 13
Architecture - ARCH 8833 JL,4,4,,,,,,,,1 3.50 9
Architecture - ARCH 8833 KK,3,2,1,,,,1,,,3.33 7
Architecture - ARCH 8833 KW2,4,3,,,,,1,,,3.57 8
Architecture - ARCH 8833 LD,1,3,,,,,,,,3.25 4
Architecture - ARCH 8833 SSB,3,,,,,,,,,1 4.00 4
Architecture - ARCH 8901 GJ,,,,,,1,,,,1
Architecture - ARCH 8901 MS,1,,,,,,,,,4.00 1
Architecture - ARCH 8901 RG,,1,,,,,,,,3.00 1
Architecture - ARCH 8901 RG1,,1,,,,,,,,3.00 1
Architecture - ARCH 8903 AE,2,1,,,,,,,,3.67 3
Architecture - ARCH 8903 AE1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 BF,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CZ,,1,,,,,,,,3.00 1
Architecture - ARCH 8903 DB,9,,,,,,,,,4.00 9
Architecture - ARCH 8903 DB2,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 DS,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 EDJ,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 GA,3,,,,,,,,,4.00 3
Architecture - ARCH 8903 GA2,3,2,,,,,,,,3.60 5
Architecture - ARCH 8903 JB,8,,,,,,1,,,4.00 9
Architecture - ARCH 8903 JP,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 MG,,,,,,,1,,,1
Architecture - ARCH 8903 MS,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 RD,,2,,,,,,,,3.00 2
Architecture - ARCH 8903 RG,,,,,,1,1,,,2
Architecture - ARCH 8903 SB,1,,,,,,,,,4.00 1
Biology - BIOL 1220 B,10,7,1,,,,2,,,3.50 20
Biology - BIOL 1510 A,82,48,12,1,1,1,1,,,3 3.45 149
Biology - BIOL 1520 P,77,24,7,,1,,,,,4 3.61 113
Biology - BIOL 1520 R,22,8,2,,,,,,,3.63 32
Biology - BIOL 1521 A,43,20,7,2,,,,,,2 3.44 74
Biology - BIOL 2100 R,24,11,,,,,,,,3.69 35
Biology - BIOL 2337 A,18,2,,,,,,,,3.90 20
Biology - BIOL 2338 A,10,1,,,,,,,,3.91 11
Biology - BIOL 2338 B,8,1,,,,,,,,3.89 9
Biology - BIOL 2344 A,18,20,17,7,1,,3,,,10 2.75 76
Biology - BIOL 2345 A,10,5,,,,,,,,1 3.67 16
Biology - BIOL 2345 C,7,5,,,,,,,,1 3.58 13
Biology - BIOL 2345 C,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 2400 A,14,5,2,,,,,,,3.57 21
Biology - BIOL 2698 BRO,,,,,,,,,1,1
Biology - BIOL 2698 FAN,,,,,,,,,2,2
Biology - BIOL 2698 GAU,,,,,,,,,1,1
Biology - BIOL 2698 GOO,,,,,,,,,1,1
Biology - BIOL 2698 HAM,,,,,,,,,1,1
Biology - BIOL 2698 HAY,,,,,,,,,1,1
Biology - BIOL 2698 KOS,,,,,,,,,1,1
Biology - BIOL 2698 LAC,,,,,,,,,1,1
Biology - BIOL 2698 MON,,,,,,,,,1,1
Biology - BIOL 2698 RAT,,,,,,,,,2,2
Biology - BIOL 2698 ROS,,,,,,,,,1,1
Biology - BIOL 2698 SNE,,,,,,,,,1,1
Biology - BIOL 2698 SPO,,,,,,,,,1,1
Biology - BIOL 2698 STE,,,,,,,,,1,1
Biology - BIOL 2698 WHE,,,,,,,,,1,1
Biology - BIOL 2699 CHE,,,,,,,1,,,1
Biology - BIOL 2699 COP,1,1,,,,,,,,3.50 2
Biology - BIOL 2699 DIC,1,,,,,,,,,4.00 1
Biology - BIOL 2699 GOO,,,,,,,,,,1 1
Biology - BIOL 2699 HAN,1,,,,,,,,,4.00 1
Biology - BIOL 2699 JAN,3,,,,,,,,,4.00 3
Biology - BIOL 2699 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MGU,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MON,1,,,,,,,,,4.00 1
Biology - BIOL 2699 WTZ,1,,,,,,,,,4.00 1
Biology - BIOL 3100 R,11,5,,,,,,,,3.69 16
Biology - BIOL 3450 A,17,19,23,4,1,,,,,10 2.73 74
Biology - BIOL 3450 B,23,9,2,,,,,,1,3.62 35
Biology - BIOL 3451 A,7,,2,,,1,,,,3.56 10
Biology - BIOL 3451 B,12,2,,,,1,,,,3.86 15
Biology - BIOL 3600 A,25,16,3,,,,,,,3.50 44
Biology - BIOL 3755 A,13,2,,,,,,,,3.87 15
Biology - BIOL 4012 A,4,2,,,1,1,,,1,3.14 9
Biology - BIOL 4410 A,5,,,,,,,,,4.00 5
Biology - BIOL 4417 A,5,4,3,2,,,,,,1 2.86 15
Biology - BIOL 4418 A,1,1,,,,,,,,3.50 2
Biology - BIOL 4460 A,15,1,,,,,,,,3.94 16
Biology - BIOL 4460 B,14,,,,,,,,,4.00 14
Biology - BIOL 4460 C,16,,,,,,,,,4.00 16
Biology - BIOL 4570 A,9,14,7,2,,,,,1,2 2.94 35
Biology - BIOL 4590 A,9,,,,,,,,,4.00 9
Biology - BIOL 4590 B,10,1,,,,,,,,3.91 11
Biology - BIOL 4590 C,4,3,,,,,,,,3.57 7
Biology - BIOL 4651 A,17,8,,,,,1,,,3.68 26
Biology - BIOL 4690 A,10,3,,,,,,,,3.77 13
Biology - BIOL 4694 A,,,,,,,,,1,1
Biology - BIOL 4695 A,4,1,,,,,,,,3.80 5
Biology - BIOL 4696 A,,,,,,,,,3,3
Biology - BIOL 4696 B,,,,,,,,,1,1
Biology - BIOL 4697 D,6,,,,,,,,,4.00 6
Biology - BIOL 4697 E,4,,,,,,,,,4.00 4
Biology - BIOL 4697 F,1,,,,,,,,,4.00 1
Biology - BIOL 4698 JAN,,,,,,,,,1,1
Biology - BIOL 4698 JIA,,,,,,,,,1,1
Biology - BIOL 4698 KUB,,,,,,,,,3,3
Biology - BIOL 4698 NIE,,,,,,,,,2,2
Biology - BIOL 4698 ROS,,,,,,,,,1,1
Biology - BIOL 4698 ROS,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 4698 SNE,,,,,,,,,1,1
Biology - BIOL 4699 BRO,,1,,,,,,,,3.00 1
Biology - BIOL 4699 CHE,2,,,,,,,,,4.00 2
Biology - BIOL 4699 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 DUA,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GAU,2,,,,,,,,,4.00 2
Biology - BIOL 4699 GIB,5,,,,,,,,,4.00 5
Biology - BIOL 4699 GOO,4,1,,,,,,,,3.80 5
Biology - BIOL 4699 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 4699 HU,1,,,,,,,,,4.00 1
Biology - BIOL 4699 JAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 KOS,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LAC,2,,,,,,,,,4.00 2
Biology - BIOL 4699 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 4699 MEN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MON,1,,,,,,,,,4.00 1
Biology - BIOL 4699 SHI,3,,,,,,,,,4.00 3
Biology - BIOL 4699 SKO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STO,3,,,,,,,,,1 4.00 4
Biology - BIOL 4699 SUL,1,,,,,,,,,4.00 1
Biology - BIOL 4699 WTZ,1,,,,,,,,,4.00 1
Biology - BIOL 4699 YEN,1,,,,,,,,,4.00 1
Biology - BIOL 4802 STO,2,3,1,,,,,,,1 3.17 7
Biology - BIOL 4803 LOB,4,3,,,,,,,,3.57 7
Biology - BIOL 4803 MEN,15,,1,,,,,,,3.88 16
Biology - BIOL 4803 SNE,16,6,1,,,,,,,3.65 23
Biology - BIOL 4803 STE,5,1,,,,,,,,3.83 6
Biology - BIOL 4803 TOR,3,2,1,,,,,,,3.33 6
Biology - BIOL 4910 A,3,1,1,,,,,,,3.40 5
Biology - BIOL 6410 A,10,2,,,,,,,,1 3.83 13
Biology - BIOL 6417 A,6,3,,1,,,,,,1 3.40 11
Biology - BIOL 6418 A,2,2,1,,,,,,,3.20 5
Biology - BIOL 7000 HAM,,,,,,,2,,,2
Biology - BIOL 7210 A,35,10,,,1,,,,,2 3.70 48
Biology - BIOL 8003 SCH,,,,,,,31,,,31
Biology - BIOL 8106 A,,,,,,,21,,,21
Biology - BIOL 8801 HAY,6,,,,,,,,,1 4.00 7
Biology - BIOL 8801 WEI,8,,,,,,1,,,4.00 9
Biology - BIOL 8802 STO,11,1,,,,,,,1,3.92 13
Biology - BIOL 8803 CHE,4,2,,,,,,,,1 3.67 7
Biology - BIOL 8803 LOB,5,,,,,,,,1,4.00 6
Biology - BIOL 8803 STE,7,,,,,,,,1,4.00 8
Biology - BIOL 8803 TOR,4,2,,1,,,,,1,1 3.29 9
Biology - BIOL 8901 BRO,2,,,,,,,,,4.00 2
Biology - BIOL 8901 CHE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 CHO,2,,,,,,,,,4.00 2
Biology - BIOL 8901 DIC,1,,,,,,,,,4.00 1
Biology - BIOL 8901 GAU,,,,,,,1,,,1
Biology - BIOL 8901 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HU,2,,,,,,,,,4.00 2
Biology - BIOL 8901 LEE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 MCG,,,,,,,1,,,1
Biology - BIOL 8901 NIE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 STE,2,,,,,,,,,4.00 2
Biology - BIOL 8901 STO,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WIL,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WTZ,9,,,,,,,,,4.00 9
Biology - BIOL 8901 WTZ,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 8902 BRO,4,,,,,,,,,4.00 4
Biology - BIOL 8902 CHO,3,,,,,,,,,4.00 3
Biology - BIOL 8902 FAN,2,,,,,,,,,4.00 2
Biology - BIOL 8902 GIB,3,,,,,,1,,,4.00 4
Biology - BIOL 8902 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 8902 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 8902 JOR,4,1,,,,,,,,3.80 5
Biology - BIOL 8902 KON,1,,,,,,,,,4.00 1
Biology - BIOL 8902 LAC,2,,,,,,,,,4.00 2
Biology - BIOL 8902 MCD,3,,,,,,,,,4.00 3
Biology - BIOL 8902 MCG,3,,,,,,,,,4.00 3
Biology - BIOL 8902 STE,1,,,,,,,,,4.00 1
Biology - BIOL 8902 TOR,2,,,,,,,,,4.00 2
Biology - BIOL 8902 VAN,3,,,,,,,,,4.00 3
Biology - BIOL 8902 YI,2,,,,,,,,,4.00 2
Biology - BIOL 8997 A,,,,,,,,,24,24
Biology - BIOL 8997 B,,,,,,,,,3,3
Biology - BIOL 8997 C,,,,,,,,,5,5
Biology - BIOL 8998 BRO,,,,,,,,,3,3
Biology - BIOL 8998 CHE,,,,,,,,,3,3
Biology - BIOL 8998 CHO,,,,,,,,,1,1
Biology - BIOL 8998 DIC,,,,,,,,,1,1
Biology - BIOL 8998 DIX,,,,,,,,,1,1
Biology - BIOL 8998 FAN,,,,,,,,,3,3
Biology - BIOL 8998 GIB,,,,,,,,,5,5
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 GOO,,,,,,,,,1,1
Biology - BIOL 8998 HAY,,,,,,,,,1,1
Biology - BIOL 8998 JIA,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,5,5
Biology - BIOL 8998 KON,,,,,,,,,3,3
Biology - BIOL 8998 KOS,,,,,,,,,2,2
Biology - BIOL 8998 LAC,,,,,,,,,2,2
Biology - BIOL 8998 LEE,,,,,,,,,2,2
Biology - BIOL 8998 LOB,,,,,,,,,1,1
Biology - BIOL 8998 MCD,,,,,,,,,3,3
Biology - BIOL 8998 MCG,,,,,,,,,2,2
Biology - BIOL 8998 RAT,,,,,,,,,2,2
Biology - BIOL 8998 ROS,,,,,,,,,2,2
Biology - BIOL 8998 STE,,,,,,,,,2,2
Biology - BIOL 8998 STO,,,,,,,,,5,5
Biology - BIOL 8998 TOR,,,,,,,,,4,4
Biology - BIOL 8998 VAN,,,,,,,,,3,3
Biology - BIOL 8998 WEI,,,,,,,,,1,1
Biology - BIOL 8998 WIL,,,,,,,,,1,1
Biology - BIOL 8998 WRI,,,,,,,,,1,1
Biology - BIOL 8998 WTZ,,,,,,,,,7,7
Biology - BIOL 8998 YI,,,,,,,,,2,2
Biology - BIOL 9000 BRO,,,,,,,1,,,1
Biology - BIOL 9000 CHE,,,,,,,5,,,5
Biology - BIOL 9000 DIX,,,,,,,1,,,1
Biology - BIOL 9000 FAN,,,,,,,4,,,4
Biology - BIOL 9000 GAU,,,,,,,1,,,1
Biology - BIOL 9000 GIB,,,,,,,7,,,7
Biology - BIOL 9000 GLA,,,,,,,1,,,1
Biology - BIOL 9000 GOO,,,,,,,2,,,2
Biology - BIOL 9000 HAM,,,,,,,1,,,1
Biology - BIOL 9000 HAN,,,,,,,1,,,1
Biology - BIOL 9000 HAN,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 9000 HAY,,,,,,,5,,,5
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,5,,,5
Biology - BIOL 9000 KON,,,,,,,4,,,4
Biology - BIOL 9000 KOS,,,,,,,3,,,3
Biology - BIOL 9000 KRE,,,,,,,2,,,2
Biology - BIOL 9000 KUB,,,,,,,1,,,1
Biology - BIOL 9000 LAC,,,,,,,2,,,2
Biology - BIOL 9000 LEE,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,2,,,2
Biology - BIOL 9000 MCD,,,,,,,2,,,2
Biology - BIOL 9000 MCG,,,,,,,3,,,3
Biology - BIOL 9000 MON,,,,,,,2,,,2
Biology - BIOL 9000 PAA,,,,,,,1,,,1
Biology - BIOL 9000 RAT,,,,,,,2,,,2
Biology - BIOL 9000 ROS,,,,,,,2,,,2
Biology - BIOL 9000 SHI,,,,,,,1,,,1
Biology - BIOL 9000 STE,,,,,,,3,,,3
Biology - BIOL 9000 STO,,,,,,,6,,,6
Biology - BIOL 9000 STR,,,,,,,1,,,1
Biology - BIOL 9000 TOR,,,,,,,2,1,,3
Biology - BIOL 9000 VAN,,,,,,,3,,,3
Biology - BIOL 9000 WEI,,,,,,,2,,,2
Biology - BIOL 9000 WIL,,,,,,,1,,,1
Biology - BIOL 9000 WRI,,,,,,,,1,,1
Biology - BIOL 9000 WTZ,,,,,,,4,,,4
Biology - BIOL 9000 YI,,,,,,,2,,,2
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,15,15
Biomedical Engineering - BMED 2210 A,12,16,14,1,1,,,,,2 2.84 46
Biomedical Engineering - BMED 2210 B,26,15,6,2,1,,,,,3.26 50
Biomedical Engineering - BMED 2210 C,14,23,9,,,,,,,2 3.11 48
Biomedical Engineering - BMED 2210 D,7,10,7,3,3,,,,,1 2.50 31
Biomedical Engineering - BMED 2250 A,30,3,,,,,,,,3.91 33
Biomedical Engineering - BMED 2250 B,23,10,1,,,,,,,3.65 34
Biomedical Engineering - BMED 2250 C,16,10,1,,,,,,,1 3.56 28
Biomedical Engineering - BMED 2310 A,19,12,,,,,,,,3.61 31
Biomedical Engineering - BMED 2310 B,14,15,,,,,,,,3.48 29
Biomedical Engineering - BMED 2310 C,8,3,1,,,,,,,3.58 12
Biomedical Engineering - BMED 2310 D,23,7,,,,,,,,3.77 30
Biomedical Engineering - BMED 2310 E,5,13,1,,,,,,,1 3.21 20
Biomedical Engineering - BMED 2698 ETH,,,,,,,,,1,1
Biomedical Engineering - BMED 2699 BUT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 ETH,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 2699 I2P,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KEI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KEM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KMP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KWO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 LAM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 LED,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MIT,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 PAN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 ROY,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 SAN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 3100 B,22,19,3,,,,,,,3 3.43 47
Biomedical Engineering - BMED 3100 C,32,43,11,,,,,,,4 3.24 90
Biomedical Engineering - BMED 3110 A,15,2,,,,,,,,3.88 17
Biomedical Engineering - BMED 3110 B,16,,,,,,,,,4.00 16
Biomedical Engineering - BMED 3110 B,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 3110 C,19,1,,,,,,,,3.95 20
Biomedical Engineering - BMED 3110 D,12,3,,,,,,,,3.80 15
Biomedical Engineering - BMED 3110 E,18,,,,,,,,,4.00 18
Biomedical Engineering - BMED 3110 F,11,2,,1,,,,,,3.64 14
Biomedical Engineering - BMED 3310 A,9,18,6,,1,,,,,3.00 34
Biomedical Engineering - BMED 3310 B,8,21,11,2,2,,,,,2 2.70 46
Biomedical Engineering - BMED 3310 C,7,9,7,1,,,,,,2 2.92 26
Biomedical Engineering - BMED 3400 A,9,9,,,1,,,,,1 3.32 20
Biomedical Engineering - BMED 3400 B,13,10,1,,,,,,,3.50 24
Biomedical Engineering - BMED 3400 C,5,11,9,1,,,,,,2.77 26
Biomedical Engineering - BMED 3400 D,7,14,2,,,,,,,3.22 23
Biomedical Engineering - BMED 3400 E,7,6,3,1,,,,,,1 3.12 18
Biomedical Engineering - BMED 3400 F,3,9,7,1,,,,,,2 2.70 22
Biomedical Engineering - BMED 3500 A,13,5,,1,,,,,,2 3.58 21
Biomedical Engineering - BMED 3520 A,9,17,6,1,,,,,,1 3.03 34
Biomedical Engineering - BMED 3520 B,7,14,13,1,1,2,,,,2 2.69 40
Biomedical Engineering - BMED 3520 C,4,9,6,1,1,,,,,3 2.67 24
Biomedical Engineering - BMED 3600 C,15,28,15,6,2,,,,,11 2.73 77
Biomedical Engineering - BMED 3610 A,21,,,,,,,,,4.00 21
Biomedical Engineering - BMED 3610 B,20,1,,,,,,,,3.95 21
Biomedical Engineering - BMED 3610 C,19,2,,,,,,,,3.90 21
Biomedical Engineering - BMED 3610 D,22,,1,,,,,,,3.91 23
Biomedical Engineering - BMED 3610 E,15,4,1,,,,,,,3.70 20
Biomedical Engineering - BMED 3610 F,20,1,,,,,,,,3.95 21
Biomedical Engineering - BMED 4500 A,9,,,,,,,,,1 4.00 10
Biomedical Engineering - BMED 4602 A,10,6,8,,,,,,,3.08 24
Biomedical Engineering - BMED 4602 B,10,12,1,,,,,,,3.39 23
Biomedical Engineering - BMED 4602 C,12,9,3,,,,,,,3.38 24
Biomedical Engineering - BMED 4602 D,12,15,,,,,,,,3.44 27
Biomedical Engineering - BMED 4602 E,9,10,4,,,,,,,3.22 23
Biomedical Engineering - BMED 4602 F,18,6,,,,,,,,3.75 24
Biomedical Engineering - BMED 4698 BOR,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BUC,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BUT,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 DAV,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 ETH,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 HAM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 KEM,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 KWO,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAP,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LED,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 ROY,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 SAN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 YOG,,,,,,,,,3,3
Biomedical Engineering - BMED 4699 ARV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BAB,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4699 BEH,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 BLO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BOT,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4699 BUC,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 BUT,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 DAH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ETH,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 HAI,2,,1,,,,,,,3.33 3
Biomedical Engineering - BMED 4699 I2P,10,,,,,,,,,4.00 10
Biomedical Engineering - BMED 4699 JO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 JO,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 4699 KEI,,1,,,,,,,,3.00 1
Biomedical Engineering - BMED 4699 KWO,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 LAM,23,,,,,,,,,4.00 23
Biomedical Engineering - BMED 4699 LAP,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 LED,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 LEE,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 MAY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MIT,10,1,1,,,,,,,3.75 12
Biomedical Engineering - BMED 4699 OSH,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 PAD,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 PAN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 PAR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 PLA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 QIU,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ROB,,1,,,,,,,,3.00 1
Biomedical Engineering - BMED 4699 ROY,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 SAN,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 SIN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 STA,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 SUN,4,,,,,1,,,,4.00 5
Biomedical Engineering - BMED 4699 TEM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TIN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TRU,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TSY,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 VOI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 YOG,9,1,,,,,,,,3.90 10
Biomedical Engineering - BMED 4699 YOO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4750 A,3,4,3,,,,,,,1 3.00 11
Biomedical Engineering - BMED 4751 A,4,9,1,2,1,,,,,1 2.76 18
Biomedical Engineering - BMED 4751 B,24,10,4,1,1,,,,,8 3.38 48
Biomedical Engineering - BMED 4757 A,17,19,1,,,,,,,3.43 37
Biomedical Engineering - BMED 4758 A,5,7,1,2,,,,,,1 3.00 16
Biomedical Engineering - BMED 4765 A,2,2,6,,,,,,,2.60 10
Biomedical Engineering - BMED 4782 A,1,,,,,,,,,1 4.00 2
Biomedical Engineering - BMED 4783 A,1,,1,,,,,,,3.00 2
Biomedical Engineering - BMED 4803 JAY,,6,3,3,2,,,,,1 1.93 15
Biomedical Engineering - BMED 4803 PHY,19,,,,,,,,,4.00 19
Biomedical Engineering - BMED 4813 A,39,5,2,,,,,,,1 3.80 47
Biomedical Engineering - BMED 4813 BHI,6,4,,,,,,,,3.60 10
Biomedical Engineering - BMED 4813 LEE,17,,2,1,,,,,,1 3.65 21
Biomedical Engineering - BMED 4813 NAN,15,2,,,,,,,,3.88 17
Biomedical Engineering - BMED 4823 A,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4833 A,8,9,1,,,,,,,3 3.39 21
Biomedical Engineering - BMED 4833 B,15,6,3,,,,,,,2 3.50 26
Biomedical Engineering - BMED 4843 B,27,,,,,,,,,4.00 27
Biomedical Engineering - BMED 4901 ACK,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 6504 A,17,10,,,,,,,,3.63 27
Biomedical Engineering - BMED 6508 A,17,11,,,,,,,,3.61 28
Biomedical Engineering - BMED 6700 0,11,4,,,,,,,,2 3.73 17
Biomedical Engineering - BMED 6720 0,7,5,,1,,,,,,3.38 13
Biomedical Engineering - BMED 6777 0,3,1,,,,,,,,3.75 4
