"",A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 2251 ES,15,11,3,,,,,,,1 3.41 30
Management - MGT 2599 TSA,,,,,,,1,,,1
Management - MGT 2910 A,,,,,,1,,,,1
Management - MGT 3062 ES,25,5,1,,1,,,,,1 3.66 33
Management - MGT 3076 LS,6,2,,,,,1,,,2 3.75 11
Management - MGT 3101 ES,14,12,2,,,,,,,3.43 28
Management - MGT 3102 ES,8,13,2,1,,,,,,1 3.17 25
Management - MGT 3150 TSA,9,4,,,,,,,,3.69 13
Management - MGT 3300 ES,11,4,1,,,,,,,3.63 16
Management - MGT 3300 LS,9,6,2,,,,,,,3 3.41 20
Management - MGT 3310 LS,5,9,,,1,,,,,3.13 15
Management - MGT 3501 ES,16,4,5,,,,,,,1 3.44 26
Management - MGT 3510 LS,5,2,,,,,,,,3.71 7
Management - MGT 3599 LS,22,,,,1,,,,,2 3.83 25
Management - MGT 3660 LS,19,2,2,2,,,1,,,3.52 26
Management - MGT 3660 R1,16,4,,,,,,,,3.80 20
Management - MGT 3660 R2,9,,,,,,,,,4.00 9
Management - MGT 4026 A,2,2,3,1,,,,,,2.63 8
Management - MGT 4053 A,4,5,,,,,2,,,1 3.44 12
Management - MGT 4056 R,25,,,,,,,,,4.00 25
Management - MGT 4058 R,23,2,2,,,,,,,3.78 27
Management - MGT 4106 A,8,1,1,,,,2,,,3.70 12
Management - MGT 4191 R,17,,,,,,,,,4.00 17
Management - MGT 4195 A,13,17,,,,,,,,3.43 30
Management - MGT 4311 ES,9,3,,1,,,,,,3.54 13
Management - MGT 4599 A,,,,,,,1,,,1
Management - MGT 4599 B,,,,,,,1,,,1
Management - MGT 4599 C,,,,,,,1,,,1
Management - MGT 4599 QUP,,,,,,,1,,,1
Management - MGT 4611 R,17,,,,,,,,,4.00 17
Management - MGT 4699 A,,,,,,,1,,,1
Management - MGT 4699 B,,,,,,,1,,,1
Management - MGT 4803 R,17,,,,,,,,,4.00 17
Management - MGT 4803 R1,1,,,,,,,,,4.00 1
Management - MGT 4803 R2,1,,,,,,,,,4.00 1
Management - MGT 4910 A,,1,,,,,,,,3.00 1
Management - MGT 4910 B,2,,1,,,,,,,3.33 3
Management - MGT 4910 C,,,,,,1,,,,1
Management - MGT 4910 TS1,3,,,,,,,,,4.00 3
Management - MGT 4910 TS2,8,,,,,,,,,4.00 8
Management - MGT 4911 TS1,7,,,,,,,,,4.00 7
Management - MGT 4912 TS1,2,,,,,,,,,4.00 2
Management - MGT 6020 A,4,1,1,1,,,,,1,3.14 8
Management - MGT 6030 EM,40,,,,,,,,,4.00 40
Management - MGT 6057 EM,37,3,,,,,,,,3.93 40
Management - MGT 6082 EMA,28,1,,,,,,,,3.97 29
Management - MGT 6086 A,2,,,,,,,,,4.00 2
Management - MGT 6086 EMA,31,3,1,,,,2,,,3.86 37
Management - MGT 6090 A,1,,,,,,,,,4.00 1
Management - MGT 6090 EM,9,4,,,,,,,,3.69 13
Management - MGT 6101 EM,9,3,,,,,4,,,3.75 16
Management - MGT 6113 A,1,,,,,,,,,4.00 1
Management - MGT 6113 EM,16,,,,,,,,,4.00 16
Management - MGT 6119 A,1,,,,,,,,,4.00 1
Management - MGT 6119 EM,25,5,,,,,,,,3.83 30
Management - MGT 6119 EM,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 6185 EM,24,,,,,,,,,4.00 24
Management - MGT 6190 EM,9,1,,,,,,,,3.90 10
Management - MGT 6308 EM,27,5,,,,,,,,3.84 32
Management - MGT 6325 EM,34,10,1,,,,5,,,3.73 50
Management - MGT 6360 A,1,,,,,,,,,4.00 1
Management - MGT 6360 EM,26,9,,,,,1,,,3.74 36
Management - MGT 6501 EMA,6,,,,,,,,,4.00 6
Management - MGT 6501 EMB,4,1,,,,,,,,3.80 5
Management - MGT 6502 EMA,27,4,,,,,,,,3.87 31
Management - MGT 6502 EMB,42,3,,,,,,,,3.93 45
Management - MGT 6503 EMA,22,13,,,,,,,,3.63 35
Management - MGT 6503 EMB,30,8,,,,,,,,3.79 38
Management - MGT 6504 EMA,36,13,,,,,,,,3.73 49
Management - MGT 6504 EMB,8,5,,,,,,,,3.62 13
Management - MGT 6507 EM1,,,,,,,12,,,12
Management - MGT 6507 EM3,,,,,,,12,,,12
Management - MGT 6507 EM4,,,,,,,7,,,7
Management - MGT 6507 EM5,,,,,,,12,,,12
Management - MGT 6509 EMA,22,20,5,,,,,,,3.36 47
Management - MGT 6509 EMB,9,20,9,,,,,,,3.00 38
Management - MGT 6614 A,1,,,,,,,,,4.00 1
Management - MGT 6614 EM,20,,,,,,1,,,4.00 21
Management - MGT 6665 A,1,,,,,,,,,4.00 1
Management - MGT 6665 EM,24,2,,,,,,,,3.92 26
Management - MGT 6748 A,15,,,,,,,,,4.00 15
Management - MGT 6772 A,1,,,,,,,,,4.00 1
Management - MGT 6772 EM,21,7,1,,,,,,,3.69 29
Management - MGT 8803 C,1,,,,,,,,,4.00 1
Management - MGT 8803 EMB,10,4,,,,,2,,,3.71 16
Management - MGT 8803 EMC,25,2,,,,,,,,3.93 27
Management - MGT 8903 DR1,1,,,,,,,,,4.00 1
Management - MGT 8903 DR2,1,,,,,,,,,4.00 1
Management - MGT 8903 DRB,1,,,,,,3,,,4.00 4
Management - MGT 8903 DRD,,,,,,,2,,,2
Management - MGT 8903 DRE,,,,,,,1,,,1
Management - MGT 8903 DRF,,,,,,,1,,,1
Management - MGT 8903 DRG,,,,,,,1,,,1
Management - MGT 8903 DRH,2,,,,,,3,,,4.00 5
Management - MGT 8903 DRI,,,,,,,1,,,1
Management - MGT 8903 DRJ,1,,,,,,,,,4.00 1
Management - MGT 8903 DRK,,,,,,,2,,,2
Management - MGT 8903 DRL,1,,,,,,,,,4.00 1
Management - MGT 8903 DRM,1,,,,,,1,,,4.00 2
Management - MGT 8903 DRN,1,,,,,,,,,4.00 1
Management - MGT 8903 DRO,,,,,,,1,,,1
Management - MGT 8903 DRP,,,,,,,1,,,1
Management - MGT 8903 DRQ,,,,,,,1,,,1
Management - MGT 8903 DRS,,,,,,,1,,,1
Management - MGT 8903 DRU,,,,,,,1,,,1
Management - MGT 8903 DRV,1,,,,,,,,,4.00 1
Management - MGT 8903 DRW,,,,,,,1,,,1
Management - MGT 8903 DRX,,,,,,,2,,,2
Management - MGT 8903 DRY,,,,,,,1,,,1
Management - MGT 8903 DST,,,,,,,1,,,1
Management - MGT 8903 EM1,,,,,,,1,,,1
Management - MGT 8903 EM2,1,,,,,,,,,4.00 1
Management - MGT 8903 EM3,,,,,,,2,,,2
Management - MGT 8903 EM4,1,,,,,,,,,4.00 1
Management - MGT 8903 EM4,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 8903 EM5,1,,,,,,,,,4.00 1
Management - MGT 8903 EM6,1,,,,,,,,,4.00 1
Management - MGT 8903 EM8,1,,,,,,,,,4.00 1
Management - MGT 8903 EM9,1,,,,,,,,,4.00 1
Management - MGT 8903 EMA,2,,,,,,,,,4.00 2
Management - MGT 8903 EMB,1,,,,,,,,,4.00 1
Management - MGT 8903 EMC,1,,,,,,,,,4.00 1
Management - MGT 8903 EMO,,,,,,1,,,,1
Management - MGT 9000 DRA,,,,,,,1,,,1
Management - MGT 9000 TS0,,,,,,,1,,,1
Management - MGT 9000 TS1,,,,,,,1,,,1
Management - MGT 9000 TS2,,,,,,,1,,,1
Management - MGT 9000 TS3,,,,,,,1,,,1
Management - MGT 9000 TS4,,,,,,,1,,,1
Management - MGT 9000 TS5,,,,,,,1,,,1
Management - MGT 9000 TSC,,,,,,,1,,,1
Management of Technology - MOT 6128 A,61,2,,,,,,,,3.97 63
Management of Technology - MOT 6134 A,61,2,,,,,,,,3.97 63
Manufacturing Leadership - MLDR 6701 Q.,5,1,,,,,,,,3.83 6
Manufacturing Leadership - MLDR 6800 Q.,4,2,,,,,,,,3.67 6
Manufacturing Leadership - MLDR 8803 Q.,2,,,,,,,,,4.00 2
Manufacturing Leadership - MLDR 8813 Q.,3,,1,,,,,,,3.50 4
Materials Science & Engr - MSE 2001 A,6,3,2,,,,,,,1 3.36 12
Materials Science & Engr - MSE 2001 B,10,7,,,1,,1,,,1 3.39 20
Materials Science & Engr - MSE 2001 D,20,6,1,2,,,,,,1 3.52 30
Materials Science & Engr - MSE 2001 E,28,10,9,4,,,,,,3 3.22 54
Materials Science & Engr - MSE 2001 F,8,3,,,,,,,,3.73 11
Materials Science & Engr - MSE 2001 R,16,25,,,,,,,,3.39 41
Materials Science & Engr - MSE 2001 R1,11,14,,,,,,,,3.44 25
Materials Science & Engr - MSE 2001 R4,11,7,,,,,,,,1 3.61 19
Materials Science & Engr - MSE 2698 AG,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 BB,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 CM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 GY,,,,,,,,,3,3
Materials Science & Engr - MSE 2698 HG,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 JK,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 MM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 NB,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 PR,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VT,,,,,,,,,1,1
Materials Science & Engr - MSE 2699 AW,,,,,,,1,,,1
Materials Science & Engr - MSE 2699 GY,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 2699 MDL,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 2803 R,13,,,,,,,,,4.00 13
Materials Science & Engr - MSE 3015 R,5,2,,,,,,,,3.71 7
Materials Science & Engr - MSE 4698 DQ,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 GY,,,,,,,,,2,2
Materials Science & Engr - MSE 4698 KK,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 MDL,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 MM,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 V,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 ZLW,,,,,,,,,1,1
Materials Science & Engr - MSE 4699 CPW,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 GY,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 MLS,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 SSJ,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 7000 AG,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 AG,A,B,C,D,F,I,S,U,V,W Aver. Total
Materials Science & Engr - MSE 7000 DY,,,,,,,,1,,1
Materials Science & Engr - MSE 7000 HG,,,,,,,1,,,1
Materials Science & Engr - MSE 8903 PS,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 8903 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 AG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 BC,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 CM,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 CPW,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DLM,,,,,,,3,1,,4
Materials Science & Engr - MSE 9000 DQ,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 DY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 EV,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 FA,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 GY,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 HG,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 HPW,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JAY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JK,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JLB,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JN,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JR,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JWP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KHS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 LIU,,,,,,,5,1,,6
Materials Science & Engr - MSE 9000 MDL,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 MLI,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 MLS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 MM,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 MP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NBG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NEU,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 NT,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 PK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PR,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PS,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 RD,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 REY,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 RG,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 RS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 SG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 SK,,,,,,,9,,,9
Materials Science & Engr - MSE 9000 SRK,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 TS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 TUM,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 VM,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 VT,,,,,,,10,,,10
Materials Science & Engr - MSE 9000 WDH,,,,,,1,,,,1
Materials Science & Engr - MSE 9000 ZK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ZL,,,,,,,8,,,8
Materials Science & Engr - MSE 9000 ZLW,,,,,,,3,,,3
Materials Science & Engr - MSE 9999 J,,,,,,,,,1,1
Mathematics - MATH 1550 SF,17,6,3,,1,,,,,1 3.41 28
Mathematics - MATH 1551 A,3,6,,4,1,,,,,4 2.43 18
Mathematics - MATH 1552 A1,2,6,6,5,3,,,,,3 1.95 25
Mathematics - MATH 1552 A2,3,5,5,4,1,,,,,2 2.28 20
Mathematics - MATH 1553 A1,14,10,,,1,,,,,3.44 25
Mathematics - MATH 1553 A1,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 1553 A2,4,11,4,,,,,,,1 3.00 20
Mathematics - MATH 1553 A3,10,9,4,1,,,,,,1 3.17 25
Mathematics - MATH 1554 A1,8,10,5,2,1,,,,,1 2.85 27
Mathematics - MATH 1554 PAA,,,,,,,,,1,1
Mathematics - MATH 1711 A,7,6,1,3,1,,,,,3 2.83 21
Mathematics - MATH 1712 A,3,3,1,,1,,,,,2.88 8
Mathematics - MATH 2550 A,9,11,1,4,1,,,,,7 2.88 33
Mathematics - MATH 2551 A1,9,8,2,,,,,,,2 3.37 21
Mathematics - MATH 2551 A2,5,7,4,1,,,,,,4 2.94 21
Mathematics - MATH 2551 A3,6,8,4,1,1,,,,,2 2.85 22
Mathematics - MATH 2551 B1,5,1,7,1,,,,,,2.71 14
Mathematics - MATH 2551 B2,4,4,3,2,,,,,,2 2.77 15
Mathematics - MATH 2551 QUP,8,8,3,5,,,,,,5 2.79 29
Mathematics - MATH 2551 R,28,4,,,,,,,,3.88 32
Mathematics - MATH 2552 A1,7,6,3,2,3,,,,,2.57 21
Mathematics - MATH 2552 A2,7,6,1,2,1,,,,,1 2.94 18
Mathematics - MATH 2552 A3,7,3,2,2,,,,,,2 3.07 16
Mathematics - MATH 2552 B1,8,8,3,1,1,,,,,1 3.00 22
Mathematics - MATH 2552 B2,9,6,,3,,,,,,3 3.17 21
Mathematics - MATH 2552 QUP,13,9,6,2,,,,,,3 3.10 33
Mathematics - MATH 2552 R,22,4,,,,,,,,3.85 26
Mathematics - MATH 2603 A1,3,1,4,,,,,,,2.88 8
Mathematics - MATH 2603 A2,3,12,3,2,,,,,,2.80 20
Mathematics - MATH 2603 RLI,8,4,,,,,,,,3.67 12
Mathematics - MATH 3012 A,9,15,10,2,,,,,,2.86 36
Mathematics - MATH 3012 B,9,12,9,3,,,,,,6 2.82 39
Mathematics - MATH 3215 A,7,10,6,,3,,,,,5 2.69 31
Mathematics - MATH 3215 QUP,3,4,1,2,1,,,,,2 2.55 13
Mathematics - MATH 3670 A,7,12,4,4,,,,,,10 2.81 37
Mathematics - MATH 3670 QUP,9,5,5,1,2,,,,,6 2.82 28
Mathematics - MATH 4305 AG,10,10,6,,1,,,,3,10 3.04 40
Mathematics - MATH 4305 AU,2,2,1,2,1,,,,,1 2.25 9
Mathematics - MATH 4305 Q,,3,1,,,5,,,,1 2.75 10
Mathematics - MATH 4581 AG,9,5,4,,,,,,1,3 3.28 22
Mathematics - MATH 4581 AU,2,3,4,,,,,,,2.78 9
Mathematics - MATH 4581 Q,,,,,,10,,,,10
Mathematics - MATH 6701 A,69,7,,,1,,,,,2 3.86 79
Mathematics - MATH 6701 B,26,14,3,3,,,,,1,1 3.37 48
Mathematics - MATH 6701 Q,42,12,,,,,,,,3.78 54
Mathematics - MATH 6701 QSZ,3,,,,,,,,,4.00 3
Mathematics - MATH 7000 BLE,,,,,,,1,,,1
Mathematics - MATH 7999 VH,,,,,,,,,7,7
Mathematics - MATH 8802 ALG,,,,,,,4,,,1 5
Mathematics - MATH 8802 ANA,,,,,,,5,2,,1 8
Mathematics - MATH 8900 BLE,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BON,,,,,,,1,,,1
Mathematics - MATH 8900 BUN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ETN,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 HEH,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEL,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 HOU,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 LAC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LEY,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 LIN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LIU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LLA,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 LOS,,,,,,,2,,,2
Mathematics - MATH 8900 MAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 MAR,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 8900 MCC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 POP,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 RAB,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TAO,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 THO,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 TRO,,,,,,,1,,,1
Mathematics - MATH 8900 WIC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 YAO,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 YUJ,3,,,,,,1,,,4.00 4
Mathematics - MATH 8900 YUX,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,3,,,,,,,,,4.00 3
Mathematics - MATH 8997 A,,,,,,,,,34,34
Mathematics - MATH 8998 A,,,,,,,,,9,9
Mathematics - MATH 9000 BUN,,,,,,,2,,,2
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,4,,,4
Mathematics - MATH 9000 HAR,,,,,,,1,,,1
Mathematics - MATH 9000 HOU,,,,,,,1,,,1
Mathematics - MATH 9000 ILI,,,,,,,1,,,1
Mathematics - MATH 9000 KAN,,,,,,,1,,,1
Mathematics - MATH 9000 LAC,,,,,,,3,,,3
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 SWI,,,,,,,1,,,1
Mathematics - MATH 9000 THO,,,,,,,1,,,1
Mathematics - MATH 9000 YUX,,,,,,,2,,,2
Mechanical Engineering - ME 1770 A,17,3,,,,,,,,3.85 20
Mechanical Engineering - ME 1770 B,11,1,,,1,,,,,3.62 13
Mechanical Engineering - ME 2016 A,9,4,2,3,1,,,,,3 2.89 22
Mechanical Engineering - ME 2110 A,12,8,,,,,,,,3.60 20
Mechanical Engineering - ME 2110 B,10,,,,,,,,,4.00 10
Mechanical Engineering - ME 2110 C,6,5,,,,,,,,3.55 11
Mechanical Engineering - ME 2110 D,11,6,1,,,,,,,3.56 18
Mechanical Engineering - ME 2110 E,10,8,1,,,,,,,1 3.47 20
Mechanical Engineering - ME 2110 F,16,3,,,,,,,,3.84 19
Mechanical Engineering - ME 2202 A,20,15,15,7,4,1,,,,9 2.66 71
Mechanical Engineering - ME 2202 QUP,5,3,2,3,2,,,,,4 2.40 19
Mechanical Engineering - ME 2698 FC3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 KD3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 ST3,,,,,,,,,1,1
Mechanical Engineering - ME 2699 DN1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 GU3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KD3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 WL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 3017 A,13,13,10,5,2,,,,,2.70 43
Mechanical Engineering - ME 3057 A,8,7,2,,,,,,,3.35 17
Mechanical Engineering - ME 3057 B,8,6,,,,,,,,3.57 14
Mechanical Engineering - ME 3057 C,4,4,,,,,,,,3.50 8
Mechanical Engineering - ME 3057 D,9,1,,,,,,,,3.90 10
Mechanical Engineering - ME 3180 B,21,22,10,6,,,,,,4 2.98 63
Mechanical Engineering - ME 3210 A,17,12,10,4,,,,,,2 2.98 45
Mechanical Engineering - ME 3322 B,7,14,12,3,,,,,,2 2.69 38
Mechanical Engineering - ME 3322 C,19,22,1,1,,,,,,3 3.37 46
Mechanical Engineering - ME 3322 QUP,3,3,5,3,,1,,,,4 2.43 19
Mechanical Engineering - ME 3322 R,16,11,,,,,,,,3.59 27
Mechanical Engineering - ME 3340 B,10,24,10,2,,,,,,2 2.91 48
Mechanical Engineering - ME 3340 QUP,5,4,6,,1,,,,,1 2.75 17
Mechanical Engineering - ME 3340 QUP,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 3340 R,5,6,6,,,,,,,2.94 17
Mechanical Engineering - ME 3345 A,15,26,22,5,1,,,,,2.71 69
Mechanical Engineering - ME 3345 QUP,3,2,5,1,,,,,,2.64 11
Mechanical Engineering - ME 3345 RMZ,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4041 A,10,1,2,,,,,,,3.62 13
Mechanical Engineering - ME 4056 A1,11,1,,,,,,,,3.92 12
Mechanical Engineering - ME 4056 A2,7,4,,,,,,,,3.64 11
Mechanical Engineering - ME 4056 A3,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 4056 A6,4,4,,,,,,,,3.50 8
Mechanical Engineering - ME 4056 A7,8,4,,,,,,,,3.67 12
Mechanical Engineering - ME 4182 A,22,,,,,,,,,4.00 22
Mechanical Engineering - ME 4182 B,13,,,,,,,,,4.00 13
Mechanical Engineering - ME 4452 A,9,,1,1,1,,,,,3.25 12
Mechanical Engineering - ME 4698 FK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GA3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 HD3,,,,,,,,,3,3
Mechanical Engineering - ME 4698 HF3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 HM3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 MM3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SB3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 WL3,,,,,,,,,1,1
Mechanical Engineering - ME 4699 AC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 AR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CJ2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GA2,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 GU3,1,1,,,,,,,,3.50 2
Mechanical Engineering - ME 4699 HD2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HD3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 HP3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HT3,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 I2P,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 JL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 KS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 NR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 QH3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ST3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 YG3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 YO1,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 YO2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 YS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4833 AT3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 6305 A,7,4,,,,,,,,2 3.64 13
Mechanical Engineering - ME 6305 Q,,,,,,7,,,,1 8
Mechanical Engineering - ME 6701 Q,26,1,,,,,,,,3.96 27
Mechanical Engineering - ME 6701 Q3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 7000 AID,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 CHO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COS,,,,,,,2,,,2
Mechanical Engineering - ME 7000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 CUN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ERT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ERT,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 7000 FED,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GA1,,,,,,,3,,,3
Mechanical Engineering - ME 7000 GAR,,,,,,,2,,,2
Mechanical Engineering - ME 7000 GRA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 HAM,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 JET,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JOS,,,,,,,2,,,2
Mechanical Engineering - ME 7000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUR,,,,,,,3,,,3
Mechanical Engineering - ME 7000 LEA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MMC,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RAN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 ROS,,,,,,,1,1,,2
