"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 1371 D04,26,10,3,6,2,,,,,1 3.11 48
Computer Science - CS 1371 D05,10,5,2,1,1,,,,,2 3.16 21
Computer Science - CS 1371 D06,8,3,3,1,,,,,,3.20 15
Computer Science - CS 1371 GR,,,,,,,1,,,1
Computer Science - CS 1371 HP1,9,2,,,1,,,,,1 3.50 13
Computer Science - CS 1371 HP2,10,3,2,,,,,,,3.53 15
Computer Science - CS 1371 HP3,7,3,2,,,,,,,1 3.42 13
Computer Science - CS 1371 HP4,5,1,,,,,,,,3.83 6
Computer Science - CS 1801 A,78,11,,1,,,,,,3 3.84 93
Computer Science - CS 2050 A1,15,16,12,1,4,,,,,2 2.77 50
Computer Science - CS 2050 A2,9,16,9,2,,,,,,3 2.89 39
Computer Science - CS 2050 A3,13,5,5,2,6,,,,,2 2.55 33
Computer Science - CS 2050 B1,20,17,11,1,,,,,,1 3.14 50
Computer Science - CS 2050 B2,18,14,11,2,2,,,,,4 2.94 51
Computer Science - CS 2050 B3,23,13,8,3,,,,,,3 3.19 50
Computer Science - CS 2050 GR,,,,,,,2,,,2
Computer Science - CS 2051 A,12,7,4,,,,,,,2 3.35 25
Computer Science - CS 2110 A1,7,5,10,1,2,,,,,2.56 25
Computer Science - CS 2110 A2,7,11,7,,,,,,,3.00 25
Computer Science - CS 2110 A3,10,7,1,5,2,,,,,2.72 25
Computer Science - CS 2110 A4,7,15,,1,,,,,,2 3.22 25
Computer Science - CS 2110 A5,8,9,4,2,1,,,,,1 2.88 25
Computer Science - CS 2110 A6,3,3,,,,,,,,3.50 6
Computer Science - CS 2110 B1,8,7,6,1,3,,,,,2.64 25
Computer Science - CS 2110 B2,8,6,7,1,1,,,,,1 2.83 24
Computer Science - CS 2110 B3,9,6,3,1,2,,,,,3 2.90 24
Computer Science - CS 2110 B4,8,11,3,,1,,,,,2 3.09 25
Computer Science - CS 2110 B5,4,12,6,1,1,,,,,2.71 24
Computer Science - CS 2110 B6,1,3,,1,,,,,,2.80 5
Computer Science - CS 2110 GR,,,,,,,4,,,4
Computer Science - CS 2200 A1,38,15,5,2,1,,,,,3 3.43 64
Computer Science - CS 2200 A2,36,16,5,2,2,,,,,3 3.34 64
Computer Science - CS 2200 A3,34,16,7,1,,,,,,3 3.43 61
Computer Science - CS 2200 GR,,,,,,,4,,,4
Computer Science - CS 2261 A,13,10,9,5,2,,,,,2 2.69 41
Computer Science - CS 2316 A1,19,22,4,2,,,,,,2 3.23 49
Computer Science - CS 2316 A2,15,18,9,3,1,,,,,3 2.93 49
Computer Science - CS 2316 A3,23,12,11,1,2,,,,,1 3.08 50
Computer Science - CS 2316 A4,21,17,7,1,,,,,,3 3.26 49
Computer Science - CS 2316 A5,23,10,8,3,1,,,,,2 3.13 47
Computer Science - CS 2340 A,181,25,,,,,,,,3 3.88 209
Computer Science - CS 2340 GR,,,,,,,1,,,1
Computer Science - CS 2698 V06,,,,,,,,,1,1
Computer Science - CS 2699 B02,,1,,,,,,,,3.00 1
Computer Science - CS 2699 B10,1,,,,,,,,,4.00 1
Computer Science - CS 2699 C04,1,,,,,,,,,4.00 1
Computer Science - CS 2699 C11,1,,,,,,,,,4.00 1
Computer Science - CS 2699 D11,1,,,,,,,,,4.00 1
Computer Science - CS 2699 E03,1,,,,,,,,,4.00 1
Computer Science - CS 2699 E03,A1,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota1
Computer Science - CS 2699 K06,1,,,,,,,,,4.00 1
Computer Science - CS 2699 K10,2,,,,,,,,,4.00 2
Computer Science - CS 2699 L13,1,,,,,,,,,4.00 1
Computer Science - CS 2699 M06,2,,,,,,,,,4.00 2
Computer Science - CS 2699 O02,1,,,,,,,,,4.00 1
Computer Science - CS 2699 R08,3,,,,,,,,,4.00 3
Computer Science - CS 2699 S04,1,,,,,,,,,4.00 1
Computer Science - CS 2699 S06,3,,,,,,1,,,4.00 4
Computer Science - CS 2699 T02,1,,,,,,,,,4.00 1
Computer Science - CS 2699 W05,,,,1,,,,,,1.00 1
Computer Science - CS 2803 WDB,17,1,1,,,,,,,3.84 19
Computer Science - CS 3210 A,15,25,4,,1,,,,,5 3.18 50
Computer Science - CS 3210 GR,,,,,,,1,,2,3
Computer Science - CS 3220 A,18,2,,1,,,,,,2 3.76 23
Computer Science - CS 3251 A,33,13,6,1,1,,,,,3 3.41 57
Computer Science - CS 3251 B,24,16,14,2,2,,,,,3 3.00 61
Computer Science - CS 3251 R,,2,2,,,,,,,2.50 4
Computer Science - CS 3300 A,19,10,1,,,,,,,3.60 30
Computer Science - CS 3451 A,24,34,9,,3,,1,,,17 3.09 88
Computer Science - CS 3510 A,33,19,15,3,,,,,,10 3.17 80
Computer Science - CS 3510 B,26,26,15,,3,,,,,5 3.03 75
Computer Science - CS 3510 C,38,32,2,,1,,,,,4 3.45 77
Computer Science - CS 3600 A,49,14,11,3,4,,2,,,15 3.25 98
Computer Science - CS 3651 A,25,2,,,,,,,,3.93 27
Computer Science - CS 3743 TM,4,,,,,,,,,4.00 4
Computer Science - CS 3750 A,33,10,,,,,,,,2 3.77 45
Computer Science - CS 3750 B,10,22,5,1,,,,,,3.08 38
Computer Science - CS 3790 A,34,21,8,,,,1,,,1 3.41 65
Computer Science - CS 3801 JD,35,10,,,,,,,,1 3.78 46
Computer Science - CS 3801 JD1,50,,,,,,,,,4.00 50
Computer Science - CS 3802 JD2,24,,,,,,,,,4.00 24
Computer Science - CS 4001 A,33,4,1,1,,,,,,3.77 39
Computer Science - CS 4001 B,23,15,1,1,,,,,,3.50 40
Computer Science - CS 4001 C,27,12,1,,,,,,,1 3.65 41
Computer Science - CS 4005 A,5,,,,,,,,,4.00 5
Computer Science - CS 4210 A,3,2,,,,,,,,3.60 5
Computer Science - CS 4220 A,2,2,,,,,,,,3.50 4
Computer Science - CS 4235 A,31,18,,,,,,,,1 3.63 50
Computer Science - CS 4240 A,12,6,11,,,,,,,6 3.03 35
Computer Science - CS 4261 A,30,13,,,,,,,,3.70 43
Computer Science - CS 4270 A,11,,,,,,,,,4.00 11
Computer Science - CS 4290 A,8,3,4,1,2,,,,,5 2.78 23
Computer Science - CS 4400 A,33,82,30,3,,,2,,,8 2.98 158
Computer Science - CS 4400 B,21,39,11,5,,,2,,,2 3.00 80
Computer Science - CS 4400 X,16,7,6,,,,,,,1 3.34 30
Computer Science - CS 4420 A,27,1,,,1,,,,,2 3.83 31
Computer Science - CS 4455 A1,19,7,1,,,,,,,3 3.67 30
Computer Science - CS 4455 A2,17,4,2,,,,,,,1 3.65 24
Computer Science - CS 4460 A,25,23,7,1,,,,,,3 3.29 59
Computer Science - CS 4460 B,3,10,10,3,2,,1,,,5 2.32 34
Computer Science - CS 4470 A,10,4,4,,4,,,,,2.73 22
Computer Science - CS 4495 A,25,12,4,1,5,,,,,13 3.09 60
Computer Science - CS 4495 GR,29,10,1,,,,,,,3.70 40
Computer Science - CS 4510 A,18,22,18,8,,,,,,6 2.76 72
Computer Science - CS 4540 A,23,6,3,,,,,,,1 3.63 33
Computer Science - CS 4590 A,13,10,,,,,1,,,4 3.57 28
Computer Science - CS 4635 A,18,15,2,1,1,,,,,4 3.30 41
Computer Science - CS 4649 A,7,8,,,,,,,,3.47 15
Computer Science - CS 4649 A,A7,B8,C,D,F,I,S,U,V,W A3v.e4r7. To1ta5
Computer Science - CS 4650 A,10,5,,1,2,,2,,,4 3.11 24
Computer Science - CS 4660 A,24,4,,,,,,,,3.86 28
Computer Science - CS 4698 C11,,,,,,,,,1,1
Computer Science - CS 4698 E03,,,,,,,,,2,2
Computer Science - CS 4698 E08,,,,,,,,,1,1
Computer Science - CS 4698 G03,,,,,,,,,1,1
Computer Science - CS 4698 K06,,,,,,,,,2,2
Computer Science - CS 4698 M16,,,,,,,,,1,1
Computer Science - CS 4698 O02,,,,,,,,,1,1
Computer Science - CS 4698 R14,,,,,,,,,1,1
Computer Science - CS 4698 T05,,,,,,,,,1,1
Computer Science - CS 4698 V06,,,,,,,,,1,1
Computer Science - CS 4698 X01,,,,,,,,,1,1
Computer Science - CS 4699 A08,1,,,,,,,,,4.00 1
Computer Science - CS 4699 C04,4,,,,,,,,,4.00 4
Computer Science - CS 4699 E03,2,,,,,,,,,4.00 2
Computer Science - CS 4699 F02,1,,,,,,,,,4.00 1
Computer Science - CS 4699 F04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G02,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G03,2,,,,,,,,,4.00 2
Computer Science - CS 4699 G10,1,,,,,,,,,4.00 1
Computer Science - CS 4699 K06,3,,,,,,,,,4.00 3
Computer Science - CS 4699 K10,2,,,,,,,,,4.00 2
Computer Science - CS 4699 L05,1,,,,,,,,,4.00 1
Computer Science - CS 4699 L10,1,,,,,,,,,4.00 1
Computer Science - CS 4699 L13,3,,,,,,,,,4.00 3
Computer Science - CS 4699 M06,,,1,,,,,,,2.00 1
Computer Science - CS 4699 M08,1,,,,,,,,,4.00 1
Computer Science - CS 4699 M16,3,,,,,,,,,4.00 3
Computer Science - CS 4699 O02,2,,,,,,,,,4.00 2
Computer Science - CS 4699 P05,1,,,,,,,,,4.00 1
Computer Science - CS 4699 P12,1,,,,,,,,,4.00 1
Computer Science - CS 4699 P14,1,,,,,,,,,4.00 1
Computer Science - CS 4699 R04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 R08,,,,,,,1,,,1
Computer Science - CS 4699 S04,2,1,,,,,,,,3.67 3
Computer Science - CS 4699 T02,2,,,,,,,,,4.00 2
Computer Science - CS 4699 T05,2,,,,,,,,,4.00 2
Computer Science - CS 4699 W05,2,,,,,,,,,4.00 2
Computer Science - CS 4710 A,13,1,,,,,,,,3.93 14
Computer Science - CS 4741 TM,4,1,,,,,,,,3.80 5
Computer Science - CS 4803 AIS,4,1,,,,,,,,3.80 5
Computer Science - CS 4803 GS1,2,2,,,,,,,,1 3.50 5
Computer Science - CS 4803 MLT,3,1,,,,,1,1,,3.75 6
Computer Science - CS 4803 PPL,4,1,,,,,,,,1 3.80 6
Computer Science - CS 4901 A,1,,,,,,,,,4.00 1
Computer Science - CS 4901 ARE,17,,,,,,,,1,4.00 18
Computer Science - CS 4901 IP,1,,,,,,,,,4.00 1
Computer Science - CS 4903 B04,1,,,,,,,,,4.00 1
Computer Science - CS 4903 C04,2,,,,,,,,,4.00 2
Computer Science - CS 4903 I01,1,,,,,,,,,4.00 1
Computer Science - CS 4903 R12,1,,,,,,,,,4.00 1
Computer Science - CS 4903 S04,1,,,,,,,,,4.00 1
Computer Science - CS 4903 S15,,,,,,,5,,,5
Computer Science - CS 4903 UTA,56,1,,,,,,,,3.98 57
Computer Science - CS 4911 A,42,,2,,,,,,,3.91 44
Computer Science - CS 4911 B,42,1,2,,1,,,,,1 3.80 47
Computer Science - CS 4911 C4G,20,4,,,,,,,,3.83 24
Computer Science - CS 4911 C4G,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 4912 A,28,,1,,,,,,,3.93 29
Computer Science - CS 4980 E06,,,,,,,,,,1 1
Computer Science - CS 4980 G02,1,,,,,,,,,4.00 1
Computer Science - CS 4980 T07,1,,,,,,,,,4.00 1
Computer Science - CS 6035 A,29,1,,,,,,,,3.97 30
Computer Science - CS 6035 Q,5,,,,,,,,,4.00 5
Computer Science - CS 6150 A,14,1,,,,,,,,3.93 15
Computer Science - CS 6210 A,23,21,1,,3,,1,,1,5 3.27 55
Computer Science - CS 6210 O01,24,35,6,4,6,,,,,78 2.89 153
Computer Science - CS 6235 A,45,1,,,,,,,,3.98 46
Computer Science - CS 6238 A,16,13,,,,,,,1,2 3.55 32
Computer Science - CS 6238 Q,2,2,,,1,,,,,2.80 5
Computer Science - CS 6250 A,71,,,,,,,,,4.00 71
Computer Science - CS 6250 O01,182,29,8,,4,,,,,33 3.73 256
Computer Science - CS 6250 R,4,3,,,,,,,,3.57 7
Computer Science - CS 6260 A,13,17,2,,,,1,,1,7 3.34 41
Computer Science - CS 6260 Q,1,4,1,,,,,,,3.00 6
Computer Science - CS 6262 A,22,5,,,,,,,,3.81 27
Computer Science - CS 6262 R,5,1,,,,,,,,3.83 6
Computer Science - CS 6265 A,14,,,,,,,,,4.00 14
Computer Science - CS 6265 Q,2,2,,,,,,,,3.50 4
Computer Science - CS 6265 QSA,29,5,1,,,,,,,3.80 35
Computer Science - CS 6266 A,5,1,,,,,,,,3.83 6
Computer Science - CS 6266 Q,2,,,,,,,,,4.00 2
Computer Science - CS 6290 A,32,8,,,,,,,,2 3.80 42
Computer Science - CS 6290 O01,19,14,13,1,3,,,,,60 2.90 110
Computer Science - CS 6300 O01,163,43,13,6,8,,,,,25 3.49 258
Computer Science - CS 6310 O01,82,53,4,,6,,,,,50 3.41 195
Computer Science - CS 6340 A,28,7,,1,,,,,,6 3.72 42
Computer Science - CS 6400 A,19,16,,,1,,,,1,3 3.44 40
Computer Science - CS 6422 A,33,,,,,,,,,4.00 33
Computer Science - CS 6440 O01,70,27,2,,2,,,,,27 3.61 128
Computer Science - CS 6451 A,7,,,,,,,,,4.00 7
Computer Science - CS 6452 A,24,1,,,,,,,,1 3.96 26
Computer Science - CS 6456 A,16,6,3,,,,,,,1 3.52 26
Computer Science - CS 6457 A,11,2,,,,,,,,1 3.85 14
Computer Science - CS 6460 A,24,,,,,,,,,4.00 24
Computer Science - CS 6491 A,21,3,,,,,,,,2 3.88 26
Computer Science - CS 6505 A,44,24,3,3,,,2,,,3.47 76
Computer Science - CS 6505 O01,49,44,23,10,9,,,1,,84 2.84 220
Computer Science - CS 6520 A,20,,,,,,,,1,4.00 21
Computer Science - CS 6601 A,43,13,2,,,,3,1,1,6 3.71 69
Computer Science - CS 6750 A,28,17,5,,,,,,,3.46 50
Computer Science - CS 6753 A,63,5,3,,,,,,,3.85 71
Computer Science - CS 6763 A,1,,,,,,,,,4.00 1
Computer Science - CS 6998 A01,2,,,,,,,,,4.00 2
Computer Science - CS 6998 A08,1,,,,,,,,,4.00 1
Computer Science - CS 6998 B09,1,,,,,,,,,4.00 1
Computer Science - CS 6998 B15,2,,,,,,,,,4.00 2
Computer Science - CS 6998 B16,1,,,,,,,,,4.00 1
Computer Science - CS 6998 C04,1,,,,,,,,,4.00 1
Computer Science - CS 6998 E05,,1,,,,,,,,3.00 1
Computer Science - CS 6998 F04,1,,1,,,,,,,3.00 2
Computer Science - CS 6998 G06,2,,,,,,,,,4.00 2
Computer Science - CS 6998 G11,1,,,,,,,,,4.00 1
Computer Science - CS 6998 M05,1,,,,,,,,,4.00 1
Computer Science - CS 6998 M08,2,,,,,,,,,4.00 2
Computer Science - CS 6998 S04,3,,,,,,,,,4.00 3
Computer Science - CS 6998 S04,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 6998 W01,1,1,,,,,,,,3.50 2
Computer Science - CS 6998 W09,1,1,,,,,,,,3.50 2
Computer Science - CS 6999 A12,2,,,,,,,,,4.00 2
Computer Science - CS 6999 B04,4,,,,,,,,,4.00 4
Computer Science - CS 6999 C04,2,,,,,,,,,4.00 2
Computer Science - CS 6999 C11,1,,,,,,,,,4.00 1
Computer Science - CS 6999 D07,1,,,,,,,,,4.00 1
Computer Science - CS 6999 D11,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 F07,3,,,,,,,,,4.00 3
Computer Science - CS 6999 G02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 H09,1,,,,,,,,,4.00 1
Computer Science - CS 6999 L03,5,,,,,,,,,4.00 5
Computer Science - CS 6999 L10,3,,,,,,,,,4.00 3
Computer Science - CS 6999 M14,1,,,,,,,,,4.00 1
Computer Science - CS 6999 M16,1,,,,,,,,,4.00 1
Computer Science - CS 6999 N01,2,,,,,,,,,4.00 2
Computer Science - CS 6999 P05,3,,,,,,,,,4.00 3
Computer Science - CS 6999 P09,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R14,1,,,,,,,,,4.00 1
Computer Science - CS 6999 S02,4,,,,,,,,,4.00 4
Computer Science - CS 6999 S04,2,,,,,,,,,4.00 2
Computer Science - CS 6999 S20,1,,,,,,,,,4.00 1
Computer Science - CS 6999 S21,,1,,,,,,,,3.00 1
Computer Science - CS 6999 T02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 V06,3,,1,,,,,,,3.50 4
Computer Science - CS 6999 W05,1,,,,,,,,,4.00 1
Computer Science - CS 6999 W09,1,,,,,,,,,4.00 1
Computer Science - CS 7000 GTL,,,,,,,1,,,1
Computer Science - CS 7000 N05,,,,,,,1,,,1
Computer Science - CS 7000 R18,,,,,,,1,,,1
Computer Science - CS 7000 Y01,,,,,,,1,,,1
Computer Science - CS 7001 A,47,3,,,1,,,,,3.86 51
Computer Science - CS 7260 A,21,12,1,,,,,,,3.59 34
Computer Science - CS 7290 A,8,1,,,,,,,,3.89 9
Computer Science - CS 7292 A,18,2,,,,,,,,3.90 20
Computer Science - CS 7450 A,24,22,1,,,,1,,1,3 3.49 52
Computer Science - CS 7495 A,22,1,,,,,,,,2 3.96 25
Computer Science - CS 7496 A,22,,,,,,,,1,1 4.00 24
Computer Science - CS 7535 A,9,3,2,,,,,,3,1 3.50 18
Computer Science - CS 7633 A,18,,,,,,,,1,1 4.00 20
Computer Science - CS 7634 A,15,1,,,,,,,1,3.94 17
Computer Science - CS 7637 A,31,,,,,,1,,,2 4.00 34
Computer Science - CS 7637 O01,138,25,4,,3,,,,,26 3.74 196
Computer Science - CS 7641 A,40,29,,,,,,,1,3 3.58 73
Computer Science - CS 7641 O01,84,48,4,12,4,,,,,97 3.29 249
Computer Science - CS 7646 A,81,8,3,1,,,,,2,1 3.82 96
Computer Science - CS 7646 QCF,3,1,,,,,,,,1 3.75 5
Computer Science - CS 7649 A,12,4,,,,,,,1,3.75 17
Computer Science - CS 7650 A,10,7,1,,1,,1,1,5,6 3.32 32
Computer Science - CS 7785 A,13,,,,,,,,,4.00 13
Computer Science - CS 7999 PHD,,,,,,,5,,,5
Computer Science - CS 8001 AHS,,,,,,,8,,,8
Computer Science - CS 8001 AR,,,,,,,12,,1,1 14
Computer Science - CS 8001 BIS,,,,,,,5,,,5
Computer Science - CS 8001 CAS,,,,,,,15,,,15
Computer Science - CS 8001 CAT,,,,,,,1,,,1
Computer Science - CS 8001 CAT,A,B,C,D,F,I,S1,U,V,W Aver. Tota1
Computer Science - CS 8001 GVU,,,,,,,21,,,21
Computer Science - CS 8001 HCC,,,,,,,10,,,10
Computer Science - CS 8001 INF,,,,,,,16,,,16
Computer Science - CS 8001 RIM,,,,,,,5,,,5
Computer Science - CS 8001 SC,,,,,,,10,,,10
Computer Science - CS 8001 SYS,,,,,,,12,,,12
Computer Science - CS 8002 HCC,,,,,,,25,,,25
Computer Science - CS 8750 A,,1,,,,,,,,3.00 1
Computer Science - CS 8751 A,3,,,,,,,,,4.00 3
Computer Science - CS 8803 ASE,14,,1,,,,,,,3.87 15
Computer Science - CS 8803 BSS,12,2,1,,,,,,1,1 3.73 17
Computer Science - CS 8803 GS1,3,,,,,,,,,4.00 3
Computer Science - CS 8803 HIE,5,,,,,,,,,4.00 5
Computer Science - CS 8803 MAS,24,8,,,,,,,1,1 3.75 34
Computer Science - CS 8803 O01,43,7,,2,3,,,,,8 3.55 63
Computer Science - CS 8803 PPL,9,2,,,,,,,1,1 3.82 13
Computer Science - CS 8803 QSA,31,4,,,,,,,,3.89 35
Computer Science - CS 8803 SDN,19,,,,,,,,,2 4.00 21
Computer Science - CS 8803 SER,8,,,,,,1,,,4.00 9
Computer Science - CS 8803 SOC,23,9,1,,,,,,,3.67 33
Computer Science - CS 8803 SRD,10,,,,,,,,,4.00 10
Computer Science - CS 8804 MLR,13,,,,,,,,,1 4.00 14
Computer Science - CS 8903 A02,2,,,,,,,,,4.00 2
Computer Science - CS 8903 A04,2,,,,,,,,,4.00 2
Computer Science - CS 8903 A06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 A09,1,,,,,,,,,4.00 1
Computer Science - CS 8903 A13,2,,,,,,,,,4.00 2
Computer Science - CS 8903 B02,3,,,,,,,,,4.00 3
Computer Science - CS 8903 B03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B09,,1,,,,,,,,3.00 1
Computer Science - CS 8903 B16,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B17,1,,,,,,1,,,4.00 2
Computer Science - CS 8903 C04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 C07,4,,,,,,,,,4.00 4
Computer Science - CS 8903 C11,1,,,,,,,,,4.00 1
Computer Science - CS 8903 D04,4,,,,,,,,,4.00 4
Computer Science - CS 8903 D07,4,,,,,,,,,4.00 4
Computer Science - CS 8903 D10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 D12,5,,,,,,,,,4.00 5
Computer Science - CS 8903 E03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 E07,1,,,,,,,,,4.00 1
Computer Science - CS 8903 E08,,1,,,,,,,,3.00 1
Computer Science - CS 8903 E09,1,,,,,,,,,4.00 1
Computer Science - CS 8903 E10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 F07,3,,,,,,,,,4.00 3
Computer Science - CS 8903 G02,8,,,,,,,,,4.00 8
Computer Science - CS 8903 G03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G08,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G10,2,,,,,,,,,4.00 2
Computer Science - CS 8903 H07,1,,,,,,,,,4.00 1
Computer Science - CS 8903 I01,,,,,,,1,,,1
Computer Science - CS 8903 K06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 K09,1,,,,,,,,,4.00 1
Computer Science - CS 8903 K12,4,,,,,,,,,4.00 4
Computer Science - CS 8903 L03,2,,,,,,,,,4.00 2
Computer Science - CS 8903 L04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 L05,3,,,,,,,,,4.00 3
Computer Science - CS 8903 L05,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 8903 M06,2,,,,,,,,,4.00 2
Computer Science - CS 8903 M08,3,,,,,,,,,4.00 3
Computer Science - CS 8903 N01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 N05,2,,,,,,,,,4.00 2
Computer Science - CS 8903 O02,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P02,4,,,,,,,,,4.00 4
Computer Science - CS 8903 P05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P07,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P14,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R02,3,,,,,,,,,4.00 3
Computer Science - CS 8903 R04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R08,3,,,,,,1,,,4.00 4
Computer Science - CS 8903 R14,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S02,5,1,,,,,,,,3.83 6
Computer Science - CS 8903 S06,4,,,,,,,,,4.00 4
Computer Science - CS 8903 S20,2,,,,,,1,,,4.00 3
Computer Science - CS 8903 T05,2,,,,,,,,,4.00 2
Computer Science - CS 8903 T06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 V01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 W01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 W05,2,,,,,,,,,4.00 2
Computer Science - CS 8903 W09,1,,,,,,,,,4.00 1
Computer Science - CS 8903 X01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 Y01,2,,,,,,,,,4.00 2
Computer Science - CS 8997 GTA,,,,,,,,,46,46
Computer Science - CS 8998 GRA,,,,,,,,,104,104
Computer Science - CS 8999 A01,,,,,,,4,,,4
Computer Science - CS 8999 A02,,,,,,,2,,,2
Computer Science - CS 8999 A04,,,,,,,1,,,1
Computer Science - CS 8999 A06,,,,,,,1,,,1
Computer Science - CS 8999 A11,,,,,,,1,,,1
Computer Science - CS 8999 A12,,,,,,,1,,,1
Computer Science - CS 8999 B06,,,,,,,1,,,1
Computer Science - CS 8999 C07,,,,,,,5,,,5
Computer Science - CS 8999 C11,,,,,,,1,,,1
Computer Science - CS 8999 D04,,,,,,,2,,,2
Computer Science - CS 8999 D07,,,,,,,1,,,1
Computer Science - CS 8999 D10,,,,,,,2,,,2
Computer Science - CS 8999 E03,,,,,,,3,,,3
Computer Science - CS 8999 E05,,,,,,,2,,,2
Computer Science - CS 8999 E08,,,,,,,3,,,3
Computer Science - CS 8999 F07,,,,,,,6,,,6
Computer Science - CS 8999 G06,,,,,,,1,,,1
Computer Science - CS 8999 G11,,,,,,,1,,,1
Computer Science - CS 8999 K06,,,,,,,2,,,2
Computer Science - CS 8999 K09,,,,,,,1,,,1
Computer Science - CS 8999 L03,,,,,,,2,,,2
Computer Science - CS 8999 L05,,,,,,,3,,,3
Computer Science - CS 8999 L10,,,,,,,1,,,1
Computer Science - CS 8999 M06,,,,,,,1,,,1
Computer Science - CS 8999 M07,,,,,,,1,,,1
Computer Science - CS 8999 M08,,,,,,,3,,,3
Computer Science - CS 8999 M16,,,,,,,2,,,2
Computer Science - CS 8999 O02,,,,,,,3,,,3
Computer Science - CS 8999 P02,,,,,,,1,,,1
Computer Science - CS 8999 P05,,,,,,,1,,,1
Computer Science - CS 8999 P12,,,,,,,1,,,1
Computer Science - CS 8999 P12,A,B,C,D,F,I,S1,U,V,W Aver. Tota1
Computer Science - CS 8999 R02,,,,,,,1,,,1
Computer Science - CS 8999 R04,,,,,,,1,,,1
Computer Science - CS 8999 R08,,,,,,,3,,,3
Computer Science - CS 8999 R12,,,,,,,1,,,1
Computer Science - CS 8999 S02,,,,,,,3,,,3
Computer Science - CS 8999 S04,,,,,,,1,,,1
Computer Science - CS 8999 S06,,,,,,,1,,,1
Computer Science - CS 8999 T05,,,,,,,3,,,3
Computer Science - CS 8999 W01,,,,,,,3,,,3
Computer Science - CS 9000 A01,,,,,,,4,,,4
Computer Science - CS 9000 A02,,,,,,,2,,,2
Computer Science - CS 9000 A04,,,,,,,1,,,1
Computer Science - CS 9000 A13,,,,,,,3,,,3
Computer Science - CS 9000 B02,,,,,,,1,,,1
Computer Science - CS 9000 B03,,,,,,,3,,,3
Computer Science - CS 9000 B04,,,,,,,2,,,2
Computer Science - CS 9000 B16,,,,,,,1,,,1
Computer Science - CS 9000 C07,,,,,,,7,,,7
Computer Science - CS 9000 C09,,,,,,,2,,,2
Computer Science - CS 9000 C11,,,,,,,1,,,1
Computer Science - CS 9000 D04,,,,,,,2,,,2
Computer Science - CS 9000 D07,,,,,,,2,,,2
Computer Science - CS 9000 E03,,,,,,,1,,,1
Computer Science - CS 9000 E05,,,,,,,1,,,1
Computer Science - CS 9000 E08,,,,,,,2,,,2
Computer Science - CS 9000 F04,,,,,,,1,,,1
Computer Science - CS 9000 F07,,,,,,,5,,,5
Computer Science - CS 9000 F08,,,,,,,1,,,1
Computer Science - CS 9000 G02,,,,,,,2,,,2
Computer Science - CS 9000 G03,,,,,,,1,,,1
Computer Science - CS 9000 G06,,,,,,,1,,,1
Computer Science - CS 9000 G11,,,,,,,3,,,3
Computer Science - CS 9000 H03,,,,,,,3,,,3
Computer Science - CS 9000 I01,,,,,,,7,,,7
Computer Science - CS 9000 K06,,,,,,,3,,,3
Computer Science - CS 9000 L03,,,,,,,2,,,2
Computer Science - CS 9000 L05,,,,,,,4,,,4
Computer Science - CS 9000 L10,,,,,,,2,,,2
Computer Science - CS 9000 M05,,,,,,,2,,,2
Computer Science - CS 9000 M06,,,,,,,2,,,2
Computer Science - CS 9000 M16,,,,,,,1,,,1
