"",A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 4366 A,11,10,1,,,,,,,1 3.45 23
Management - MGT 4450 A,4,5,,,1,,,,,3.10 10
Management - MGT 4599 A,,,,,,,1,,,1
Management - MGT 4599 B,,,,,,,1,,,1
Management - MGT 4599 C,,,,,,,1,,,1
Management - MGT 4611 R,14,,,,,,,,,4.00 14
Management - MGT 4611 R,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 4803 ES,6,,,,,,,,,4.00 6
Management - MGT 4803 R,14,,,,,,,,,4.00 14
Management - MGT 4803 R1,5,,,,,,,,,4.00 5
Management - MGT 4910 A,1,,,,,,,,,4.00 1
Management - MGT 4910 B,1,,,,,,,,,4.00 1
Management - MGT 4910 C,1,,,,,,,,,4.00 1
Management - MGT 4910 D,1,,,,,,,,,4.00 1
Management - MGT 4910 TS1,3,,,,,,,,,4.00 3
Management - MGT 4910 TS2,7,,,,,,,,,4.00 7
Management - MGT 4911 TS1,6,,,,,,,,,4.00 6
Management - MGT 4912 TS1,12,,,,,,,,,4.00 12
Management - MGT 6030 EM,19,,,,,,,,,4.00 19
Management - MGT 6045 EM,16,4,,,,,1,,,3.80 21
Management - MGT 6060 EM,22,3,2,,,,,,,3.74 27
Management - MGT 6066 EM,28,1,,,,,4,,,3.97 33
Management - MGT 6100 EM,35,9,,,,,,,,3.80 44
Management - MGT 6111 A,1,,,,,,,,,4.00 1
Management - MGT 6111 EM1,16,1,,,,,2,,,3.94 19
Management - MGT 6113 EM,9,,,,,,1,,,4.00 10
Management - MGT 6123 EM,44,15,,,,,,,,3.75 59
Management - MGT 6124 A,,2,,,,,,,,3.00 2
Management - MGT 6124 EM,38,25,3,,,,,,,3.53 66
Management - MGT 6125 EM,41,2,,,,,,,,3.95 43
Management - MGT 6126 EM,38,5,,,,,,,,3.88 43
Management - MGT 6127 EM1,,,,,,,11,,,11
Management - MGT 6127 EM2,,,,,,,12,,,12
Management - MGT 6127 EM3,,,,,,,12,,,12
Management - MGT 6127 EM4,,,,,,,5,,,1 6
Management - MGT 6127 EM5,,,,,,,10,,,10
Management - MGT 6127 EM6,,,,,,,5,,,5
Management - MGT 6128 A,1,1,,,,,,,,3.50 2
Management - MGT 6128 EM,57,9,,,,,,,,3.86 66
Management - MGT 6165 EM,24,1,,,,,,,,3.96 25
Management - MGT 6185 A,3,,,,,,,,,4.00 3
Management - MGT 6185 EM,20,,,,,,6,,,1 4.00 27
Management - MGT 6335 EM,10,2,,,,,1,,,1 3.83 14
Management - MGT 6350 EM,66,7,,,,,,,,3.90 73
Management - MGT 6360 A,2,,,,,,,,,1 4.00 3
Management - MGT 6360 EM,18,8,,,,,,,,3.69 26
Management - MGT 6450 EM,24,11,2,,,,5,,,3.59 42
Management - MGT 6450 EX,,,,,,,,,1,1
Management - MGT 6772 A,5,5,,,,,,,,3.50 10
Management - MGT 6772 EM,15,18,,,,,,,,3.45 33
Management - MGT 8803 AP1,10,,,,,,,,,4.00 10
Management - MGT 8803 AP2,10,,,,,,,,,4.00 10
Management - MGT 8803 EM1,6,2,,,,,,,,3.75 8
Management - MGT 8803 EM2,7,,,,,,1,,,4.00 8
Management - MGT 8903 A,1,,,,,,,,,4.00 1
Management - MGT 8903 C,,,,,,,5,,,5
Management - MGT 8903 DRA,1,,,,,,,,,4.00 1
Management - MGT 8903 DRB,2,,,,,,,,,4.00 2
Management - MGT 8903 DRC,2,,,,,,2,,,4.00 4
Management - MGT 8903 DRD,1,,,,,,3,,,4.00 4
Management - MGT 8903 DRE,2,,,,,,,,,4.00 2
Management - MGT 8903 DRF,,,,,,,2,,,2
Management - MGT 8903 DRG,1,,,,,,1,,,4.00 2
Management - MGT 8903 DRH,,,,,,,1,,,1
Management - MGT 8903 DRI,1,,,,,,,,,4.00 1
Management - MGT 8903 DRI,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 8903 DRJ,1,,,,,,,,,4.00 1
Management - MGT 8903 DRK,,,,,,,1,,,1
Management - MGT 8903 DRL,1,,,,,,,,,4.00 1
Management - MGT 8903 DRM,1,,,,,,,,,4.00 1
Management - MGT 8903 DRN,,,,,,,1,,,1
Management - MGT 8903 DRO,1,,,,,,,,,4.00 1
Management - MGT 8903 DRP,3,,,,,,,,,4.00 3
Management - MGT 8903 DRQ,2,,,,,,,,,4.00 2
Management - MGT 8903 EM1,,,,,,,1,,,1
Management - MGT 8903 EM2,,,,,,,1,,,1
Management - MGT 8903 EM3,,,,,,,1,,,1
Management - MGT 8903 EM4,1,,,,,,,,,4.00 1
Management - MGT 8903 EM5,1,,,,,,,,,4.00 1
Management - MGT 8903 EM7,2,,,,,,,,,4.00 2
Management - MGT 8903 EM9,1,,,,,,,,,4.00 1
Management - MGT 9000 DRA,,,,,,,1,,,1
Management - MGT 9000 TS0,,,,,,,1,,,1
Management - MGT 9000 TS1,,,,,,,2,,,2
Management - MGT 9000 TS2,,,,,,,1,,,1
Management - MGT 9000 TS3,,,,,,,1,,,1
Management - MGT 9000 TS5,,,,,,,1,,,1
Management - MGT 9000 TSC,,,,,,,1,,,1
Management - MGT 9000 TSE,,,,,,,1,,,1
Management - MGT 9000 TSG,,,,,,,1,,,1
Management - MGT 9000 TSJ,,,,,,,1,,,1
Management - MGT 9000 TSM,,,,,,,2,,,2
Management of Technology - MOT 6128 A,57,4,,,,,,,,3.93 61
Management of Technology - MOT 6134 A,56,1,3,1,,,,,,3.84 61
Materials Science & Engr - MSE 2001 B,50,50,12,2,2,,,,,11 3.24 127
Materials Science & Engr - MSE 2001 C,21,18,6,,,,,,,3 3.33 48
Materials Science & Engr - MSE 2001 D,8,4,6,3,,,1,,,6 2.81 28
Materials Science & Engr - MSE 2001 R,14,25,7,,,,,,,3.15 46
Materials Science & Engr - MSE 2001 R1,5,28,5,,,,,,,3.00 38
Materials Science & Engr - MSE 2001 R2,11,17,1,,,,,,,3.34 29
Materials Science & Engr - MSE 2001 R3,16,7,,,,,,,,3.70 23
Materials Science & Engr - MSE 2698 DY,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 EV,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 FA,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 JRR,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 KG,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 KS,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 ML,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 NT,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 PR,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 RN,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VM,,,,,,,,,2,2
Materials Science & Engr - MSE 2699 CPW,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 3720 A,2,2,1,,,,,,,3.20 5
Materials Science & Engr - MSE 4022 A,,,1,,,,,,,2.00 1
Materials Science & Engr - MSE 4698 GY,,,,,,,,,2,2
Materials Science & Engr - MSE 4698 NEU,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 PS,,,,,,,,,2,2
Materials Science & Engr - MSE 4699 CPW,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 HG,2,,,,1,,,,,2.67 3
Materials Science & Engr - MSE 4699 KK,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 RFS,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 SSJ,6,,,,,,,,,4.00 6
Materials Science & Engr - MSE 4699 ZL,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 ZL,A,B,C,D,F,I,S,U,V,W Aver. Total
Materials Science & Engr - MSE 7000 AG,,,,,,,2,,,2
Materials Science & Engr - MSE 7000 EV,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 RM,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 RT,,,,,,,2,,,2
Materials Science & Engr - MSE 7000 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 WC,,,,,,,1,,,1
Materials Science & Engr - MSE 8903 DB,,,,,,,,,,1 1
Materials Science & Engr - MSE 9000 BC,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 CM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 CPW,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 CS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DB,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 DLM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 DQ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 DY,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 EV,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 FA,,,,,,,,1,,1
Materials Science & Engr - MSE 9000 GY,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 HG,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 HPW,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JAY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JKC,,,,,,,,2,,2
Materials Science & Engr - MSE 9000 JR,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JWP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 KK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KS,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 MDL,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 ML,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 MLI,,,,,,,,1,,1
Materials Science & Engr - MSE 9000 MLS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 MP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NEU,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NNT,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 PK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PS,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 RAG,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 RFS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 RUS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 SK,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 SRK,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SSJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 THS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 TUM,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 VM,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 VT,,,,,,,11,,,11
Materials Science & Engr - MSE 9000 WDH,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ZK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ZL,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 ZLW,,,,,,,5,,,5
Mathematics - MATH 1501 B1,1,1,,1,2,,,,,1.60 5
Mathematics - MATH 1501 B2,3,,,,,,,,,4.00 3
Mathematics - MATH 1501 QUP,1,2,1,,3,,,,,1 1.71 8
Mathematics - MATH 1502 A1,2,6,4,1,1,,,,,2.50 14
Mathematics - MATH 1502 A2,8,10,3,1,1,,,,,1 3.00 24
Mathematics - MATH 1502 A3,1,3,6,3,2,,,,,2 1.87 17
Mathematics - MATH 1502 QUP,6,4,2,1,,,,,,2 3.15 15
Mathematics - MATH 1502 QUP,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 1522 A,8,8,4,1,,,,,,2 3.10 23
Mathematics - MATH 1550 SF,22,10,5,,,,,,,1 3.46 38
Mathematics - MATH 1711 A,8,7,10,,2,,,,,2.70 27
Mathematics - MATH 2401 A1,12,5,3,,1,,,,,1 3.29 22
Mathematics - MATH 2401 A2,15,4,1,,,,,,,3.70 20
Mathematics - MATH 2401 B1,9,4,1,,,,,,,3.57 14
Mathematics - MATH 2401 B2,12,2,3,,1,,,,,2 3.33 20
Mathematics - MATH 2401 B3,11,3,3,2,1,,,,,3.05 20
Mathematics - MATH 2401 C1,4,4,,1,,,,,,1 3.22 10
Mathematics - MATH 2401 C2,4,4,6,2,1,,,,,3 2.47 20
Mathematics - MATH 2401 R,7,,1,,,,,,,3.75 8
Mathematics - MATH 2403 A1,2,5,8,,1,,,,,1 2.44 17
Mathematics - MATH 2403 A2,4,9,4,,2,,,,,2.68 19
Mathematics - MATH 2403 A3,1,,1,,,,,,,3.00 2
Mathematics - MATH 2403 B1,4,3,7,3,1,,,,,2.33 18
Mathematics - MATH 2403 B2,9,4,4,2,1,,,,,2.90 20
Mathematics - MATH 2403 B3,5,9,4,2,,,,,,2.85 20
Mathematics - MATH 2403 C1,2,7,3,3,,,,,,3 2.53 18
Mathematics - MATH 2403 C2,4,9,6,1,,,,,,2.80 20
Mathematics - MATH 2403 R,13,4,1,,,,,,,3.67 18
Mathematics - MATH 2602 A1,9,8,6,,,,,,,1 3.13 24
Mathematics - MATH 2602 A2,14,11,1,,,,,,,3.50 26
Mathematics - MATH 2605 A,8,10,3,4,,,,,,3 2.88 28
Mathematics - MATH 3012 A,8,8,8,4,3,,,,,3 2.45 34
Mathematics - MATH 3012 B,7,9,7,1,1,,,,,2.80 25
Mathematics - MATH 3215 A,14,8,6,,1,,,,,2 3.17 31
Mathematics - MATH 3215 B,9,2,2,1,1,,,,,4 3.13 19
Mathematics - MATH 3670 A,16,5,1,1,1,,,,,1 3.42 25
Mathematics - MATH 3670 B,12,13,6,,,,,,,3 3.19 34
Mathematics - MATH 3670 PAA,,,,,,,,,2,2
Mathematics - MATH 4080 YUJ,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 YU,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 YUJ,1,,,,,,,,,4.00 1
Mathematics - MATH 4305 AG,30,3,,,,,,,1,2 3.91 36
Mathematics - MATH 4305 AU,5,3,2,,1,,,,1,3.00 12
Mathematics - MATH 4305 Q,12,5,,1,,,,,,3.56 18
Mathematics - MATH 4581 AG,9,5,2,,,,3,,1,2 3.44 22
Mathematics - MATH 4581 AU,,,,1,1,,1,,,5 0.50 8
Mathematics - MATH 4581 Q,,,1,,,,,,,1 2.00 2
Mathematics - MATH 4581 QSZ,,1,,,,,,,,3.00 1
Mathematics - MATH 6580 A,9,2,,,,,2,,1,4 3.82 18
Mathematics - MATH 6701 A,72,23,,,,,1,,1,3 3.76 100
Mathematics - MATH 6701 B,34,11,4,,,,,,3,5 3.61 57
Mathematics - MATH 6701 Q,36,34,,,,,,,,3.51 70
Mathematics - MATH 6701 QSZ,5,1,,,,,,,,3.83 6
Mathematics - MATH 7999 VH,,,,,,,,,10,10
Mathematics - MATH 8900 BED,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BEK,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BLE,,,,,,,1,,,1
Mathematics - MATH 8900 BUN,,,,,,,2,,,2
Mathematics - MATH 8900 ETN,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 GAN,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 HEL,2,2,,,,,,,1,3.50 5
Mathematics - MATH 8900 HOU,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 KOL,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 MAR,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 MCC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 SWI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 SWI,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 8900 TET,,,,,,,2,,,2
Mathematics - MATH 8900 THO,,,,,,,2,,,2
Mathematics - MATH 8900 YU,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 ZHO,4,,,,,,,,,4.00 4
Mathematics - MATH 8997 A,,,,,,,,,39,39
Mathematics - MATH 8998 A,,,,,,,,,12,12
Mathematics - MATH 9000 BUN,,,,,,,1,,,1
Mathematics - MATH 9000 CRO,,,,,,,1,,,1
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,4,,,4
Mathematics - MATH 9000 HOU,,,,,,,1,,,1
Mathematics - MATH 9000 LAC,,,,,,,1,,,1
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 LEY,,,,,,,1,,,1
Mathematics - MATH 9000 LLA,,,,,,,2,,,2
Mathematics - MATH 9000 LOS,,,,,,,2,,,2
Mathematics - MATH 9000 SHO,,,,,,,1,,,1
Mathematics - MATH 9000 TET,,,,,,,1,,,1
Mathematics - MATH 9000 TRO,,,,,,,1,,,1
Mathematics - MATH 9000 WIC,,,,,,,4,,,4
Mathematics - MATH 9000 YU,,,,,,,1,,,1
Mechanical Engineering - ME 1770 A,20,3,,,,,,,,3.87 23
Mechanical Engineering - ME 1770 B,24,,,,,,,,,1 4.00 25
Mechanical Engineering - ME 2016 A,13,3,6,3,1,,,,,8 2.92 34
Mechanical Engineering - ME 2110 A,11,7,1,,,,,,,3.53 19
Mechanical Engineering - ME 2110 B,9,8,,,,,,,,3.53 17
Mechanical Engineering - ME 2110 C,9,6,2,,,,,,,3.41 17
Mechanical Engineering - ME 2110 D,6,13,,,,,,,,3.32 19
Mechanical Engineering - ME 2110 E,10,8,1,,,,,,,3.47 19
Mechanical Engineering - ME 2202 A,12,25,10,3,2,,,,,12 2.81 64
Mechanical Engineering - ME 2698 FK3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 ST3,,,,,,,,,3,3
Mechanical Engineering - ME 2699 GM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 MJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 ST3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 3017 A,23,20,14,5,2,,,,,6 2.89 70
Mechanical Engineering - ME 3057 A,9,2,,,,,,,,3.82 11
Mechanical Engineering - ME 3057 B,12,3,,,,,,,,3.80 15
Mechanical Engineering - ME 3057 C,12,1,,,,,,,,3.92 13
Mechanical Engineering - ME 3057 D,13,,,1,,,,,,3.79 14
Mechanical Engineering - ME 3180 B,7,11,7,6,7,,,,,8 2.13 46
Mechanical Engineering - ME 3210 A,24,27,13,8,,,,,,5 2.93 77
Mechanical Engineering - ME 3322 B,21,14,13,3,1,,,,,4 2.98 56
Mechanical Engineering - ME 3322 C,9,5,5,9,1,,,,,2 2.41 31
Mechanical Engineering - ME 3322 QUP,8,6,2,1,1,,,,,3 3.06 21
Mechanical Engineering - ME 3322 RMZ,14,8,7,,,,,,,3.24 29
Mechanical Engineering - ME 3340 B,18,16,16,8,1,,,,,4 2.71 63
Mechanical Engineering - ME 3340 RMZ,5,11,1,2,,,,,,3.00 19
Mechanical Engineering - ME 3345 A,3,7,3,2,,,,,,2.73 15
Mechanical Engineering - ME 3345 C,22,8,10,6,1,,,,,1 2.94 48
Mechanical Engineering - ME 3345 QUP,7,6,2,2,,,,,,3.06 17
Mechanical Engineering - ME 3345 RMZ,2,4,1,,,,,,,3.14 7
Mechanical Engineering - ME 4041 A,7,4,1,1,,,,,,3.31 13
Mechanical Engineering - ME 4041 B,4,1,1,,,,,,,1 3.50 7
Mechanical Engineering - ME 4056 A1,2,10,,,,,,,,3.17 12
Mechanical Engineering - ME 4056 A2,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 4056 A2,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 4056 A3,2,5,,,,,,,,3.29 7
Mechanical Engineering - ME 4056 A4,,7,,,,,,,,3.00 7
Mechanical Engineering - ME 4056 A5,5,3,,,,,,,,3.63 8
Mechanical Engineering - ME 4056 A6,6,2,,,,,,,,3.75 8
Mechanical Engineering - ME 4182 A,13,,,,,,,,,4.00 13
Mechanical Engineering - ME 4182 B,24,5,1,,,,,,,3.77 30
Mechanical Engineering - ME 4189 A,3,1,3,2,,,,,,2 2.56 11
Mechanical Engineering - ME 4189 Q,1,5,3,,,,,,,2.78 9
Mechanical Engineering - ME 4698 DF3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GU3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 HD3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 JL3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LS3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 PR3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 QH4,,,,,,,,,1,1
Mechanical Engineering - ME 4698 ST3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 TS3,,,,,,,,,1,1
Mechanical Engineering - ME 4699 CB3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DN3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HD1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HD3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 HT3,,,1,,,,,,,2.00 1
Mechanical Engineering - ME 4699 JL1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 JY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LS3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 PR2,1,1,,,,,,,,3.50 2
Mechanical Engineering - ME 4699 PR3,1,,,,,,,,,1 4.00 2
Mechanical Engineering - ME 4699 QJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SK3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 ST3,,,,,1,,,,,0.00 1
Mechanical Engineering - ME 4699 UJ2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 WY3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 XS2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6701 Q,18,,,,,,,,,4.00 18
Mechanical Engineering - ME 7000 ALE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CH,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CSA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CUN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FED,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FOR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GA1,,,,,,,4,,,1 5
Mechanical Engineering - ME 7000 GRA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 HEN,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 7000 HU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JAC,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JET,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JOS,,,,,,,5,,,5
Mechanical Engineering - ME 7000 JRO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,3,,,3
Mechanical Engineering - ME 7000 KUR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LEA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 MAY,,,,,,,2,1,,3
Mechanical Engineering - ME 7000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 7000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 7000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QCH,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QNS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ROS,,,,,,,2,,,2
Mechanical Engineering - ME 7000 SIN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 SIT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 TIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 YEE,,,,,,,1,,,1
Mechanical Engineering - ME 8011 A,,,,,,,3,,,3
Mechanical Engineering - ME 8011 GTL,,,,,,,1,,,1
Mechanical Engineering - ME 8012 A,,,,,,,8,,,8
Mechanical Engineering - ME 8012 GTL,,,,,,,1,,,1
Mechanical Engineering - ME 8903 HA2,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 8903 SAR,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 BRA,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 GRA,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 JET,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 8963 ALE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8983 BAS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8983 CAP,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8997 WWH,,,,,,,,,3,3
Mechanical Engineering - ME 8998 HES,,,,,,,,,1,1
Mechanical Engineering - ME 9000 ABD,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ACH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 AID,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ALE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 9000 BAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BCO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BOO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 BRA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CAP,,,,,,,3,,,3
Mechanical Engineering - ME 9000 CO,,,,,,,1,,,1
Mechanical Engineering - ME 9000 COS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CUN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DAS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 DEC,,,,,,,,1,,1
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,5,,,5
Mechanical Engineering - ME 9000 DIX,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 ERT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FED,,,,,,,5,,,5
Mechanical Engineering - ME 9000 FER,,,,,,,2,,,2
Mechanical Engineering - ME 9000 FOR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GA1,,,,,,,12,,,12
