"",A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 4698 CH,,,,,,,,,1,1
Psychology - PSYC 4698 LD,,,,,,,,,1,1
Psychology - PSYC 4698 PV,,,,,,,,,2,2
Psychology - PSYC 4699 AD,2,,,,,,,,,4.00 2
Psychology - PSYC 4699 AR,,,,,,,1,,,1
Psychology - PSYC 4699 BW,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 CH,2,1,,,,,,,,3.67 3
Psychology - PSYC 4699 ES,3,,,,,,,,,4.00 3
Psychology - PSYC 4699 FD,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 PV,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 RM,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 SM,,,,,,,1,,,1
Psychology - PSYC 7000 AD,,,,,,,2,,,2
Psychology - PSYC 7000 PV,,,,,,,1,,,1
Psychology - PSYC 8901 FD,,,,,,,1,,,1
Psychology - PSYC 8901 WR,,,,,,,1,,,1
Psychology - PSYC 8904 SM,,,,,,,1,,,1
Psychology - PSYC 9000 AD,,,,,,,1,,,1
Psychology - PSYC 9000 CH,,,,,,,1,,,1
Psychology - PSYC 9000 LJ,,,,,,,1,,,1
Public Policy - PUBP 3000 R,21,5,,,,,,,,3.81 26
Public Policy - PUBP 4140 WW,8,5,,1,1,,,,,3.20 15
Public Policy - PUBP 8900 JW,,,,,,,2,,,2
Public Policy - PUBP 8900 MAB,1,,,,,,,,,4.00 1
Public Policy - PUBP 8998 MB,,,,,,,,,4,4
Public Policy - PUBP 9000 AL,,,,,,,1,,,1
Public Policy - PUBP 9000 DC,,,,,,,1,,,1
Public Policy - PUBP 9000 DM,,,,,,,1,,,1
Public Policy - PUBP 9000 GK,,,,,,,1,,,1
Public Policy - PUBP 9000 MB,,,,,,,6,,,6
Public Policy - PUBP 9000 MFF,,,,,,,1,,,1
Public Policy - PUBP 9000 SC,,,,,,,3,,,3
Public Policy - PUBP 9000 VT,,,,,,,1,,,1
Russian - RUSS 1001 UA,5,,,,,,4,,,1 4.00 10
Russian - RUSS 1002 UA,4,1,,,,,1,,,3 3.80 9
Russian - RUSS 1692 RMO,5,4,,,,,,,,3.56 9
Russian - RUSS 2691 RMO,6,3,,,,,,,,3.67 9
Russian - RUSS 2692 RMO,5,4,,,,,,,,3.56 9
Russian - RUSS 3691 RMO,6,1,,,,,,,,3.86 7
Russian - RUSS 3692 RMO,5,2,,,,,,,,3.71 7
Russian - RUSS 3695 RMO,6,1,,,,,,,,3.86 7
Sociology - SOC 1101 A,2,4,2,,,,1,,,3.00 9
Sociology - SOC 1101 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Sociology - SOC 1101 QUP,12,9,6,,1,,,,,2 3.11 30
Sociology - SOC 1101 SF1,13,10,1,1,,,,,,3.40 25
Spanish - SPAN 1001 B,8,1,4,,,,3,,1,1 3.31 18
Spanish - SPAN 1001 C,2,3,3,,,,1,,1,2.88 10
Spanish - SPAN 1001 R,1,,,,,,,,,4.00 1
Spanish - SPAN 1001 RBA,1,3,,,,,,,,3.25 4
Spanish - SPAN 1002 B,3,2,2,,,,1,,,2 3.14 10
Spanish - SPAN 1101 A,4,2,,,,,,,,3.67 6
Spanish - SPAN 1102 A,7,3,,,,,1,,,3.70 11
Spanish - SPAN 2001 B,4,2,1,,,,,,1,3.43 8
Spanish - SPAN 2001 E,4,,,,,,1,,,4.00 5
Spanish - SPAN 2001 R,2,,,,,,,,,4.00 2
Spanish - SPAN 2001 RBA,1,5,,,,,,,,3.17 6
Spanish - SPAN 2002 R,2,,,,,,,,,4.00 2
Spanish - SPAN 3101 RBA,4,5,1,,,,,,,3.30 10
Spanish - SPAN 3111 E,4,,,,,,,,,4.00 4
Spanish - SPAN 3590 REC,10,8,1,,,,,,,3.47 19
Spanish - SPAN 3690 RMX,4,,,,,,,,,4.00 4
Spanish - SPAN 3691 RMX,14,9,2,,,,,,,3.48 25
Spanish - SPAN 3692 RMX,14,11,,,,,,,,3.56 25
Spanish - SPAN 3694 RMA,16,2,,,,,,,,3.89 18
Spanish - SPAN 3813 R,4,,,,,,,,,4.00 4
Spanish - SPAN 3813 RBA,2,,,,,,,,,4.00 2
Spanish - SPAN 3813 REC,14,4,1,,,,,,,3.68 19
Spanish - SPAN 4693 RMA,17,1,,,,,,,,3.94 18
