"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 1315 A3,21,10,3,1,,,,,,4 3.46 39
Computer Science - CS 1315 A4,4,3,,,,,,,,3.57 7
Computer Science - CS 1315 B1,11,7,1,,,,,,,1 3.53 20
Computer Science - CS 1315 B2,16,8,2,1,,,,,,1 3.44 28
Computer Science - CS 1315 B3,2,1,,,,,,,,3.67 3
Computer Science - CS 1315 B4,13,4,,,,,,,,2 3.76 19
Computer Science - CS 1315 GR,,,,,,,1,,,1
Computer Science - CS 1331 A1,21,11,8,4,1,,,,,5 3.04 50
Computer Science - CS 1331 A2,27,11,6,2,,,,,,4 3.37 50
Computer Science - CS 1331 A3,27,14,3,2,2,,,,,2 3.29 50
Computer Science - CS 1331 A4,26,10,6,3,2,,,,,3 3.17 50
Computer Science - CS 1331 A4,2A6,1B0,C6,D3,2F,I,S,U,V,W3 A3v.e1r7. To5ta0
Computer Science - CS 1331 A5,21,13,11,,3,,,,,2 3.02 50
Computer Science - CS 1331 A6,25,10,3,3,2,,,,,7 3.23 50
Computer Science - CS 1331 B1,24,9,3,4,2,,,,,8 3.17 50
Computer Science - CS 1331 B2,16,12,10,2,3,,,,,6 2.84 49
Computer Science - CS 1331 B3,19,17,1,3,3,,,,,7 3.07 50
Computer Science - CS 1331 B4,31,5,6,1,1,,,,,2 3.45 46
Computer Science - CS 1331 B5,9,10,9,7,3,,,,,10 2.39 48
Computer Science - CS 1331 B6,19,10,6,4,4,,,,,7 2.84 50
Computer Science - CS 1331 GR,,,,,,,2,1,,3
Computer Science - CS 1332 A1,12,13,5,9,,,,,,11 2.72 50
Computer Science - CS 1332 A2,14,14,10,2,2,,,,,7 2.86 49
Computer Science - CS 1332 A3,18,14,8,2,3,,,,,5 2.93 50
Computer Science - CS 1332 A4,11,18,7,4,2,,,,,8 2.76 50
Computer Science - CS 1332 A5,16,19,6,2,1,,,,,1 3.07 45
Computer Science - CS 1332 B1,18,16,6,5,,,,,,3 3.04 48
Computer Science - CS 1332 B2,11,13,6,1,2,,,,,6 2.91 39
Computer Science - CS 1332 B3,14,18,7,3,1,,,,,4 2.95 47
Computer Science - CS 1332 B4,13,4,4,4,1,,,,,2 2.92 28
Computer Science - CS 1332 B5,6,8,3,1,,,,,,2 3.06 20
Computer Science - CS 1332 GR,,,,,,,4,,,1 5
Computer Science - CS 1371 A1,12,9,7,,,,,,,1 3.18 29
Computer Science - CS 1371 A2,18,10,5,2,4,,,,,1 2.92 40
Computer Science - CS 1371 A3,10,7,2,2,2,,,,,3 2.91 26
Computer Science - CS 1371 A4,15,12,4,4,,,,,,1 3.09 36
Computer Science - CS 1371 A5,8,7,4,2,,,,,,3.00 21
Computer Science - CS 1371 A6,19,12,2,1,3,,,,,1 3.16 38
Computer Science - CS 1371 A00,2,4,1,1,,,,,,3 2.88 11
Computer Science - CS 1371 B01,29,6,7,2,4,,,,,4 3.13 52
Computer Science - CS 1371 B02,19,13,7,3,3,,,,,3 2.93 48
Computer Science - CS 1371 B03,28,12,7,2,1,,,,,1 3.28 51
Computer Science - CS 1371 B04,24,7,8,4,5,,,,,3 2.85 51
Computer Science - CS 1371 B05,14,6,4,1,,,,,,4 3.32 29
Computer Science - CS 1371 B06,12,17,9,5,5,,,,,4 2.54 52
Computer Science - CS 1371 C01,20,16,5,3,5,,,,,2 2.88 51
Computer Science - CS 1371 C02,32,11,4,1,,,,,,2 3.54 50
Computer Science - CS 1371 C03,24,16,4,5,1,,,,,1 3.14 51
Computer Science - CS 1371 C04,32,9,5,,2,,,,,1 3.44 49
Computer Science - CS 1371 C05,20,13,9,2,4,,,,,4 2.90 52
Computer Science - CS 1371 C06,21,7,1,1,,,,,,3.60 30
Computer Science - CS 1371 D01,18,13,5,4,6,,,,,3 2.72 49
Computer Science - CS 1371 D02,13,15,10,5,5,,,,,1 2.54 49
Computer Science - CS 1371 D03,10,10,4,,3,,,,,3 2.89 30
Computer Science - CS 1371 D04,19,10,11,5,,,,,,5 2.96 50
Computer Science - CS 1371 D05,21,12,5,4,6,,,,,2.79 48
Computer Science - CS 1371 D06,23,5,6,3,1,,,,,3 3.21 41
Computer Science - CS 1371 GR1,,,,,,,2,,,2
Computer Science - CS 1371 HP1,2,1,,,,,,,,3.67 3
Computer Science - CS 1371 HP2,19,2,3,,,,,,,1 3.67 25
Computer Science - CS 1371 HP3,11,1,1,,,,,,,1 3.77 14
Computer Science - CS 1371 HP4,9,,,1,,,,,,3.70 10
Computer Science - CS 2050 A1,14,17,12,6,3,,,,,3 2.63 55
Computer Science - CS 2050 A2,11,24,11,1,2,,,,,3 2.84 52
Computer Science - CS 2050 A3,6,19,13,8,1,,,,,4 2.45 51
Computer Science - CS 2050 B1,19,14,10,9,,,,,,2.83 52
Computer Science - CS 2050 B2,13,11,16,2,3,,,,,3 2.64 48
Computer Science - CS 2050 B3,10,20,11,3,4,,,,,3 2.60 51
Computer Science - CS 2051 A,11,9,1,1,,,,,,10 3.36 32
Computer Science - CS 2110 A1,9,10,4,1,1,,,,,3.00 25
Computer Science - CS 2110 A1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 2110 A2,8,6,4,4,1,,,,,2 2.70 25
Computer Science - CS 2110 A3,10,7,4,,,,,,,4 3.29 25
Computer Science - CS 2110 A4,19,3,1,1,,,,,,1 3.67 25
Computer Science - CS 2110 A5,14,4,3,,2,,,,,2 3.22 25
Computer Science - CS 2110 A6,5,6,7,2,2,,,,,3 2.45 25
Computer Science - CS 2110 A7,6,9,5,3,,,,,,1 2.78 24
Computer Science - CS 2110 B1,7,5,7,3,1,,,,,2 2.61 25
Computer Science - CS 2110 B2,10,10,1,2,,,,,,2 3.22 25
Computer Science - CS 2110 B3,14,6,1,1,3,,,,,3.08 25
Computer Science - CS 2110 B4,12,6,4,,1,,,,,2 3.22 25
Computer Science - CS 2110 B5,9,6,6,1,1,,,,,2 2.91 25
Computer Science - CS 2110 B6,5,13,3,,1,,,,,3 2.95 25
Computer Science - CS 2110 B7,6,6,6,3,1,,,,,3 2.59 25
Computer Science - CS 2110 GR,,,,,,,1,,,1
Computer Science - CS 2200 A1,26,18,10,1,1,,,,,7 3.20 63
Computer Science - CS 2200 A2,11,20,9,1,1,,,,,12 2.93 54
Computer Science - CS 2200 A3,9,20,8,2,3,,,,,5 2.71 47
Computer Science - CS 2200 A4,24,12,5,1,3,,,,,3 3.18 48
Computer Science - CS 2200 GR,,,,,,,1,,,1
Computer Science - CS 2261 A,17,6,2,2,1,,,,,1 3.29 29
Computer Science - CS 2316 A1,25,12,8,1,1,,,,,3 3.26 50
Computer Science - CS 2316 A2,19,5,1,2,1,,,,,1 3.39 29
Computer Science - CS 2316 A3,34,10,2,2,1,,,,,1 3.51 50
Computer Science - CS 2316 A4,12,13,8,1,1,,,,,1 2.97 36
Computer Science - CS 2316 A5,29,12,6,,,,,,,3 3.49 50
Computer Science - CS 2316 A6,18,10,4,3,1,,,,,1 3.14 37
Computer Science - CS 2316 GR,1,,,,,,3,,1,4.00 5
Computer Science - CS 2340 A,235,47,6,,,,,,,6 3.80 294
Computer Science - CS 2340 GR,,,,,,,1,,,1
Computer Science - CS 2698 C04,,,,,,,,,,1 1
Computer Science - CS 2698 E09,,,,,,,,,1,1
Computer Science - CS 2698 S06,,,,,,,,,1,1
Computer Science - CS 2698 V06,,,,,,,,,2,2
Computer Science - CS 2699 A08,1,,,,,,,,,4.00 1
Computer Science - CS 2699 B02,4,,,,,,,,,4.00 4
Computer Science - CS 2699 C04,2,,,,,,,,,4.00 2
Computer Science - CS 2699 C11,3,,,,,,,,,4.00 3
Computer Science - CS 2699 H06,1,,,,,,,,,4.00 1
Computer Science - CS 2699 H08,1,,,,,,,,,4.00 1
Computer Science - CS 2699 I01,1,,,,,,,,,4.00 1
Computer Science - CS 2699 L08,1,,,,,,,,,4.00 1
Computer Science - CS 2699 M16,1,,,,,,,,,4.00 1
Computer Science - CS 2699 R05,1,,,,,,,,,4.00 1
Computer Science - CS 2699 S06,4,,,,,,,,,4.00 4
Computer Science - CS 2699 S22,1,,,,,,,,,4.00 1
Computer Science - CS 2699 V06,2,,,,,,,,,4.00 2
Computer Science - CS 2699 W01,1,,,,,,,,,4.00 1
Computer Science - CS 2803 WDB,12,4,2,,,,,,,2 3.56 20
Computer Science - CS 3210 A,31,24,7,,1,,1,,,6 3.33 70
Computer Science - CS 3220 A,41,9,5,1,,,,,,2 3.61 58
Computer Science - CS 3251 A,15,26,18,4,1,,,,,9 2.78 73
Computer Science - CS 3251 B,10,28,18,3,1,,,,,6 2.72 66
Computer Science - CS 3300 A,37,,,,,,,,,1 4.00 38
Computer Science - CS 3311 JDA,45,5,,,,,,,,3.90 50
Computer Science - CS 3311 JDB,39,8,,,,,,,,2 3.83 49
Computer Science - CS 3311 JDC,48,1,,,,,,,,3.98 49
Computer Science - CS 3311 JDD,20,29,,,,,,,,3.41 49
Computer Science - CS 3312 JIA,35,,,,,,,,,1 4.00 36
Computer Science - CS 3312 JIA,3A5,B,C,D,F,I,S,U,V,W1 A4v.e0r0. To3ta6
Computer Science - CS 3312 JIB,37,1,,,1,,,,,1 3.87 40
Computer Science - CS 3312 JIC,38,2,,,,,,,,3.95 40
Computer Science - CS 3451 A,37,18,8,,4,,1,,1,21 3.25 90
Computer Science - CS 3510 A,54,45,11,,8,,,,,25 3.16 143
Computer Science - CS 3510 B,29,37,18,1,,,,,,11 3.11 96
Computer Science - CS 3600 A,112,31,9,5,6,,4,,,14 3.46 181
Computer Science - CS 3651 A,12,,,,,,,,,4.00 12
Computer Science - CS 3743 TM,3,,,,,,,,,4.00 3
Computer Science - CS 3750 A,31,27,5,1,,,,,,1 3.38 65
Computer Science - CS 3750 B,45,11,2,,,,,,,1 3.74 59
Computer Science - CS 3790 A,64,23,3,,2,,,,,2 3.60 94
Computer Science - CS 4001 A,32,8,1,1,,,,,,3.69 42
Computer Science - CS 4001 B,14,27,1,,,,,,,3 3.31 45
Computer Science - CS 4001 C,34,11,2,,,,,,,3.68 47
Computer Science - CS 4005 A,4,,,,,,,,,4.00 4
Computer Science - CS 4210 A,2,3,,,,,,,,1 3.40 6
Computer Science - CS 4220 A,7,1,,,,,,,,1 3.88 9
Computer Science - CS 4235 A,37,39,2,,,,,,,1 3.45 79
Computer Science - CS 4240 A,17,12,8,,,,,,,4 3.24 41
Computer Science - CS 4251 A,8,8,3,1,,,,,,3 3.15 23
Computer Science - CS 4261 A,42,8,,,,,,,,1 3.84 51
Computer Science - CS 4290 A,,4,3,2,,,,,,2 2.22 11
Computer Science - CS 4290 B,1,2,,,,,,,,3.33 3
Computer Science - CS 4365 A,12,3,,,,,,,,2 3.80 17
Computer Science - CS 4392 A,4,5,,,,,2,,1,1 3.44 13
Computer Science - CS 4400 A,79,125,27,,1,,2,,1,5 3.21 240
Computer Science - CS 4400 B,49,54,6,,1,,2,,,1 3.36 113
Computer Science - CS 4400 X,26,7,,,1,,,,,4 3.68 38
Computer Science - CS 4455 A,29,5,,,,,,,,3.85 34
Computer Science - CS 4460 A,36,20,12,,1,,,,,1 3.30 70
Computer Science - CS 4470 A,9,9,4,,,,,,,2 3.23 24
Computer Science - CS 4495 A,63,9,3,1,2,,,,2,6 3.67 86
Computer Science - CS 4510 A,31,34,11,,2,,,,,5 3.18 83
Computer Science - CS 4540 A,17,10,7,1,1,,1,,,2 3.14 39
Computer Science - CS 4590 A,37,7,2,1,1,,,,,5 3.63 53
Computer Science - CS 4635 A,42,10,,,2,,1,,1,8 3.67 64
Computer Science - CS 4650 A,10,7,,,1,,2,,1,7 3.39 28
Computer Science - CS 4660 A,19,8,2,,,,1,,,1 3.59 31
Computer Science - CS 4698 C11,,,,,,,,,5,5
Computer Science - CS 4698 D11,,,,,,,,,1,1
Computer Science - CS 4698 E09,,,,,,,,,1,1
Computer Science - CS 4698 K10,,,,,,,,,1,1
Computer Science - CS 4698 L05,,,,,,,,,1,1
Computer Science - CS 4698 M16,,,,,,,,,1,1
Computer Science - CS 4698 O02,,,,,,,,,1,1
Computer Science - CS 4698 P02,,,,,,,,,1,1
Computer Science - CS 4698 R08,,,,,,,,,2,1 3
Computer Science - CS 4698 V06,,,,,,,,,2,2
Computer Science - CS 4699 A08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 C04,2,,,,,,,,,4.00 2
Computer Science - CS 4699 C11,2,,,,,,,,,4.00 2
Computer Science - CS 4699 D04,1,,,,,,,,,4.00 1
Computer Science - CS 4699 E03,4,,,,,,,,,4.00 4
Computer Science - CS 4699 E08,1,,,,,,,,,4.00 1
Computer Science - CS 4699 E09,,,,,,,,,,1 1
Computer Science - CS 4699 F04,2,,,,,,,,,4.00 2
Computer Science - CS 4699 F06,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G02,3,,,,,,,,,4.00 3
Computer Science - CS 4699 G02,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 4699 G08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 G10,1,,,,,,,,,4.00 1
Computer Science - CS 4699 H08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 I01,1,,,,,,,,,4.00 1
Computer Science - CS 4699 L05,1,,,,,,,,,4.00 1
Computer Science - CS 4699 L14,1,,,,,,,,,4.00 1
Computer Science - CS 4699 M05,1,,,,,,,,,4.00 1
Computer Science - CS 4699 M06,2,,,,,,,,,1 4.00 3
Computer Science - CS 4699 M16,1,,,,,,,,,4.00 1
Computer Science - CS 4699 N05,,,,,,,,,,1 1
Computer Science - CS 4699 O02,2,,,,,,,,,4.00 2
Computer Science - CS 4699 P02,3,,,,,,,,,4.00 3
Computer Science - CS 4699 P14,1,,,,,,,,,4.00 1
Computer Science - CS 4699 R05,2,,,,,,,,,2 4.00 4
Computer Science - CS 4699 R08,3,,,,,,,,,4.00 3
Computer Science - CS 4699 R12,1,,,,,,,,,4.00 1
Computer Science - CS 4699 S06,3,,,,,,,,,4.00 3
Computer Science - CS 4699 S20,1,,,,,,,,,4.00 1
Computer Science - CS 4699 V05,2,,,,,,,,,4.00 2
Computer Science - CS 4699 W05,1,,,,,,,,,4.00 1
Computer Science - CS 4710 A,17,5,1,,,,,,,3.70 23
Computer Science - CS 4726 A,3,6,,,,,,,1,3.33 10
Computer Science - CS 4741 TM,4,,,,,,,,,4.00 4
Computer Science - CS 4803 CA,16,2,,,,,,,,1 3.89 19
Computer Science - CS 4803 MLT,5,2,,,,,,,,3.71 7
Computer Science - CS 4803 SC,4,,,,,,,,,4.00 4
Computer Science - CS 4901 TA,12,,,,,,,,,4.00 12
Computer Science - CS 4903 I01,1,,,,,,,,,4.00 1
Computer Science - CS 4903 L08,1,,,,,,,,,4.00 1
Computer Science - CS 4903 M08,1,,,,,,,,,4.00 1
Computer Science - CS 4903 R04,1,,,,,,,,,4.00 1
Computer Science - CS 4903 R12,1,,,,,,,,,4.00 1
Computer Science - CS 4903 UTA,67,,,,,,,,,2 4.00 69
Computer Science - CS 4911 A,35,,,,,,,,,4.00 35
Computer Science - CS 4911 B,27,1,,,,,,,,3.96 28
Computer Science - CS 4911 C4G,16,3,,,,,,,,3.84 19
Computer Science - CS 4912 A,12,,,,,,,,,4.00 12
Computer Science - CS 4912 B,14,,,,,,,,,4.00 14
Computer Science - CS 4980 C10,1,,,,,,,,,4.00 1
Computer Science - CS 4980 D10,1,,,,,,,,,4.00 1
Computer Science - CS 4980 E08,1,,,,,,,,,4.00 1
Computer Science - CS 4980 H08,,,,,,,,,,1 1
Computer Science - CS 4980 T02,2,,,,,,,,,4.00 2
Computer Science - CS 6035 A,12,2,,,,,,,,3.86 14
Computer Science - CS 6035 O01,126,97,6,,,,,,,16 3.52 245
Computer Science - CS 6150 A,24,,,,,,,,1,4.00 25
Computer Science - CS 6210 A,56,3,,,,,2,,1,2 3.95 64
Computer Science - CS 6210 O3,2,3,1,,,,,,,3.17 6
Computer Science - CS 6210 O01,41,23,6,,4,,,,,50 3.31 124
Computer Science - CS 6235 A,38,3,,,,,,,,2 3.93 43
Computer Science - CS 6238 A,18,15,1,,,,,,,2 3.50 36
Computer Science - CS 6238 QSA,20,13,2,,,,,,,3.51 35
Computer Science - CS 6250 A,68,5,,,,,,,1,3.93 74
Computer Science - CS 6250 O01,175,91,14,4,12,,,,,48 3.40 344
Computer Science - CS 6260 A,17,17,1,,,,1,,3,3.46 39
Computer Science - CS 6260 Q,,5,1,,,,,,,2.83 6
Computer Science - CS 6265 A,9,10,,,,,,,2,3.47 21
Computer Science - CS 6266 A,4,3,,,,,,,,3.57 7
Computer Science - CS 6266 A,A4,B3,C,D,F,I,S,U,V,W A3v.e5r7. Tota7
Computer Science - CS 6290 A,2,4,,,,,,1,,4 3.33 11
Computer Science - CS 6290 B,3,3,,,,,,,,3.50 6
Computer Science - CS 6290 O01,27,24,6,3,6,,,,,44 2.95 110
Computer Science - CS 6300 O01,213,69,10,9,4,,,,,47 3.57 352
Computer Science - CS 6310 O01,131,36,8,,5,,,,,84 3.60 264
Computer Science - CS 6390 A,27,1,1,,,,,1,1,2 3.90 33
Computer Science - CS 6400 A,39,19,,,,,,,,1 3.67 59
Computer Science - CS 6440 O01,164,8,,,,,,,,12 3.95 184
Computer Science - CS 6451 A,9,,,,,,,,,4.00 9
Computer Science - CS 6452 A,20,,1,,,,,,,3.90 21
Computer Science - CS 6456 A,23,4,,1,,,,1,,1 3.75 30
Computer Science - CS 6457 A,15,1,,,,,,,,3.94 16
Computer Science - CS 6460 A,17,,,,,,,,,4.00 17
Computer Science - CS 6460 O01,87,5,,1,1,,,,,7 3.87 101
Computer Science - CS 6474 A,23,3,1,,,,,,,1 3.81 28
Computer Science - CS 6475 O01,72,39,4,2,1,,,1,,23 3.52 142
Computer Science - CS 6476 A,65,4,,,1,,,,4,3.89 74
Computer Science - CS 6476 O01,70,52,19,5,1,,,,,54 3.26 201
Computer Science - CS 6491 A,15,11,,,,,,,,2 3.58 28
Computer Science - CS 6505 A,32,27,,2,,,,4,3,5 3.46 73
Computer Science - CS 6505 B,27,18,,2,1,,,,,3 3.42 51
Computer Science - CS 6505 O3,1,2,,1,,,,,,2.75 4
Computer Science - CS 6505 O01,21,55,35,6,13,,,,,143 2.50 273
Computer Science - CS 6520 A,4,3,1,,,,,,,2 3.38 10
Computer Science - CS 6601 A,34,18,,,,,3,,,4 3.65 59
Computer Science - CS 6726 A,6,2,2,,,,,,1,3.40 11
Computer Science - CS 6753 A,58,11,1,,,,,,,1 3.81 71
Computer Science - CS 6763 A,5,,,,,,,,,4.00 5
Computer Science - CS 6998 A01,4,,,,,,,,,4.00 4
Computer Science - CS 6998 A08,1,,,,,,,,,4.00 1
Computer Science - CS 6998 B02,1,,,,,,,,,4.00 1
Computer Science - CS 6998 C04,1,,,,,,,,,4.00 1
Computer Science - CS 6998 D10,3,,,,,,,,,4.00 3
Computer Science - CS 6998 D12,2,,,,,,,,,4.00 2
Computer Science - CS 6998 E05,,,,,,,,,,1 1
Computer Science - CS 6998 E10,3,,,,,,,,,4.00 3
Computer Science - CS 6998 G03,1,,,,,,,,,4.00 1
Computer Science - CS 6998 H10,,1,,,,,,,,3.00 1
Computer Science - CS 6998 M06,1,,,,,,,,,4.00 1
Computer Science - CS 6998 M08,1,,,,,,,,,4.00 1
Computer Science - CS 6998 S04,1,,,,,,,,,4.00 1
Computer Science - CS 6998 S06,2,,,,,,,,,4.00 2
Computer Science - CS 6998 W01,2,,,,,,,,,4.00 2
Computer Science - CS 6999 A12,1,,,,,,,,,4.00 1
Computer Science - CS 6999 B02,,1,,,,,,,,3.00 1
Computer Science - CS 6999 B04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 B15,1,,,,,,,,,4.00 1
Computer Science - CS 6999 B17,1,,,,,,,,,4.00 1
Computer Science - CS 6999 C04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 D04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 D07,2,,,,,,,,,4.00 2
Computer Science - CS 6999 D12,3,,,,,,,,,4.00 3
Computer Science - CS 6999 E03,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E05,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E08,2,,,,,,,,,4.00 2
Computer Science - CS 6999 E09,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E10,2,,,,,,,,,4.00 2
Computer Science - CS 6999 F02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 F02,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 6999 F07,1,,,,,,,,,4.00 1
Computer Science - CS 6999 G02,5,,,,,,,,,4.00 5
Computer Science - CS 6999 G08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 G14,1,,,,,,,,,4.00 1
Computer Science - CS 6999 I01,1,,,,,,,,,4.00 1
Computer Science - CS 6999 L03,2,,,,,,,,,4.00 2
Computer Science - CS 6999 M06,1,,,,,,,,,4.00 1
Computer Science - CS 6999 M08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 N01,2,,,,,,,,,4.00 2
Computer Science - CS 6999 P02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R02,1,1,,,,,,,,3.50 2
Computer Science - CS 6999 R08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 R12,2,,,,,,,,,4.00 2
Computer Science - CS 6999 S02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 S06,2,,,,,,,,,4.00 2
Computer Science - CS 6999 S21,1,,,,,,,,,4.00 1
Computer Science - CS 6999 V06,1,,,,,,,,,4.00 1
Computer Science - CS 6999 X01,1,,,,,,,,,4.00 1
Computer Science - CS 7000 C07,,,,,,,1,,,1
Computer Science - CS 7000 K12,,,,,,,1,,,1
Computer Science - CS 7000 N05,,,,,,,2,,,2
Computer Science - CS 7000 Y01,,,,,,,1,,,1
Computer Science - CS 7001 SCS,29,,,,,,,,,1 4.00 30
Computer Science - CS 7001 SIC,18,,1,,,,,,,3.89 19
Computer Science - CS 7210 A,17,7,3,,,,,,1,3 3.52 31
Computer Science - CS 7450 A,20,35,5,1,,,,,3,1 3.21 65
Computer Science - CS 7637 A,39,,2,,,,,,,2 3.90 43
Computer Science - CS 7637 O01,145,22,9,3,4,,,,,49 3.64 232
Computer Science - CS 7641 A,44,19,3,,1,,3,,2,2 3.57 74
Computer Science - CS 7641 O01,143,47,5,6,5,,,,,153 3.54 359
Computer Science - CS 7646 A,101,6,2,1,1,,,,3,4 3.85 118
Computer Science - CS 7646 B,1,,,,,,,,,4.00 1
Computer Science - CS 7646 O01,293,46,11,4,12,,,,,18 3.65 384
Computer Science - CS 7646 QCF,23,2,1,,,,1,,,3.85 27
Computer Science - CS 7650 A,24,18,,,,,5,2,4,6 3.57 59
Computer Science - CS 7785 A,12,,,,,,,,,4.00 12
Computer Science - CS 7999 PHD,,,,,,,5,,,1 6
Computer Science - CS 8001 AHS,,,,,,,12,,,12
Computer Science - CS 8001 CAS,,,,,,,9,,,9
Computer Science - CS 8001 CAT,,,,,,,8,,,8
Computer Science - CS 8001 GVU,,,,,,,38,,,2 40
Computer Science - CS 8001 INF,,,,,,,23,,,23
Computer Science - CS 8001 PHD,,,,,,,64,,,1 65
Computer Science - CS 8001 RIM,,,,,,,5,,,5
Computer Science - CS 8001 SC,,,,,,,12,,,12
Computer Science - CS 8001 SYS,,,,,,,15,,,15
Computer Science - CS 8001 VIS,,,,,,,15,,1,16
Computer Science - CS 8002 HCC,,,,,,,34,,,34
Computer Science - CS 8750 A,3,,,,,,,,,4.00 3
Computer Science - CS 8751 A,2,1,1,,,,,,,3.25 4
Computer Science - CS 8802 STM,3,,,,,,4,,,4.00 7
Computer Science - CS 8803 ACS,5,,,,,,,,,1 4.00 6
Computer Science - CS 8803 ASE,33,5,,,,,,,1,3.87 39
Computer Science - CS 8803 BDS,44,5,,,,,1,,1,3.90 51
Computer Science - CS 8803 CA,10,1,,,,,,,,3.91 11
Computer Science - CS 8803 CS,8,,,,,,,,,4.00 8
Computer Science - CS 8803 HCI,33,17,3,1,,,,,,3.52 54
Computer Science - CS 8803 HI,4,1,1,,,,,,,1 3.50 7
Computer Science - CS 8803 HI,A4,B1,C1,D,F,I,S,U,V,W1 A3v.e5r0. Tota7
Computer Science - CS 8803 MAS,30,7,,,,,1,,,1 3.81 39
Computer Science - CS 8803 NS,8,2,,,,,,,,3.80 10
Computer Science - CS 8803 O01,134,14,4,1,2,,,,,6 3.79 161
Computer Science - CS 8803 O02,90,44,11,2,8,,,,,95 3.33 250
Computer Science - CS 8803 O03,69,17,3,,2,,,,,26 3.66 117
Computer Science - CS 8803 SA,16,1,,,,,,,4,3.94 21
Computer Science - CS 8803 SRD,13,,,,,,,,,4.00 13
Computer Science - CS 8803 TD,2,,,,,,,,1,4.00 3
Computer Science - CS 8804 MLR,10,3,,,,,,,,3.77 13
Computer Science - CS 8903 A01,3,,,,,,,,,4.00 3
Computer Science - CS 8903 A02,2,,,,,,,,,4.00 2
Computer Science - CS 8903 B02,1,,,,,,1,,,4.00 2
Computer Science - CS 8903 B04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B15,2,,,,,,,,,4.00 2
Computer Science - CS 8903 B16,1,,,,,,,,,4.00 1
Computer Science - CS 8903 B17,2,1,,,,,,,,3.67 3
Computer Science - CS 8903 C07,3,,,,,,,,,4.00 3
Computer Science - CS 8903 C12,2,,,,,,,,,4.00 2
Computer Science - CS 8903 D07,1,,,,,,,,,4.00 1
Computer Science - CS 8903 D10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 D12,4,,,,,,,,,4.00 4
Computer Science - CS 8903 E03,4,,,,,,,,,4.00 4
Computer Science - CS 8903 E05,2,,,,,,,,,4.00 2
Computer Science - CS 8903 E08,2,,,,,,,,,4.00 2
Computer Science - CS 8903 E09,2,1,,,,,,,,3.67 3
Computer Science - CS 8903 E10,2,,,,,,,,,4.00 2
Computer Science - CS 8903 G02,12,,,,,,,,,4.00 12
Computer Science - CS 8903 G06,3,,,,,,,,,4.00 3
Computer Science - CS 8903 G08,2,1,,,,,1,,,3.67 4
Computer Science - CS 8903 G11,1,,,,,,,,,4.00 1
Computer Science - CS 8903 H08,2,,,,,,,,,4.00 2
Computer Science - CS 8903 H11,1,,,,,,,,,4.00 1
Computer Science - CS 8903 K12,4,1,,,,,1,,,3.80 6
Computer Science - CS 8903 L03,6,,,,,,,,,4.00 6
Computer Science - CS 8903 L05,2,,,,,,1,,,4.00 3
Computer Science - CS 8903 L10,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M06,4,,,,,,,,,4.00 4
Computer Science - CS 8903 M08,2,,,,,,,,,4.00 2
Computer Science - CS 8903 N01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 N05,,,,,,,,,,1 1
Computer Science - CS 8903 OE3,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 P15,,,,,,,2,,,2
Computer Science - CS 8903 QA2,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R02,1,2,,,,,1,,,3.33 4
Computer Science - CS 8903 R04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R08,4,,,,,,,,,4.00 4
Computer Science - CS 8903 R12,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S06,2,,,,,,,,,4.00 2
Computer Science - CS 8903 S20,1,,,,,,1,,,4.00 2
Computer Science - CS 8903 S23,1,1,,,,,,,,3.50 2
Computer Science - CS 8903 T02,1,,,,,,,,,4.00 1
Computer Science - CS 8903 T05,3,,,,,,,,,4.00 3
Computer Science - CS 8903 V05,2,,,,,,1,,,4.00 3
